ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossFloorArea,UnitOfMeasurement,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000206170,No,1800 M Street,1800 M Street NW,Washington,DC,20036,US,LEED v4 O+M: EB,65,Gold,16/05/2025 00:00,Yes,"Investor: REIT,Non-traded",615281,Sq ft,0,Office: Administrative/Professional,Columbia Property Trust,26/06/2024 00:00
1000206179,No,Dawning Center,"ChangningNo.500, Hongbaoshi Road, Shangh",Shanghai,,200120,CN,LEED v4 O+M: EB,80,Platinum,02/04/2025 00:00,Yes,Corporate: Privately Held,69740,Sq m,0,Office: Mixed-Use,ESG consultancy,26/06/2024 00:00
1000206186,No,FASI sede Roma,"Via Vicenza, 23",Roma,RM,185,IT,LEED v4.1 O+M: EB,72,Gold,11/06/2025 00:00,Yes,Investor: Insurance Company,2483,Sq m,0,Office: Administrative/Professional,Fasi - Fondo assistenza sanitaria integr,27/06/2024 00:00
1000206207,No,Sede Almeria - Grupo Gransolar,"Calle Juan Gutenberg, 15",Andalucia,Almeria,4160,ES,LEED v4.1 O+M: EB,80,Platinum,22/07/2025 00:00,Yes,Corporate: Privately Held,1102.71,Sq m,0,Office: Administrative/Professional,ISE Energia SL,28/06/2024 00:00
1000206250,No,Mapletree Zhengzhou Logistics Park W3,Zhengzhou,Zhengzhou,Henan,451472,CN,LEED v4.1 O+M: EB,66,Gold,06/05/2025 00:00,Yes,Business Improvement District,19140,Sq m,0,Warehouse: General,Mapletree,01/07/2024 00:00
1000206253,No,Mapletree Zhengzhou Logistics Park W4,Zhengzhou,Zhengzhou,Henan,451472,CN,LEED v4.1 O+M: EB,68,Gold,06/05/2025 00:00,Yes,Business Improvement District,21140,Sq m,0,Warehouse: General,Mapletree,01/07/2024 00:00
1000206265,No,China Taiping Financial Center,"No. 16, Luomashi Street, Xicheng Distric",Beijing,,100032,CN,LEED v4.1 O+M: EB,82,Platinum,05/12/2024 00:00,Yes,Corporate: Privately Held,59147,Sq m,0,Office: Other Office,Beijing Taiping Guang'an Real Estate Co.,01/07/2024 00:00
1000206272,No,EMAAR Digital Greens Tower A,"EMAAR Digital Greens, Tower A, CFM Offic","Gurugram,",Haryana,122001,IN,LEED v4.1 O+M: EB,88,Platinum,05/02/2025 00:00,Yes,Corporate: Privately Held,27351,Sq m,0,Office: Mixed-Use,Emaar india,02/07/2024 00:00
1000206275,Yes,Confidential,Confidential,Confidential,Haryana,Confidential,IN,LEED v4.1 O+M: EB,88,Platinum,05/02/2025 00:00,Yes,Confidential,38040,Sq m,0,Confidential,Confidential,02/07/2024 00:00
1000206281,No,Office Building of Infogain India,"A-16, Sector 60, Noida Gautam Buddh Naga",NOIDA,Uttar Pradesh,201301,IN,LEED v4.1 O+M: EB,70,Gold,15/03/2025 00:00,Yes,Corporate: Privately Held,7638.29,Sq m,0,Office: Administrative/Professional,Infogain India Pvt. Ltd.,02/07/2024 00:00
1000206325,No,DAMAC Hills 2 Community Center,Damac Akoya Community Center - Damac Hil,DUBAI,AE,0,AE,LEED v4.1 O+M: EB,69,Gold,23/04/2025 00:00,Yes,Corporate: Privately Held,114538.77,Sq ft,0,Retail: Enclosed Mall,Damac Group,03/07/2024 00:00
1000206353,No,HZ PAFC Tower A&B&Mall,"No. 280 Minxin Road, Shangcheng District",Hangzhou,Zhejiang,310000,CN,LEED v4.1 O+M: EB,83,Platinum,10/12/2024 00:00,Yes,Corporate: Privately Held,150374,Sq m,0,Office: Other Office,Colliers,05/07/2024 00:00
1000206355,No,HZ PAFC Tower C,"No. 280 Minxin Road, Shangcheng District",Hangzhou,Zhejiang,200021,CN,LEED v4.1 O+M: EB,82,Platinum,10/12/2024 00:00,Yes,Corporate: Privately Held,45314,Sq m,0,Office: Other Office,Colliers,05/07/2024 00:00
1000206358,No,Sina Plaza,"Sina Plaza Building8,West District,No.10",Beijing,,100193,CN,LEED v4.1 O+M: EB,83,Platinum,07/10/2024 00:00,Yes,Corporate: Privately Held,89720,Sq m,0,Office: Administrative/Professional,"Sina Technology (China) Co.,Ltd.",05/07/2024 00:00
1000206360,Yes,Confidential,Confidential,Confidential,AE,Confidential,AE,LEED v4.1 O+M: EB,82,Platinum,25/09/2024 00:00,Yes,Confidential,6957,Sq ft,0,Confidential,Confidential,05/07/2024 00:00
1000206397,No,First Abu Dhabi Bank-FAB-SZR Building,First Abu Dhabi Bank Sheikh Zayed Road B,Dubai,AE,0000,AE,LEED v4.1 O+M: EB,83,Platinum,16/10/2024 00:00,Yes,Investor: Bank,85034,Sq ft,0,Office: Financial,First Abu Dhabi Bank,06/07/2024 00:00
1000206414,No,Nanjing IFC,"No.345 Jiangdong Middle Road, Jianye Dis",Nanjing,Jiangsu,210000,CN,LEED v4 O+M: EB,102,Platinum,20/11/2024 00:00,Yes,Corporate: Publicly Traded,299069,Sq m,0,Office: Mixed-Use,"SUN HUNG KAI  IFC(NANJING) CO., LTD.",08/07/2024 00:00
1000206416,No,Fujairah Hospital,Anajaimat Didaa Road Fujairah,Fujairah,AE,000000,AE,LEED v4.1 O+M: EB,66,Gold,10/12/2024 00:00,Yes,Government Use: State,40000,Sq m,0,Healthcare: Clinic/Other Outpatient,Emirates Health Services (EHS),08/07/2024 00:00
1000206418,No,Chengdu SKP,"No.2001, Tianfu Avenue North Section Gao",Chengdu,Sichuan,610095,CN,LEED v4.1 O+M: EB,81,Platinum,03/12/2024 00:00,Yes,Corporate: Privately Held,151754,Sq m,0,Retail: Enclosed Mall,Chengdu Hualian SKP Department Store Co.,08/07/2024 00:00
1000206442,No,Xuhui ASE Mall,No. 33 Caobao Road Qinzhou Road,Shanghai,,200030,CN,LEED v4.1 O+M: EB,85,Platinum,27/11/2024 00:00,Yes,Corporate: Privately Held,112375,Sq m,0,Retail: Open Shopping Center,SHANGHAI DINGWEI REAL ESTATE DEVELOPMENT,08/07/2024 00:00
1000206451,No,Emaar Capital Tower-1,"Emaar Capital Tower-1, Village- Sikandar",Gurugram,Haryana,122002,IN,LEED v4.1 O+M: EB,91,Platinum,13/12/2024 00:00,Yes,Corporate: Privately Held,358673,Sq ft,0,Office: Mixed-Use,Emaar india,09/07/2024 00:00
1000206465,No,15231 Avenue of Science,15231 Avenue of Science,San Diego,CA,92128-3449,US,LEED v4.1 O+M: EB,60,Gold,19/11/2024 00:00,Yes,Investor: Investment Manager,65638,Sq ft,0,Office: Mixed-Use,SAN DIEGO 2 LLC,09/07/2024 00:00
1000206496,Yes,Confidential,Confidential,Confidential,MI,Confidential,IT,LEED v4.1 O+M: EB,69,Gold,13/05/2025 00:00,Yes,Confidential,4243,Sq m,0,Confidential,Confidential,10/07/2024 00:00
1000206515,No,Air Aurora Garden House  R&D  Center,"South Tower #1,Block E10, FORTUNE Land,",Shanghai,,200438,CN,LEED v4.1 O+M: EB,84,Platinum,17/10/2024 00:00,Yes,Corporate: Privately Held,225,Sq m,0,Office: Mixed-Use,Colliers,11/07/2024 00:00
1000206517,Yes,Confidential,Confidential,Confidential,Maharashtra,Confidential,IN,LEED v4.1 O+M: EB,65,Gold,21/02/2025 00:00,Yes,Confidential,116750,Sq ft,0,Confidential,Confidential,11/07/2024 00:00
1000206534,No,MAX Towers Noida,C-001/A/A1 Sector 16B,Gautam Buddha Nagar,Uttar Pradesh,201301,IN,LEED v4.1 O+M: EB,82,Platinum,26/03/2025 00:00,Yes,Corporate: Privately Held,32687,Sq ft,0,Office: Administrative/Professional,Max Estates Limited,12/07/2024 00:00
1000206634,No,GUZEL ENERJI DOLAPDERE,BOSTAN MAH.KASKAVAL SOKAK NO:25,Beyoglu,Istanbul,34435,TR,LEED v4.1 O+M: EB,69,Gold,24/07/2025 00:00,Yes,Corporate: Privately Held,160,Sq m,0,Service: Other Service,Guzel Enerji Akaryakit A.S.,17/07/2024 00:00
1000206636,No,Corporate One,M/s Aditya Infra Developers Pvt. Ltd. Co,New Delhi,Delhi,110025,IN,LEED v4.1 O+M: EB,88,Platinum,19/02/2025 00:00,Yes,Corporate: Privately Held,12224,Sq m,0,Office: Mixed-Use,M/s Aditya Infra Developers Pvt. Ltd.,17/07/2024 00:00
1000206648,No,GUZEL ENERJI ISPARTAKULE,Tahtakale Mahallesi Acelya Sokak No: 4/1,Avcilar,Istanbul,34320,TR,LEED v4.1 O+M: EB,70,Gold,23/07/2025 00:00,Yes,Corporate: Privately Held,375,Sq m,0,Service: Other Service,Guzel Enerji Akaryakit A.S.,17/07/2024 00:00
1000206652,No,GUZEL ENERJI KISIKLI,Kisikli mah. Alemdag cad.,Uskudar,Istanbul,34692,TR,LEED v4.1 O+M: EB,67,Gold,23/07/2025 00:00,Yes,Corporate: Privately Held,150,Sq m,0,Service: Other Service,Guzel Enerji Akaryakit A.S.,17/07/2024 00:00
1000206669,No,GUZEL ENERJI KARATAY,HASANDEDEMESCIT Mah. FETIH Cd.,Karatay,Konya,42030,TR,LEED v4.1 O+M: EB,70,Gold,23/07/2025 00:00,Yes,Corporate: Privately Held,154.7,Sq m,0,Service: Other Service,Guzel Enerji Akaryakit A.S.,18/07/2024 00:00
1000206942,No,The Quayside,77 Hiu Bun Road,Kwun Tong,KLN,0,HK,LEED v4.1 O+M: EB,85,Platinum,26/05/2025 00:00,Yes,Corporate: Privately Held,82044,Sq m,0,Office: Mixed-Use,Century Land Investment Ltd,21/07/2024 00:00
1000206945,No,Tower 535,"535 Jaffe Road, Causeway Bay",Hong Kong,HK,0,HK,LEED v4.1 O+M: EB,63,Gold,26/02/2025 00:00,Yes,Corporate: Privately Held,24601.9,Sq m,0,Office: Mixed-Use,Phoenix Property Investors,22/07/2024 00:00
1000206958,No,Guangzhou Huangzhenlong logistics T1,"No.9 Mugu Road, Huangpu District",Guangzhou,Guangdong,511356,CN,LEED v4.1 O+M: EB,67,Gold,06/11/2024 00:00,Yes,Corporate: Publicly Traded,42047,Sq m,0,Warehouse: General,ESR,22/07/2024 00:00
1000206961,No,Guangzhou Huangzhenlong logistics T2,"No.9 Mugu Road, Huangpu District",Guangzhou,Guangdong,511356,CN,LEED v4.1 O+M: EB,67,Gold,06/11/2024 00:00,Yes,Corporate: Publicly Traded,41991,Sq m,0,Warehouse: General,ESR,22/07/2024 00:00
1000207000,No,Arco,Via Paolo Leonardi 6,Arco,TN,38062,IT,LEED v4.1 O+M: EB,74,Gold,20/03/2025 00:00,Yes,Investor: Equity Fund,5237,Sq m,0,Healthcare: Inpatient,HPF Italy 1 SICAF S.p.A.,23/07/2024 00:00
1000207002,No,Priocca,Via Fornaca 6,Priocca,CN,12040,IT,LEED v4.1 O+M: EB,74,Gold,24/02/2025 00:00,Yes,Investor: Equity Fund,4720,Sq m,0,Healthcare: Nursing Home/ Assisted Living,HPF Italy 1 SICAF S.p.A.,23/07/2024 00:00
1000207004,No,Casa di Riposo Chianoc Savigliano,Via Donatori del Sangue 2,Savigliano,CN,12038,IT,LEED v4.1 O+M: EB,73,Gold,07/05/2025 00:00,Yes,Investor: Equity Fund,8561,Sq m,0,Healthcare: Nursing Home/ Assisted Living,HPF Italy 1 SICAF S.p.A.,23/07/2024 00:00
1000207041,Yes,Confidential,Confidential,Confidential,,Confidential,CN,LEED v4.1 O+M: EB,63,Gold,28/10/2024 00:00,Yes,Confidential,10435,Sq m,0,Confidential,Confidential,23/07/2024 00:00
1000207055,No,SinotransPFS CD Cold Chain-S1,"397 Xiangxin East Road, Qingbaijiang Dis",Chengdu,Sichuan,610000,CN,LEED v4.1 O+M: EB,65,Gold,13/11/2024 00:00,Yes,Corporate: Privately Held,9952,Sq m,0,Warehouse: Refrigerated,"Sinotrans PFS Storage (Chengdu) Co.,Ltd",24/07/2024 00:00
1000207057,No,SinotransPFS CD Cold Chain-S2,"397 Xiangxin East Road, Qingbaijiang Dis",Chengdu,Sichuan,610000,CN,LEED v4.1 O+M: EB,66,Gold,19/11/2024 00:00,Yes,Corporate: Privately Held,21304,Sq m,0,Warehouse: Refrigerated,"Sinotrans PFS Storage (Chengdu) Co.,Ltd",24/07/2024 00:00
1000207087,No,Sinotrans CD LQ-W2,Jinkaiqu South 4rd Road No. 321,Chengdu,Sichuan,610105,CN,LEED v4.1 O+M: EB,86,Platinum,19/11/2024 00:00,Yes,Corporate: Publicly Traded,6589,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,Chengdu Sinotrans Logistics Co. LTD,25/07/2024 00:00
1000207089,No,Sinotrans CD LQ-W3,Jinkaiqu South 4rd Road No. 321,Chengdu,Sichuan,610105,CN,LEED v4.1 O+M: EB,79,Gold,19/11/2024 00:00,Yes,Corporate: Publicly Traded,14141,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,Chengdu Sinotrans Logistics Co. LTD,25/07/2024 00:00
1000207092,No,Sinotrans CD LQ-W4,Jinkaiqu South 4rd Road No. 321,Chengdu,Sichuan,610105,CN,LEED v4.1 O+M: EB,82,Platinum,19/11/2024 00:00,Yes,Corporate: Publicly Traded,14141,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,Chengdu Sinotrans Logistics Co. LTD,25/07/2024 00:00
1000207094,No,Sinotrans CD LQ-W5,Jinkaiqu South 4rd Road No. 321,Chengdu,Sichuan,610105,CN,LEED v4.1 O+M: EB,76,Gold,19/11/2024 00:00,Yes,Corporate: Publicly Traded,18312,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,Chengdu Sinotrans Logistics Co. LTD,25/07/2024 00:00
1000207096,No,Sinotrans CD LQ-W6,Jinkaiqu South 4rd Road,Chengdu,Sichuan,610105,CN,LEED v4.1 O+M: EB,73,Gold,19/11/2024 00:00,Yes,Corporate: Publicly Traded,18312,Sq m,0,Warehouse: Nonrefrigerated Distribution/Shipping,Chengdu Sinotrans Logistics Co. LTD,25/07/2024 00:00
1000207173,No,China Life Insurance Xiamen Tower,"Xiamen City, Huli District Xianyue Road,",Xiamen,Fujian,361016,CN,LEED v4.1 O+M: EB,81,Platinum,13/12/2024 00:00,Yes,Corporate: Publicly Traded,50118,Sq m,0,Office: Mixed-Use,"China Life Insurance(Xiamen) Co., Ltd",28/07/2024 00:00
1000207249,No,Dubai Internet city- Building 18,"Building 18, Dubai Internet City, United",Dubai,AE,0,AE,LEED v4.1 O+M: EB,72,Gold,10/01/2025 00:00,Yes,Government Use: State,84356,Sq ft,0,Office: Government,TECOM GROUP,30/07/2024 00:00
1000207322,No,Strand 50,"50 Bonham Strand, Sheung Wan",Hong Kong,HK,000000,HK,LEED v4.1 O+M: EB,75,Gold,29/12/2024 00:00,Yes,Corporate: Privately Held,10564.91,Sq ft,0,Office: Mixed-Use,Henderson Sunlight Asset Management Limi,01/08/2024 00:00
1000207345,No,Dubai Internet City Building 19,"Building 19, Dubai Internet City",Dubai,AE,0,AE,LEED v4.1 O+M: EB,70,Gold,06/02/2025 00:00,Yes,"Government Use: Local, City",101962,Sq ft,0,Office: Government,TECOM GROUP,01/08/2024 00:00
1000207347,No,Dubai Internet city  Huawei Building,"Huawei Building, Dubai Internet city",Dubai,AE,0,AE,LEED v4.1 O+M: EB,67,Gold,06/02/2025 00:00,Yes,"Government Use: Local, City",98777,Sq ft,0,Office: Government,TECOM GROUP,01/08/2024 00:00
1000207350,No,"In5 Design, Dubai Design District","In5 Design, Dubai Design District",Dubai,AE,0,AE,LEED v4.1 O+M: EB,76,Gold,06/02/2025 00:00,Yes,"Government Use: Local, City",2560,Sq ft,0,Office: Government,TECOM GROUP,01/08/2024 00:00
1000207355,No,"In5 Media, Dubai Production City","In5 Media, Dubai production City",Dubai,AE,0,AE,LEED v4.1 O+M: EB,67,Gold,06/02/2025 00:00,Yes,"Government Use: Local, City",22580,Sq ft,0,Office: Government,TECOM GROUP,01/08/2024 00:00
1000207358,No,"In5 Tech, Dubai Internet City","In 5 Tech, Dubai Internet City",Dubai,AE,0,AE,LEED v4.1 O+M: EB,68,Gold,06/02/2025 00:00,Yes,"Government Use: Local, City",24068,Sq ft,0,Office: Government,TECOM GROUP,01/08/2024 00:00
1000207360,No,555 Richmond West,555 Richmond Street West,Toronto,ON,M5V 3B1,CA,LEED v4.1 O+M: EB,65,Gold,30/05/2025 00:00,Yes,"Investor: REIT, Publicly traded",29187,Sq m,0,Office: Administrative/Professional,Allied Properties REIT,01/08/2024 00:00
1000207396,No,Ping'an Lize Financial Center -B,"E05 plot of Lize Road, Fengtai District,",Beijing,,100073,CN,LEED v4.1 O+M: EB,87,Platinum,22/11/2024 00:00,Yes,Corporate: Publicly Traded,127521,Sq m,0,Office: Mixed-Use,"Beijing Jinkun Lize Real Estate Co., Ltd",04/08/2024 00:00
1000207399,No,Ping'an Lize Financial Center -A,"E01 plot of Lize Road, Fengtai District,",Beijing,,100073,CN,LEED v4.1 O+M: EB,87,Platinum,22/11/2024 00:00,Yes,Corporate: Publicly Traded,136567,Sq m,0,Office: Mixed-Use,"Beijing Jinkun Lize Real Estate Co., Ltd",04/08/2024 00:00
1000207402,No,CMST Shanghai Heqing  Project,"No. 3113 Lingkong North Road, Pudong New",shanghai,,200136,CN,LEED v4.1 O+M: EB,82,Platinum,13/11/2024 00:00,Yes,Corporate: Privately Held,28709,Sq m,0,Warehouse: General,"cmst shanghai pudong development CO., lt",05/08/2024 00:00
1000207436,No,No.8 Visitor Center,No 8. Duke Avenue,Kunshan,Jiangsu,215311,CN,LEED v4.1 O+M: EB,81,Platinum,04/12/2024 00:00,Yes,"Educational: University, Private",463,Sq m,0,Public Assembly: Social/Meeting,Duke University,05/08/2024 00:00
1000207438,No,No.10 Administration Building,No.8 Avenue avenue,Kunshan,Jiangsu,215311,CN,LEED v4.1 O+M: EB,81,Platinum,04/12/2024 00:00,Yes,"Educational: University, Private",6828,Sq m,0,Office: Administrative/Professional,Duke University,05/08/2024 00:00
1000207440,No,No.11 Library,No.8 Duke Avenue,kunshan,Jiangsu,215311,CN,LEED v4.1 O+M: EB,67,Gold,05/12/2024 00:00,Yes,"Educational: University, Private",11984,Sq m,0,Other,Duke University,05/08/2024 00:00
1000207443,No,No.12 Sports Complex,No.8 Duke Avenue,kunshan,Jiangsu,215311,CN,LEED v4.1 O+M: EB,67,Gold,05/12/2024 00:00,Yes,"Educational: Community College, Pri",13187,Sq m,0,Other,Duke University,05/08/2024 00:00
1000207447,No,No.15B Undergraduate Student Residence,No.8 Duke Avenue,Kunshan,Jiangsu,215311,CN,LEED v4.1 O+M: EB,68,Gold,05/12/2024 00:00,Yes,"Educational: College, Private",4575,Sq m,0,Lodging: Dormitory,Duke University,05/08/2024 00:00
1000207451,No,Fortune Financial Center,No.5 Middle 3rd Ring Rd,Chaoyang District,,100020,CN,LEED v4.1 O+M: EB,82,Platinum,30/10/2024 00:00,Yes,Corporate: Privately Held,176000,Sq m,0,Office: Mixed-Use,"Savills Property Services (Beijing) Co.,",06/08/2024 00:00
1000207486,No,T-Center,Putuo District No.1428 Daduhe Road,Shanghai,,200062,CN,LEED v4.1 O+M: EB,83,Platinum,30/10/2024 00:00,Yes,Corporate: Publicly Traded,139363,Sq m,0,Office: Mixed-Use,"Shanghai XinYue Real Property Co.,Ltd.",07/08/2024 00:00
1000207490,No,Indian Designs Exports Pvt Ltd- Unit 4,"SURVEY NO.8/2, VP KHATA NO 851,",KOLAR,Karnataka,563114,IN,LEED v4.1 O+M: EB,80,Platinum,29/05/2025 00:00,Yes,Corporate: Privately Held,10734.27,Sq m,0,Industrial Manufacturing,Indian Designs Exports Pvt Ltd,07/08/2024 00:00
1000207512,No,Nansha International Talent Port,"International Talent Port, No. 167 Haibi",Guangzhou,Guangdong,511455,CN,LEED v4.1 O+M: EB,87,Platinum,26/11/2024 00:00,Yes,Corporate: Publicly Traded,44577,Sq m,0,Office: Administrative/Professional,Guangzhou Nansi & Savills Property Manag,08/08/2024 00:00
1000207514,No,Shenzhen Li Ning Center,"No. 9996 Shennan Avenue, Maling Communit",Shenzhen,Guangdong,518066,CN,LEED v4.1 O+M: EB,83,Platinum,10/02/2025 00:00,Yes,Corporate: Privately Held,44340,Sq m,0,Office: Administrative/Professional,"Shenzhen Li Ning Building Co., Ltd",08/08/2024 00:00
1000207570,No,1 Music Circle South,1 Music Circle South,Nashville,TN,37203,US,LEED v4.1 O+M: EB,55,Silver,18/04/2025 00:00,Yes,Corporate: Privately Held,106480,Sq ft,0,Office: Mixed-Use,Northwood Investors,09/08/2024 00:00
1000207580,No,SINO INTERNATIONAL PLAZA,"Sino International Plaza,137 Wusi Road,",Fuzhou,Fujian,350003,CN,LEED v4.1 O+M: EB,84,Platinum,16/12/2024 00:00,Yes,Corporate: Privately Held,45944,Sq m,0,Office: Mixed-Use,Sino (Fuzhou) Estate Management Limited,12/08/2024 00:00
1000207601,No,Energizer Park,2019 Market Street,St. Louis,MO,63103,US,LEED v4.1 O+M: EB,61,Gold,03/04/2025 00:00,Yes,Corporate: Privately Held,495000,Sq ft,0,Public Assembly: Stadium/Arena,St. Louis CITY SC,12/08/2024 00:00
1000207634,No,"Taj Mahal, New Delhi","No. 1, Taj Mahal Hotel, South Block",New Delhi,Delhi,110011,IN,LEED v4 O+M: EB,84,Platinum,06/12/2024 00:00,Yes,Corporate: Privately Held,381762,Sq ft,0,"Lodging: Hotel/Motel/Resort, Limited Service",THE INDIAN HOTELS COMPANY LTD,13/08/2024 00:00
1000207656,Yes,Confidential,Confidential,Confidential,,Confidential,CN,LEED v4.1 O+M: EB,82,Platinum,08/12/2024 00:00,Yes,Confidential,39145,Sq m,0,Confidential,Confidential,14/08/2024 00:00
1000207812,No,Seoul International Tower,"203, Teheran-ro, Gangnam-gu",Seoul,Soul-tŽukpyolsi,06141,KR,LEED v4 O+M: EB,64,Gold,29/10/2024 00:00,Yes,Investor: Equity Fund,48516,Sq m,0,Office: Mixed-Use,"KB Asset Management Co., Ltd.",20/08/2024 00:00
1000207818,Yes,Confidential,Confidential,Confidential,Uttar Pradesh,Confidential,IN,LEED v4.1 O+M: EB,84,Platinum,17/03/2025 00:00,Yes,Confidential,39000,Sq ft,0,Confidential,Confidential,21/08/2024 00:00
1000207821,No,GLP I-Park Beijing Building 3,"Block 12, Anxiang Avenue, Shunyi Distric",Beijing,,101318,CN,LEED v4.1 O+M: EB,82,Platinum,16/12/2024 00:00,Yes,Corporate: Privately Held,16674,Sq m,0,Office: Mixed-Use,GLP,21/08/2024 00:00
1000207823,No,GLP I-Park Beijing Building 4,"Block 12, Anxiang Avenue, Shunyi Distric",Beijing,,101318,CN,LEED v4.1 O+M: EB,83,Platinum,11/12/2024 00:00,Yes,Corporate: Privately Held,15844,Sq m,0,Office: Mixed-Use,GLP,21/08/2024 00:00
1000207825,No,GLP I-Park Beijing Building 5,"Block 12, Anxiang Avenue, Shunyi Distric",Beijing,,101318,CN,LEED v4.1 O+M: EB,82,Platinum,11/12/2024 00:00,Yes,Corporate: Privately Held,14531,Sq m,0,Office: Mixed-Use,GLP,21/08/2024 00:00
1000207827,No,GLP I-Park Beijing Building 6,"Block 12, Anxiang Avenue, Shunyi Distric",Beijing,,101318,CN,LEED v4.1 O+M: EB,82,Platinum,11/12/2024 00:00,Yes,Corporate: Privately Held,14632,Sq m,0,Office: Mixed-Use,GLP,21/08/2024 00:00
1000207829,No,GLP I-Park Beijing Building 7,"Block 12, Anxiang Avenue, Shunyi Distric",Beijing,,101318,CN,LEED v4.1 O+M: EB,83,Platinum,16/12/2024 00:00,Yes,Corporate: Privately Held,26075,Sq m,0,Office: Mixed-Use,GLP,21/08/2024 00:00
1000207831,No,GLP I-Park Beijing Building 1,"Block 12, Anxiang Avenue, Shunyi Distric",Beijing,,101318,CN,LEED v4.1 O+M: EB,82,Platinum,11/12/2024 00:00,Yes,Corporate: Privately Held,45294,Sq m,0,Office: Mixed-Use,GLP,21/08/2024 00:00
1000207833,No,GLP I-Park Beijing Building 2,"Block 12, Anxiang Avenue, Shunyi Distric",Beijing,,101318,CN,LEED v4.1 O+M: EB,83,Platinum,11/12/2024 00:00,Yes,Corporate: Privately Held,15489,Sq m,0,Office: Mixed-Use,GLP,21/08/2024 00:00
1000207835,Yes,Confidential,Confidential,Confidential,Uttar Pradesh,Confidential,IN,LEED v4.1 O+M: EB,83,Platinum,17/03/2025 00:00,Yes,Confidential,102000,Sq ft,0,Confidential,Confidential,21/08/2024 00:00
1000207839,Yes,Confidential,Confidential,Confidential,Uttar Pradesh,Confidential,IN,LEED v4.1 O+M: EB,85,Platinum,17/03/2025 00:00,Yes,Confidential,42000,Sq ft,0,Confidential,Confidential,21/08/2024 00:00
1000207856,Yes,Confidential,Confidential,Confidential,Uttar Pradesh,Confidential,IN,LEED v4.1 O+M: EB,87,Platinum,17/03/2025 00:00,Yes,Confidential,25000,Sq ft,0,Confidential,Confidential,21/08/2024 00:00
1000207858,Yes,Confidential,Confidential,Confidential,Uttar Pradesh,Confidential,IN,LEED v4.1 O+M: EB,82,Platinum,17/03/2025 00:00,Yes,Confidential,45000,Sq ft,0,Confidential,Confidential,21/08/2024 00:00
1000207860,Yes,Confidential,Confidential,Confidential,Uttar Pradesh,Confidential,IN,LEED v4.1 O+M: EB,83,Platinum,17/03/2025 00:00,Yes,Confidential,62000,Sq ft,0,Confidential,Confidential,21/08/2024 00:00
1000207887,No,"300 Park Ave South, NY",300 Park Ave S,New York,NY,10010,US,LEED v4.1 O+M: EB,61,Gold,15/11/2024 00:00,Yes,Corporate: Privately Held,185000,Sq ft,0,Office: Administrative/Professional,Rockrose Development Corporation,21/08/2024 00:00
1000207938,No,CASTELLANA 42,"P.? de la Castellana, 42",Madrid,Madrid,28046,ES,LEED v4.1 O+M: EB,68,Gold,06/05/2025 00:00,Yes,Investor: Bank,3887,Sq m,0,Office: Administrative/Professional,"ALBA PATRIMONIO INMOBILIARIO, S.A.U.",22/08/2024 00:00
