total_projects,total_floor_area_sqm,total_CO2_avoided,total_energy_saved,total_water_saved,total_waste_saved,avg_CO2_per_sqm,avg_energy_per_sqm
2065,55634072.8357,2228780634,4142233885,15113922.721000025,174054505986.35,40.0614,74.455
