Project_Id,Country,StateName,CityName,ProjectTypes,CertLevel,PointsAchieved,FloorArea,EnergySaving,CO2Avoided,CertDate
1000184255,US,NY,NY,"Office: Mixed-Use",Gold,61,52598.52,1972444,867876,"2024-02-28 00:00:00"
1000184257,US,NY,NY,"Office: Mixed-Use",Silver,54,16876.57,379723,167078,"2024-05-09 00:00:00"
1000184275,KR,SOU,SEO,"Office: Mixed-Use",Gold,66,44350,1663125,681881,"2024-01-30 00:00:00"
1000184297,US,NY,NY,"Office: Administrative/Professional",Gold,60,45942.48,1722843,758051,"2024-04-01 00:00:00"
1000184318,AE,AE,AD,"Religious Worship",Platinum,90,482,42175,16870,"2024-10-24 00:00:00"
1000184351,IT,MI,MIL,"Office: Other Office",Gold,63,13426,503475,125869,"2024-08-21 00:00:00"
1000184430,IN,MAH,PUN,"Warehouse: Nonrefrigerated Distribution/Shipping",Gold,71,12325.53,1540691,1093891,"2024-02-16 00:00:00"
1000184434,CN,GUA,FC,"Warehouse: General",Gold,77,19770,2471250,1383900,"2024-03-01 00:00:00"
1000184436,CN,GUA,FC,"Warehouse: General",Gold,76,19770,2471250,1383900,"2024-03-01 00:00:00"
1000184438,CN,GUA,FC,"Warehouse: General",Gold,76,19770,2471250,1383900,"2024-03-01 00:00:00"
1000184440,CN,GUA,FC,"Warehouse: General",Gold,74,40136,5017000,2809520,"2024-03-23 00:00:00"
1000184442,CN,GUA,FC,"Warehouse: General",Gold,75,40287,5035875,2820090,"2024-03-23 00:00:00"
1000184465,ES,TAR,TAR,Other,Certified,45,287,7175,1650,"2024-05-29 00:00:00"
1000184482,CN,BEI,BEI,"Office: Mixed-Use",Gold,61,18558,695925,389718,"2024-03-15 00:00:00"
1000184500,ES,BCN,SCDV,"Office: Administrative/Professional",Gold,68,4188,157050,36122,"2024-01-26 00:00:00"
1000184578,ES,MAD,MAD,"Office: Other Office",Gold,65,13084,490650,112850,"2025-04-01 00:00:00"
1000184579,ES,MAD,MAD,"Office: Other Office",Gold,66,3785,141938,32646,"2024-09-30 00:00:00"
1000184716,CN,BEI,BEI,"Office: Mixed-Use",Platinum,89,403045,21159862,11849523,"2024-04-11 00:00:00"
1000184797,IN,CON,CON,CONF,Platinum,90,2999,262412,186313,"2024-06-24 00:00:00"
1000184810,US,MD,GAI,"Multi-Family Residential: Apartment",Gold,60,23325.53,874707,384871,"2024-10-14 00:00:00"
1000184927,IT,MI,MIL,"Office: Administrative/Professional",Gold,70,7951.5,298181,74545,"2025-03-10 00:00:00"
1000184964,MX,NL,APO,"Warehouse: Nonrefrigerated Distribution/Shipping",Gold,72,639.54,79942,23983,"2024-05-16 00:00:00"
1000184985,CN,BEI,BEI,"Office: Administrative/Professional",Platinum,83,113500,5958750,3336900,"2024-01-25 00:00:00"
1000185075,KR,KYO,SEO,"Office: Mixed-Use",Gold,64,40295,1511062,619536,"2024-03-26 00:00:00"
1000185152,IN,CON,CON,CONF,Platinum,88,16443.83,1438835,1021573,"2024-10-23 00:00:00"
1000185177,IN,GUJ,BHA,"Industrial Manufacturing",Certified,47,13470.94,942966,669506,"2024-09-21 00:00:00"
1000185359,CN,JIA,NAN,"Office: Administrative/Professional",Gold,68,2477,92888,52017,"2024-01-25 00:00:00"
1000185366,IN,CON,CON,CONF,Platinum,83,38120.05,3335504,2368208,"2024-10-22 00:00:00"
1000185368,IN,CON,CON,CONF,Platinum,81,5628.16,492464,349649,"2024-01-22 00:00:00"
1000185375,CN,HUB,XIA,"Office: Mixed-Use",Gold,60,13700,513750,287700,"2024-01-26 00:00:00"
1000185377,ES,CON,CON,CONF,Gold,67,20907,1306688,300538,"2024-07-22 00:00:00"
1000185379,IN,TN,CHE,"Office: Administrative/Professional",Platinum,81,38656.94,2029489,1440937,"2024-04-10 00:00:00"
1000185382,BR,RS,CDS,"Industrial Manufacturing",Gold,64,982,171850,22340,"2024-10-04 00:00:00"
1000185400,BR,RJ,RDJ,"Office: Administrative/Professional",Gold,67,50949.05,1910589,248377,"2025-03-31 00:00:00"
1000185402,IN,GUJ,VAD,"Retail: Convenience Store",Gold,74,5717.06,285853,202956,"2024-02-21 00:00:00"
1000185422,IN,MAH,MUM,"Retail: Other Retail",Gold,72,8859,719794,511054,"2024-03-12 00:00:00"
1000185439,IN,MAH,MUM,"Retail: Other Retail",Gold,78,5673,460931,327261,"2024-03-05 00:00:00"
1000185458,BR,PR,CUR,Other,Platinum,83,937,81988,10658,"2024-06-10 00:00:00"
1000185476,ES,BCN,BAR,"Office: Other Office",Gold,66,6102,228825,52630,"2024-09-24 00:00:00"
1000185480,IN,TN,TIR,"Retail: Other Retail",Gold,78,5368,436150,309666,"2024-03-04 00:00:00"
1000185482,IN,TN,HOS,"Retail: Other Retail",Gold,75,8251,670394,475980,"2024-02-22 00:00:00"
1000185484,IN,TN,SUL,"Retail: Other Retail",Gold,77,5022,408038,289707,"2024-02-13 00:00:00"
1000185486,IN,TN,MAD,"Retail: Other Retail",Gold,75,7014,569888,404620,"2024-03-12 00:00:00"
1000185488,IN,TN,TRI,"Retail: Other Retail",Gold,71,2172,176475,125297,"2024-02-21 00:00:00"
1000185490,IN,MAH,PUN,"Retail: Other Retail",Gold,77,4973,404056,286880,"2024-02-28 00:00:00"
1000185494,IN,MAH,KAN,"Retail: Other Retail",Gold,71,6872,558350,396428,"2024-02-21 00:00:00"
1000185497,IN,CHH,RAJ,"Retail: Other Retail",Gold,77,3366,273488,194176,"2024-02-21 00:00:00"
1000185499,IN,CHH,BHI,"Retail: Other Retail",Gold,77,6417,521381,370181,"2024-02-21 00:00:00"
1000185501,IN,MAH,YAV,"Retail: Other Retail",Gold,79,3540,287625,204214,"2024-02-21 00:00:00"
1000185507,IN,GUJ,PAT,"Industrial Manufacturing",Gold,69,4645,812875,577141,"2025-03-22 00:00:00"
1000185537,TR,ANK,ANK,"Service: Other Service",Gold,70,268,16750,7202,"2024-02-27 00:00:00"
1000185539,TR,ANK,ANK,"Service: Other Service",Gold,70,114,7125,3064,"2024-02-27 00:00:00"
1000185542,TR,ANT,ANT,"Service: Other Service",Gold,73,170.3,10644,4577,"2024-04-17 00:00:00"
1000185544,TR,IST,IST,"Service: Other Service",Gold,70,104,6500,2795,"2024-02-27 00:00:00"
1000185546,TR,IST,IST,"Service: Other Service",Platinum,81,219,19162,8240,"2024-04-01 00:00:00"
1000185548,TR,IST,IST,"Service: Other Service",Gold,74,862,53875,23166,"2024-02-27 00:00:00"
1000185550,TR,IST,IST,"Service: Other Service",Gold,71,100,6250,2688,"2024-08-14 00:00:00"
1000185552,TR,IST,IST,"Service: Other Service",Gold,63,100,6250,2688,"2024-02-22 00:00:00"
1000185555,TR,IST,IST,"Service: Other Service",Gold,78,600,37500,16125,"2024-04-02 00:00:00"
1000185557,TR,MUG,MUG,"Service: Other Service",Gold,69,153,9562,4112,"2024-02-22 00:00:00"
1000185559,TR,ORD,ORD,"Service: Other Service",Gold,71,148,9250,3978,"2024-04-03 00:00:00"
1000185579,IN,KAR,BAN,"Retail: Convenience Store",Gold,75,6568.06,328403,233166,"2024-01-06 00:00:00"
1000185581,IN,GUJ,PAL,"Retail: Convenience Store",Gold,75,5235.08,261754,185845,"2024-01-06 00:00:00"
1000185587,IN,KAR,MAN,"Retail: Convenience Store",Gold,73,7937.07,396854,281766,"2024-01-06 00:00:00"
1000185596,IN,GUJ,AHM,"Retail: Convenience Store",Gold,73,13290.15,664508,471800,"2024-01-06 00:00:00"
1000185620,IN,GUJ,BHA,"Retail: Convenience Store",Gold,71,6460.75,323038,229357,"2024-01-06 00:00:00"
1000185624,IN,GUJ,SN,"Retail: Convenience Store",Gold,72,4261.74,213087,151292,"2024-02-08 00:00:00"
1000185628,IT,MI,MIL,"Office: Mixed-Use",Gold,73,2059.92,77247,19312,"2024-06-14 00:00:00"
1000185634,AE,AE,DUB,"Retail: Restaurant/Cafeteria",Certified,42,3185.92,63718,25487,"2024-09-30 00:00:00"
1000185681,HK,HK,QB,"Office: Mixed-Use",Platinum,83,47482,2492805,1445827,"2024-03-11 00:00:00"
1000185900,US,CA,BH,"Office: Administrative/Professional",Gold,61,5236.76,196378,86407,"2024-12-20 00:00:00"
1000185976,IT,MI,MIL,"Office: Administrative/Professional",Gold,67,13314,499275,124819,"2024-10-07 00:00:00"
1000185977,US,DC,WAS,"Office: Mixed-Use",Gold,60,21514.57,806796,354990,"2024-01-17 00:00:00"
1000186024,IN,ORI,JAJ,"Office: Mixed-Use",Gold,72,6038.7,226451,160780,"2024-09-11 00:00:00"
1000186043,BR,SC,PB,"Office: Mixed-Use",Platinum,84,547,28717,3733,"2024-09-23 00:00:00"
1000186055,IN,CON,CON,CONF,Gold,70,4111,256938,182426,"2024-03-19 00:00:00"
1000186057,IN,CON,CON,CONF,Gold,69,6880,430000,305300,"2024-03-19 00:00:00"
1000186060,IN,CON,CON,CONF,Gold,74,6658,416125,295449,"2024-03-19 00:00:00"
1000186064,IN,CON,CON,CONF,Gold,69,3886,242875,172441,"2024-03-19 00:00:00"
1000186069,IN,CON,CON,CONF,Gold,73,6656,416000,295360,"2024-03-19 00:00:00"
1000186071,IN,CON,CON,CONF,Gold,72,6530,408125,289769,"2024-03-19 00:00:00"
1000186093,US,CON,CON,CONF,Gold,60,11382.29,711393,313013,"2024-09-20 00:00:00"
1000186117,IT,CON,CON,CONF,Gold,74,13744,859000,214750,"2024-05-08 00:00:00"
1000186119,IN,MAH,KOL,"Industrial Manufacturing",Silver,54,13405.35,1407562,999369,"2024-03-22 00:00:00"
1000186149,CN,SHA,SHA,"Office: Mixed-Use",Platinum,83,40000,2100000,1176000,"2024-03-18 00:00:00"
1000186159,IN,CON,CON,CONF,Gold,76,7054.03,440877,313023,"2024-02-27 00:00:00"
1000186161,IN,CON,CON,CONF,Gold,77,4874.53,304658,216307,"2024-02-27 00:00:00"
1000186170,IN,PUN,PAT,"Retail: Other Retail",Gold,77,7925.09,643914,457179,"2024-03-19 00:00:00"
1000186176,IN,CON,CON,CONF,Gold,77,3643.01,227688,161659,"2024-03-19 00:00:00"
1000186180,IN,CON,CON,CONF,Gold,79,5996.61,374788,266100,"2024-03-19 00:00:00"
1000186183,CN,GUA,FOS,"Industrial Manufacturing",Platinum,81,17256,4227720,2367523,"2024-09-05 00:00:00"
1000186204,US,FL,BRA,"Office: Financial",Gold,67,524.16,19656,8649,"2024-03-21 00:00:00"
1000186297,ES,BCN,SCDV,"Office: Administrative/Professional",Platinum,85,8606,451815,103917,"2024-07-19 00:00:00"
1000186316,ES,BCN,BAR,"Office: Administrative/Professional",Gold,68,8585,321938,74046,"2025-04-22 00:00:00"
1000186322,MX,NL,APO,"Industrial Manufacturing",Silver,54,11563.54,1214172,364252,"2024-12-11 00:00:00"
1000186335,US,MN,MIN,"Office: Mixed-Use",Gold,61,88350.75,3313153,1457787,"2024-06-04 00:00:00"
1000186344,CN,ZHE,JIA,"Warehouse: Nonrefrigerated Distribution/Shipping",Gold,62,11030,1378750,772100,"2024-05-03 00:00:00"
1000186360,US,IL,CHI,"Office: Mixed-Use",Gold,62,9394.91,352309,155016,"2024-03-05 00:00:00"
1000186397,US,CA,CAR,"Public Assembly: Convention Center",Gold,72,7176.66,269125,118415,"2024-03-04 00:00:00"
1000186401,US,CA,SD,Laboratory,Gold,63,3914.75,685081,301436,"2025-03-10 00:00:00"
1000186403,US,CA,SD,Laboratory,Gold,62,2879.99,503998,221759,"2024-11-19 00:00:00"
1000186406,US,CA,SD,Laboratory,Gold,64,6317.4,1105545,486440,"2024-10-29 00:00:00"
1000186473,IN,AP,SSSD,"Industrial Manufacturing",Platinum,81,17593,4310285,3060302,"2024-07-18 00:00:00"
1000186477,US,FL,ORL,"Office: Administrative/Professional",Gold,62,33726.58,1264747,556489,"2024-03-29 00:00:00"
1000186483,US,FL,ORL,"Office: Administrative/Professional",Gold,63,25967.87,973795,428470,"2024-03-29 00:00:00"
1000186508,KR,SOU,SEO,"Office: Mixed-Use",Platinum,81,108201.99,5680604,2329048,"2024-04-04 00:00:00"
1000186510,IN,KAR,BEN,"Office: Administrative/Professional",Platinum,84,50395,2645738,1878474,"2024-03-27 00:00:00"
1000186513,CN,GUA,DON,"Warehouse: General",Gold,69,3984,498000,278880,"2024-03-18 00:00:00"
1000186517,CN,GUA,DON,"Warehouse: General",Gold,67,4002,500250,280140,"2024-03-18 00:00:00"
1000186519,CN,GUA,DON,"Warehouse: General",Platinum,86,4704,823200,460992,"2024-03-18 00:00:00"
1000186524,CN,GUA,DON,"Warehouse: General",Gold,73,5992,749000,419440,"2024-03-18 00:00:00"
1000186527,AE,AE,DUB,"Office: Administrative/Professional",Gold,72,159314.25,5974284,2389714,"2024-12-18 00:00:00"
1000186536,ES,CON,CON,CONF,Gold,65,4338,271125,62359,"2025-02-19 00:00:00"
1000186561,US,MD,COL,"Office: Other Office",Silver,50,13809.38,310711,136713,"2025-06-12 00:00:00"
1000186603,IN,KAR,BAN,"Office: Other Office",Silver,55,5464.74,122957,87299,"2024-04-30 00:00:00"
1000186704,BR,SP,SP,"Office: Administrative/Professional",Gold,69,10059.17,377219,49038,"2024-10-01 00:00:00"
1000186845,HK,HK,HK,"Office: Mixed-Use",Gold,70,36850.8,1381905,801505,"2025-07-16 00:00:00"
1000186852,CN,SHA,SHA,"Office: Mixed-Use",Platinum,85,28710,1507275,844074,"2024-04-17 00:00:00"
1000186926,CN,JIA,SUZ,Other,Gold,73,72214,4513375,2527490,"2024-03-25 00:00:00"
1000186928,CN,JIA,SUZ,"Retail: Enclosed Mall",Platinum,82,59572,6776315,3794736,"2024-03-21 00:00:00"
1000186986,CN,SHA,SHA,"Office: Mixed-Use",Platinum,82,77068,4046070,2265799,"2024-03-21 00:00:00"
1000187091,IN,MAH,MUM,"Industrial Manufacturing",Platinum,82,1920.03,470407,333989,"2024-03-22 00:00:00"
1000187136,CN,SIC,CHE,"Warehouse: Refrigerated",Gold,65,38879,4859875,2721530,"2024-02-29 00:00:00"
1000187138,CN,SIC,CHE,"Warehouse: Refrigerated",Gold,65,28592,3574000,2001440,"2024-02-28 00:00:00"
1000187140,CN,SIC,CHE,"Warehouse: Refrigerated",Gold,65,24138,3017250,1689660,"2024-03-04 00:00:00"
1000187144,ES,BCN,CDL,"Office: Administrative/Professional",Gold,67,13553,508238,116895,"2024-07-01 00:00:00"
1000187214,IN,WB,KOL,"Service: Other Service",Platinum,84,1011.99,88549,62870,"2024-03-10 00:00:00"
1000187216,IN,WB,KOL,"Service: Other Service",Platinum,80,1935.17,169327,120222,"2024-03-10 00:00:00"
1000187218,IN,WB,KOL,"Service: Other Service",Platinum,80,1554.92,136056,96599,"2024-03-10 00:00:00"
1000187220,IN,WB,KOL,"Service: Other Service",Platinum,83,2187.03,191365,135869,"2024-03-10 00:00:00"
1000187222,IN,WB,KOL,"Service: Other Service",Platinum,83,2926.17,256040,181788,"2024-03-10 00:00:00"
1000187224,IN,WB,KOL,"Service: Other Service",Platinum,82,4280.41,374536,265920,"2024-03-10 00:00:00"
1000187231,IN,WB,RIS,"Service: Other Service",Platinum,82,1870.14,163637,116182,"2024-03-28 00:00:00"
1000187233,CN,SIC,CHE,"Retail: Open Shopping Center",Gold,67,153151,7657550,4288228,"2024-04-15 00:00:00"
