ProjectName,CertLevel,GrossFloorAreaSqm,EnergySaving,EnergySaving_Percent,Cert_Level_Num
Viposa - NOA,Silver,12186.0,1279530.0,0.525,2
OFICINAS SEDE CENTRAL SIMON BARCELONA,Platinum,9702.0,509355.0,0.2625,4
CONF,Platinum,7571.0,662462.0,0.4374996697926298,4
VASTRAKALA EXPORTS PRIVATE LIMITED,Platinum,4096.0,1003520.0,1.225,4
Marc and Sharon Hagle Hall,Gold,3348.22,251116.0,0.37499925333460765,3
Nancy J. Cotterman Center,Gold,2509.03,203859.0,0.4062506227506247,3
Albion in the Gulch,Silver,46079.89,1036798.0,0.11250005154092164,2
Signature Des Moines FBO Terminal/Hangar,Certified,3565.9,249613.0,0.35,1
Merck Elkton B25 Document Resources,Gold,919.74,34490.0,0.18749864092026008,3
Dzilth-Na-O-Dith-Hle Dormitory,Gold,1338.64,108765.0,0.40625186756708304,3
Meridian on New Jersey Avenue,Certified,27602.69,414040.0,0.07499993660038207,1
555 Penn,Gold,40134.1,3010058.0,0.37500006229116883,3
CONF,Gold,1388.0,86750.0,0.3125,3
New England Biolabs GE,Certified,10740.24,751817.0,0.350000093107789,1
Guangdong Huaxing Bank Guangzhou Branch,Gold,57616.0,2160600.0,0.1875,3
Chabot Library & Learning Connection,Gold,5802.26,435170.0,0.37500043086659335,3
FARMACIA 12,Gold,1444.0,54150.0,0.1875,3
USU Moab Academic Building,Silver,2104.9,94720.0,0.22499881229512092,2
The Grant,Silver,17551.42,394907.0,0.11250001424386176,2
Capitol Rose - 1732 15th Street NW,Gold,13697.62,513661.0,0.18750009125672928,3
Palazzo Comunale di Ovindoli,Gold,760.0,28500.0,0.1875,3
Batiment administratif MRC 142 Dufferin,Gold,2762.0,103575.0,0.1875,3
UCSF Bayfront Medical Building,Gold,17270.67,3022367.0,0.8749999276229585,3
UNLV Medical Education Building,Silver,11984.49,539302.0,0.22499997913970474,2
CONF,Gold,5876.67,367292.0,0.3125001063527474,3
WWCC Applied Technology Building,Silver,4601.02,207046.0,0.2250001086715554,2
Memorial Cancer Institute,Certified,10590.94,741366.0,0.3500000944203253,1
250 Brannan,Gold,9369.27,351348.0,0.18750020012231475,3
USCG AIR STA VENTURA ADMIN/BERTHING,Silver,1134.9,119165.0,0.5250022028372543,2
Asheville Public Safety Station,Gold,2028.17,76056.0,0.18749907552128273,3
Market Terminal D,Silver,14969.83,336821.0,0.11249994154910242,2
Ohio State University Lacrosse Stadium,Certified,1449.19,101443.0,0.34999896493903493,1
Cascade Learning Resource Center,Silver,6089.88,274045.0,0.22500032841369616,2
LIGO Exploration Center,Silver,1305.47,29373.0,0.11249971274713322,2
DCMC North - MOB,Silver,5574.18,585289.0,0.5250000896992921,2
Avalon Brighton,Gold,17651.57,661934.0,0.1875000354076153,3
Cleveland Public Library - Hough Branch,Silver,743.22,33445.0,0.2250006727483114,2
"U of Arizona, Chemistry Building",Silver,8310.92,373991.0,0.22499975935275518,2
VISTA,Certified,22159.87,332398.0,0.07499998871834537,1
Paul Hall,Gold,6428.89,482167.0,0.37500019443480914,3
NPAA Chattanooga,Certified,4874.16,341191.0,0.3499997948364436,1
Reuben Hoar Public Library,Certified,2178.39,65352.0,0.15000068858193435,1
Rice University Hanszen College,Gold,5196.06,422180.0,0.4062501202834455,3
citizenM Hotel Boston Back Bay,Gold,14093.39,1145088.0,0.4062500221735154,3
WSSB Life Skills Training Center,Gold,1074.79,87327.0,0.4062514537723648,3
Fort Collins East Park Maint. Facility,Gold,603.87,37742.0,0.31250103499097487,3
COSD Youth Transition Campus - Housing,Gold,1003.35,62709.0,0.3124981312602781,3
Catholic Univ - Conway School of Nursing,Gold,9429.65,707224.0,0.37500013256059345,3
"Student Accomodation, via Serlio",Gold,17740.0,1441375.0,0.40625,3
St. Thomas Schoenecker Center,Gold,12087.89,906592.0,0.37500010340927986,3
USM McGoldrick Center,Gold,3818.31,143187.0,0.18750049105494315,3
First Security Bank Bozeman,Gold,1055.01,39563.0,0.18750059241144634,3
CONF,Gold,2884.0,180250.0,0.3125,3
Drosdick Hall,Silver,14597.85,1532774.0,0.5249999143709518,2
Emergency Operations Center,Silver,1527.88,34377.0,0.11249901824750635,2
MIT W51 Burton-Conner,Gold,15104.08,1132806.0,0.375,3
CAMPUS ARRUPE,Gold,5480.0,411000.0,0.375,3
Intuit Dome,Platinum,109593.3,5753648.0,0.26249998859419327,4
CONF,Platinum,10894.0,953225.0,0.4375,4
EPEC Operations & Safety Training Center,Certified,1264.87,37946.0,0.14999960470245957,1
Lakeshore - 18111 Von Karman,Gold,22993.86,862270.0,0.18750005436233846,3
UO HWTP Building B&C,Gold,26165.85,2125975.0,0.40624994028476047,3
Lakeshore - 18101 Von Karman,Gold,39400.91,1477534.0,0.1874999841374222,3
Lakeshore - 18191 Von Karman,Gold,12978.55,486696.0,0.18750014446914332,3
CONF,Silver,6967.72,261290.0,0.18750035879742585,2
Mill River Whittingham Discovery Center,Platinum,732.91,64130.0,0.4375025582950158,4
Fort Lupton Readiness Center Motor Pool,Certified,1858.06,27871.0,0.07500026909787628,1
VDMA Ft. Barfoot 561 JFHQ Conversion,Silver,2809.39,63211.0,0.1124995105699102,2
LLNL B321-G - Manufacturing Building,Certified,1045.81,73207.0,0.3500014342949484,1
LLNL B310 - New NDE Building,Certified,1126.17,78832.0,0.3500004439827024,1
HERE Pittsburgh,Certified,37491.66,562375.0,0.07500001333629931,1
Joint Forces Headquarters - BNGC,Gold,5925.72,222214.0,0.18749957811033932,3
PortMiami Cruise Terminal F 2.0,Silver,13274.17,298669.0,0.1125000659174924,2
NIKE 4th Phase ASRS Project,Gold,11880.99,1485124.0,0.6250001052100878,3
CONF,Silver,17651.57,661934.0,0.1875000354076153,2
SDSU - Second Stage,Silver,1364.47,61401.0,0.22499945033602792,2
Veterinary Specialty Center,Silver,7250.61,761314.0,0.5249999655201425,2
Quinnipiac University Wellness Center,Gold,5202.57,325161.0,0.3125003603988029,3
UW Tacoma Milgard Hall,Gold,4793.98,359548.0,0.37499947851263465,3
Building 48 Modernization,Gold,14260.52,534770.0,0.18750017530917526,3
Museum of Solutions,Gold,5300.0,198750.0,0.1875,3
The Cape on Kiawah,Gold,16489.17,618344.0,0.18750003790366648,3
Espace citoyen des Confluents,Gold,5206.0,195225.0,0.1875,3
Skye on 6th,Silver,24411.75,549264.0,0.11249992319272481,2
VIMS - The Acuff Center for Aquaculture,Silver,1697.62,178250.0,0.524999705470011,2
"Walter Dods, Jr. RISE Center",Gold,10588.34,860303.0,0.4062501770815822,3
Caradosso 16,Gold,4620.0,173250.0,0.1875,3
EXP Northeastern University,Platinum,33175.66,3483444.0,0.5249999547861293,4
Premier Meat Building Expansion,Certified,5557.0,388990.0,0.35,1
Mayo Hall Renovation and Addition,Gold,2282.91,85609.0,0.1874997262266143,3
CEU-FAC. HUMANIDADES Y CC. COMUNICACION,Gold,7314.0,548550.0,0.375,3
Urban Balcony Cluster 2 C-4 Plot Project,Gold,69385.0,2601938.0,0.1875000360308424,3
UMass Chan Medical School - NERB,Gold,32682.07,5719362.0,0.8749999617527286,3
1898 S. Flatiron Ct.,Certified,3844.05,269084.0,0.35000065035574457,1
Student Health and Wellness Center,Silver,4702.29,211603.0,0.2249999468344147,2
UC IRVINE CENTER FOR ADVANCED CARE,Platinum,15979.32,3914933.0,1.2249998748382285,4
CONF,Gold,6435.0,402188.0,0.3125003885003885,3
Michigan Tech H-STEM Building,Gold,6038.7,452902.0,0.37499958600361005,3
Labriola Innovation Complex,Gold,3461.57,259618.0,0.37500036110782103,3
AECQ Integrated Workshop,Gold,120220.0,21038500.0,0.875,3
The Edison,Gold,16174.41,606540.0,0.1874998840761425,3
PG&E Davis T-Line,Gold,1254.19,78387.0,0.3125004983295992,3
HEIDENHAIN HEADQUARTER,Platinum,4648.0,244020.0,0.2625,4
La Puente Enhanced One Stop Center,Silver,640.57,14413.0,0.11250136597093213,2
CONF,Certified,13470.94,336774.0,0.12500018558467338,1
Tampa Convention Center,Silver,52108.64,1172444.0,0.11249996161864904,2
303 Baldwin Avenue,Gold,11867.62,445036.0,0.18750010532861686,3
CONF,Silver,3454.13,129530.0,0.1875001809428134,2
E. S. Witchger School of Engineering,Silver,5630.2,253359.0,0.225,2
Fountain Square One,Silver,24612.61,553784.0,0.1125000558656721,2
Fountain Square Two,Silver,28155.0,633488.0,0.1125000887941751,2
KP BELLFLOWER RAD ONC & IMAGING,Gold,3095.16,541653.0,0.875,3
Raumplus wuxi new office building,Gold,11232.0,1965600.0,0.875,3
Boston Engine No. 17,Silver,1987.75,44724.0,0.11249905672242486,2
Sumner Square,Gold,21230.19,796132.0,0.187499970560791,3
CONF,Certified,3812.27,95307.0,0.12500032788863327,1
Kingstowne Center T,Gold,14878.6,557948.0,0.18750016802656164,3
Discovery Square I,Gold,17506.36,656488.0,0.18749985719475665,3
Reston Overlook I,Gold,32088.05,1203302.0,0.18750001947765602,3
Reston Overlook II,Gold,13082.79,490605.0,0.18750014331805373,3
Kingstowne Center K,Gold,15052.98,564487.0,0.18750008304003593,3
Discovery Square II,Gold,18535.82,695093.0,0.18749993256300504,3
Brightview Hunt Valley Towne Centre,Gold,19018.92,713209.0,0.18749986855194725,3
MAPAL India Private Limited,Platinum,1741.0,91402.0,0.26249856404365307,4
B340s Renovation,Silver,5866.17,615948.0,0.5250001278517329,2
UCR SOM Education Building II,Platinum,8870.01,931351.0,0.5249999718151389,4
Fire Station No. 5,Certified,916.0,13740.0,0.075,1
"Extra Space Storage - Kenmore, NY",Silver,7721.91,579143.0,0.37499983812295146,2
CONF,Gold,6483.0,405188.0,0.31250038562393956,3
Global Home of the PGA TOUR,Gold,18864.14,707405.0,0.1874999337367089,3
Des Moines University West,Silver,35487.27,1596927.0,0.22499997886566087,2
Nucor - BB Mill Building,Silver,134969.48,14171795.0,0.5249999851818351,2
CONF,Gold,68826.0,4301625.0,0.3125,3
White Fence Farm Clubhouse,Gold,661.66,41354.0,0.31250188918780036,3
Sumter County Rest Area - Southbound,Certified,845.42,12681.0,0.07499822573395472,1
Southeastern Live Well Center,Gold,6047.99,226800.0,0.18750031002035386,3
archimania's Office,Platinum,691.57,36307.0,0.26249692728140317,4
Hogg Memorial Auditorium Major Reno,Platinum,2731.91,143425.0,0.2624994966891296,4
Casa Heribert Pons,Gold,6390.8,239655.0,0.1875,3
MAGNET Headquarters,Silver,5249.02,118103.0,0.11250004762793817,2
KOA Corporate Headquarters,Gold,3162.42,118591.0,0.18750039526691584,3
CONF,Silver,1604.81,60180.0,0.1874988316373901,2
CONF,Gold,4698.29,293643.0,0.31249986697287735,3
CONF,Gold,389.26,24329.0,0.31250321122129165,3
Aspen Distillery,Platinum,510.97,44710.0,0.43750122316378653,4
Gallery Building at Basalt River Park,Certified,2459.14,61478.0,0.12499898338443521,1
MASERGRUP LEED CORPORATE BUILDING,Gold,8310.0,1038750.0,0.625,3
CONF,Gold,38135.0,2383438.0,0.31250006555657533,3
CONF,Gold,21200.0,1325000.0,0.3125,3
Kansas City Streetcar VMF,Gold,2904.89,181556.0,0.3125006454633394,3
Kansas City Streetcar Annex,Gold,566.71,35419.0,0.31249669142947895,3
Studentato Moretta Cesana,Gold,20043.0,1628494.0,0.40625006236591327,3
Berea College CMIT Building,Silver,4530.04,203852.0,0.22500022074860265,2
EVC Language Arts Building,Gold,4476.72,335754.0,0.375,3
Merriam Plaza Library,Silver,1393.54,62709.0,0.2249989236046328,2
Weathervane Health and Wellness Center,Silver,629.79,14170.0,0.11249781673256165,2
SMU Frances Anne Moody Hall,Certified,4902.31,147069.0,0.14999969402179786,1
First Security Bank Missoula,Silver,3881.95,87344.0,0.11250016100155849,2
Sparrow Emergency Center Okemos,Certified,2972.9,208103.0,0.35,1
Fulton County Animal Services Facility,Certified,5157.42,77361.0,0.07499970915690403,1
Command Control Smart Governance Centre,Platinum,5254.0,275835.0,0.2625,4
Haiyin Square-Changchun,Platinum,115483.0,6062858.0,0.26250002164820796,4
New Spokane Valley Library,Silver,2550.09,114754.0,0.2249999019642444,2
Vero at Novus,Silver,13430.52,302187.0,0.11250011168592132,2
Siege Social Equipe Laurence,Silver,1835.0,41288.0,0.11250136239782016,2
PeaceHealth Lynden Clinic,Silver,2266.18,237949.0,0.5250002206356071,2
CONF,Silver,7940.42,297766.0,0.18750015742240334,2
Alibaba Xuhui Binjiang Park D,Gold,40720.0,1527000.0,0.1875,3
Project Storm,Gold,34278.51,5998739.0,0.8749999635340042,3
1910 Alton Road,Silver,1474.09,33167.0,0.11249991520192118,2
Charlotte J. Burrie Civic Center,Gold,809.37,30351.0,0.18749768338337225,3
Sede Sicredi Dexis,Platinum,11035.0,579338.0,0.2625002265518804,4
Port of Edmonds Administration Building,Silver,1079.53,24289.0,0.11249803155076746,2
PCM Parcel F - Signal House,Certified,19149.91,287249.0,0.07500009138424149,1
Boys and Girls Club of Chicago,Silver,2787.09,62710.0,0.11250085214327489,2
CONF,Gold,7112.65,444541.0,0.3125002636148271,3
CONF,Gold,7077.0,442312.0,0.3124996467429702,3
CONF,Gold,8236.59,514787.0,0.3125000758809167,3
CityLine Block 3S,Certified,55891.98,838380.0,0.07500002683748187,1
AVOYA ICECEK FABRIKASI,Silver,12866.0,482475.0,0.1875,2
Highland Bridge Lot 1 Block 3,Gold,40466.32,1517487.0,0.1875,3
Highland Bridge Blocks 6/7 Senior Living,Gold,35088.07,6140412.0,0.8749999643753561,3
Blomquist Street Navigation Center,Silver,3437.41,167574.0,0.24375038182817876,2
DMG MORI PH Machine Green Plant project,Gold,38240.0,6692000.0,0.875,3
NXpark Xi'an by Aden,Gold,28896.0,5056800.0,0.875,3
101 N. Meridian,Gold,29175.72,1094090.0,0.18750008568768825,3
1102 Q Street,Gold,14472.71,542727.0,0.18750012955417472,3
Belmont University Jack C Massey Center,Silver,12859.82,578692.0,0.22500003888079304,2
SBVR - Plaza and Promenade Building,Silver,3244.82,158185.0,0.2437500385229381,2
JM Family - Office C,Gold,8181.13,306792.0,0.18749977081405625,3
Woodlake MOB,Gold,6228.77,1090035.0,0.8750002006816755,3
Swedish Medical Center MOB II/III,Certified,15636.96,1094587.0,0.3499999360489507,1
KALYON SCADA Ofis Binasi,Silver,2577.0,57982.0,0.11249902987970509,2
Penn GSE Expansion,Gold,1872.92,140469.0,0.375,3
Park Place Shopping Centre,Silver,52051.14,2537493.0,0.24374999279554685,2
IUH NE Region - Southwest MOB,Certified,4969.38,347857.0,0.35000040246469377,1
SDCRAA Administration Building,Gold,12581.3,2201728.0,0.8750001987076057,3
CityLine 4,Certified,49915.95,748739.0,0.07499997495790424,1
GVSU Harris Family Sports Complex,Silver,1997.41,44942.0,0.11250068839146694,2
MP-HT Srl,Gold,4800.0,840000.0,0.875,3
Luthra Group Headquarters,Gold,3611.0,135412.0,0.18749930767100526,3
The Sonnentag,Gold,19014.09,713028.0,0.18749990138891737,3
"Vanderbilt Tower at Ritz-Carlton, Naples",Silver,10219.33,498192.0,0.24374983487175775,2
Contra Costa County Admin Building,Platinum,4335.69,227624.0,0.2625003171352196,4
2876 Sunridge Way NE,Silver,2787.09,292644.0,0.5249991927063712,2
Samsung Display Research Building,Platinum,166530.0,8742825.0,0.2625,4
Sarasota Fire Station 23,Silver,808.53,18192.0,0.11250046380468257,2
Sparsh Business School,Silver,17163.0,772335.0,0.225,2
CONF,Certified,33708.0,842700.0,0.125,1
CONF,Platinum,6728.0,588700.0,0.4375,4
Merck RY870 Biologics Development Center,Gold,19568.07,3424412.0,0.8749999361204247,3
UMD Field Hockey and Lacrosse Complex,Silver,1584.93,35661.0,0.1125002366035093,2
GDH BCC-Tower A,Platinum,138905.0,7292512.0,0.26249998200208774,4
Beylerbeyi Yurt Insaati Projesi,Gold,2716.0,220675.0,0.40625,3
CONF,Silver,34207.81,1282793.0,0.18750001827068147,2
Miami Association of Realtors,Gold,3065.8,114968.0,0.18750081544784394,3
MU McVey Data Science Building,Silver,8803.21,396144.0,0.2249997444114136,2
CONF,Silver,7364.05,276152.0,0.18750008487177572,2
Ceylingul Tekstil Fabrika,Certified,3419.0,85475.0,0.125,1
CONF,Gold,5470.0,341875.0,0.3125,3
CONF,Gold,4082.44,255152.0,0.31249938762112855,3
LEGO Jiaxing Moulding 3 Building,Gold,13892.0,2431100.0,0.875,3
New Processing,Gold,185698.8,32497290.0,0.875,3
The Medley,Silver,19452.03,437671.0,0.11250008353883888,2
McGill University Collections Centre,Gold,3969.0,496125.0,0.625,3
CONF,Certified,47224.08,1180602.0,0.125,1
CONF,Silver,12991.37,487176.0,0.18749985567342012,2
DHL Alliance C,Silver,120773.9,9058042.0,0.3749999793001634,2
Mahindra Educational-Hostel Phase III,Gold,1858.06,150967.0,0.40624899088296396,3
Residenza per Studenti Novoli,Gold,13504.0,844000.0,0.3125,3
Project Instinct - Ph 1,Certified,13055.01,913851.0,0.3500001148984183,1
Kalamazoo Dept. Public Safety Station 2,Certified,1632.77,24492.0,0.07500137802629886,1
CARRIER  PLAZA,Gold,37183.0,1394362.0,0.18749993276497323,3
Comcast NBCUniversal THE COMMONS,Platinum,6841.01,359153.0,0.2624999817278443,4
Thesis Agency,Gold,3715.01,139313.0,0.18750016823642468,3
Production,Silver,17922.0,1881810.0,0.525,2
Merck Wuxi-Admin,Platinum,3102.0,162855.0,0.2625,4
CONF,Gold,27311.44,1706965.0,0.3125,3
CONF,Silver,26296.19,986107.0,0.1874999762322983,2
Residenza Anni Azzurri Borgomanero,Silver,5887.0,618135.0,0.525,2
PCCO Cincinnati Office,Gold,2165.85,81219.0,0.1874991342890782,3
CONF,Gold,24110.93,1506933.0,0.3124999740781463,3
CONF,Gold,28665.13,1791571.0,0.31250006541048303,3
CONF,Gold,57504.0,3594000.0,0.3125,3
NUOVA SEDE FONDAZIONE DALMINE,Gold,4418.0,276125.0,0.3125,3
305 Arsenal Street,Gold,418.06,26129.0,0.3125029900014352,3
400 N. Beacon Street,Gold,2054.74,77053.0,0.1875006083494749,3
Edificio ALMA by ROYAL,Gold,7913.0,296738.0,0.18750031593580185,3
Edificio Produttivo Raddoppio,Gold,25526.0,4467050.0,0.875,3
Niagara Street Studio,Certified,6474.13,97112.0,0.07500003861522707,1
SERRA Montreal,Silver,16030.97,360697.0,0.11250005458185,2
2001 boulevard Robert-Bourassa,Gold,49538.2,1857682.0,0.18749994953389507,3
Clark University CMACD,Gold,5931.11,444833.0,0.3749997892468695,3
Oxyturbo - Nuovo stabilimento produttivo,Platinum,6000.0,1470000.0,1.225,4
CONF,Silver,12192.0,457200.0,0.1875,2
CONF,Silver,22709.49,851606.0,0.18750002752153394,2
Bldg 1 of Tianjin Lenovo Innovation Park,Gold,8632.0,539500.0,0.3125,3
CONF,Certified,555.56,13889.0,0.12500000000000003,1
Tanager Echo,Silver,29773.93,669913.0,0.11249992862883737,2
Westinghouse Rock Hill Building 3,Gold,2095.89,78596.0,0.18750029820267286,3
Parkridge Four,Certified,17870.73,268061.0,0.07500001398935578,1
CONF,Gold,2043.87,127742.0,0.31250030579244276,3
CONF,Certified,3601.38,90034.0,0.12499930582165725,1
CONF,Silver,17577.81,659168.0,0.18750003555619268,2
TEKNOPLAZA Water&Environmental Solutions,Gold,2260.0,84750.0,0.1875,3
1241 W St NE,Silver,1129.24,25408.0,0.11250044277567213,2
101 Workshop Building,Certified,5154.0,360780.0,0.35,1
103 R&D Building,Certified,17899.0,1252930.0,0.35,1
CONF,Silver,8901.87,333820.0,0.18749992979003285,2
Security Building,Platinum,1121.34,98117.0,0.43749888526227554,4
ARE FujiFilm BIC2,Certified,7641.55,114623.0,0.07499983642062147,1
"GRUPPO BCC ICCREA - Milan, via Esterle",Gold,6059.0,227212.0,0.18749958739065853,3
Firefly Pavilion,Silver,455.22,17071.0,0.18750274592504723,2
J&J Horsham Commons,Silver,3645.51,136707.0,0.18750051433132814,2
Midstation Bellevue,Silver,23661.65,532387.0,0.11249997358595026,2
Teknopark Idari Bina - A Blok,Gold,9221.0,345788.0,0.18750027112026896,3
CONF,Certified,25077.68,626942.0,0.125,1
Jardin de Enekuri,Gold,4094.0,255875.0,0.3125,3
SEFINE TERSANESI SOSYAL TESIS BINASI,Certified,12595.0,188925.0,0.075,1
Monterey Regional Airport ARFF,Silver,929.03,97548.0,0.5249991927063712,2
Chapter Madison,Silver,20463.28,460424.0,0.11250004886802116,2
CONF,Gold,1976.0,123500.0,0.3125,3
CONF,Gold,14750.0,921875.0,0.3125,3
CONF,Gold,847.0,52938.0,0.3125029515938607,3
SNAM RETE GAS - CENTRO MANUTEN. DI MASSA,Certified,1779.0,26685.0,0.075,1
Enriching Spaces,Gold,1672.25,62709.0,0.18749887875616683,3
TOTAL Energies - IGA,Silver,530.96,15929.0,0.15000188338104564,2
Gillette Stadium,Gold,98690.49,17270836.0,0.8750000126658607,3
CONF,Silver,7722.19,289582.0,0.1874999190644105,2
Penske Boise,Certified,1833.91,27509.0,0.07500095424530102,1
Penske Lowell,Certified,1854.99,27825.0,0.07500040431484806,1
ESSILOR LUXOTTICA,Gold,49178.0,8606150.0,0.875,3
Ellis Campus C&D,Gold,20827.92,781047.0,0.18750000000000003,3
CONF,Platinum,161925.01,14168438.0,0.4374999884205658,4
CONF,Platinum,166818.48,14596617.0,0.43749999999999994,4
Beck Venture Center,Gold,2901.36,108801.0,0.1875,3
RESIDENCIA PARA MAYORES CAJA DE BURGOS,Gold,5600.0,980000.0,0.875,3
Reck Garage,Platinum,93.18,22829.0,1.2249946340416398,4
Nucor - BB Materials Testing Lab,Certified,914.72,64030.0,0.3499978135385692,1
Nuova Sede Banca Sella,Gold,13070.0,490125.0,0.1875,3
Microsoft SISPARK B26,Gold,23993.0,899738.0,0.18750010419705748,3
Tenaris Etihad Tubulars - Sole Proprieto,Certified,2167.0,32505.0,0.075,1
De la Vega Business Park,Gold,23275.0,872812.0,0.18749989258861438,3
Brookings DHS,Certified,2097.84,31468.0,0.07500095336155284,1
CPFL ENERGIA RGE - EA VENANCIO AIRES,Gold,658.0,41125.0,0.3125,3
University of Illinois Foundation,Gold,5225.05,195939.0,0.18749964115175932,3
Fairfield University Bowman Hall,Gold,4290.63,348614.0,0.40625036416563537,3
Atal Akshay Urja Bhawan,Platinum,24045.0,1262362.0,0.26249989602828033,4
Alliance Center Building 2,Certified,60038.56,3001928.0,0.25,1
CONF,Gold,12796.46,799779.0,0.31250009768326553,3
8th and Fig,Silver,45139.52,1015639.0,0.11249997784646358,2
TOTAL Energies - KMO Kuzey,Silver,473.9,14217.0,0.15,2
TOTAL Energies - KMO Izmit OSB Guney,Silver,494.04,14821.0,0.149997975872399,2
TOTAL Energies - KMO Izmit OSB Kuzey,Silver,494.04,14821.0,0.149997975872399,2
TOTAL Energies - Orhangazi Bati,Gold,346.0,17300.0,0.25,3
TOTAL Energies - Orhangazi Dogu,Gold,346.0,17300.0,0.25,3
Central City Office Tower,Gold,96477.72,3617914.0,0.1874999740872815,3
Central City Shopping Centre,Silver,58158.58,2835231.0,0.24375001934366347,2
6750 Esplanade,Gold,9290.0,348375.0,0.1875,3
ZaZEN Gardens,Gold,19815.75,743091.0,0.18750009462170245,3
CONF,Silver,8861.83,332319.0,0.18750021158158078,2
12 Farnsworth Research and Development,Gold,5458.05,955159.0,0.8750002290195216,3
Vlinker Pujiang Central Community 29-1,Gold,16268.0,610050.0,0.1875,3
Vlinker Pujiang Central Community 29-2,Gold,15538.0,582675.0,0.1875,3
Isoteks Tekstil,Gold,8800.0,1540000.0,0.875,3
Complexo Ache Cultural,Gold,39098.0,1466175.0,0.1875,3
Vlinker Pujiang Central Community 29-3,Gold,7140.0,267750.0,0.1875,3
Vlinker Pujiang Central Community 29-4,Gold,7140.0,267750.0,0.1875,3
Vlinker Pujiang Central Community 30-1,Gold,19068.0,715050.0,0.1875,3
Vlinker Pujiang Central Community 30-2,Gold,4450.0,166875.0,0.1875,3
nol-universe office,Gold,45732.0,1714950.0,0.1875,3
Women's Resource Center,Silver,866.04,19486.0,0.11250057734053855,2
1625 Vanier Parkway,Gold,30865.0,1157438.0,0.18750008099789406,3
222 Nepean Street,Gold,14887.0,558262.0,0.18749983206824747,3
Countryside Clearwater Branch 4.1,Gold,1062.44,39842.0,0.18750235307405594,3
Pinellas Branch 4.1,Silver,425.87,9582.0,0.1124991194495973,2
CONF,Gold,13374.32,835895.0,0.3125,3
Masdar M13B Office,Platinum,4782.0,251055.0,0.2625,4
City Center at Hanna Ave,Gold,13511.91,506697.0,0.18750013876646604,3
575 Lexington Avenue,Gold,62877.4,2357902.0,0.18749996024008625,3
CONF,Gold,54441.0,3402562.0,0.31249995407872744,3
CONF,Platinum,62875.42,5501599.0,0.4374999801194171,4
CONF,Gold,3979.04,248690.0,0.3125,3
FSU - Early Learning Center,Certified,869.57,13044.0,0.07500258748576882,1
CONF,Gold,17900.0,1118750.0,0.3125,3
General Express Office,Certified,1859.92,27899.0,0.07500053765753366,1
CONF,Platinum,76266.29,6673300.0,0.43749997541508845,4
CONF,Gold,165512.0,10344500.0,0.3125,3
Palm Coast Southern Recreation Center,Gold,1031.69,38688.0,0.18749818259360854,3
2022 US Paint Hangars - AB 4 & 5,Gold,8673.33,1517833.0,0.8750001441199632,3
Reveal Playa Vista,Gold,24299.99,911250.0,0.18750007716052558,3
Airbus-Dual Bay Flightline Hangar 25,Gold,10183.0,1782025.0,0.875,3
Airbus-Dual Bay Flightline Hangar 26,Gold,10183.0,1782025.0,0.875,3
Canakkale Belediyesi Binasi,Gold,25161.0,943538.0,0.18750009936012083,3
Houston Zoo - Birds of the World,Gold,438.6,27412.0,0.31249430004559964,3
West,Silver,76384.01,1718640.0,0.1124999852717866,2
CONF,Gold,3333.0,208312.0,0.3124992499249925,3
PCBL Limited - Durgapur,Platinum,464.52,24387.0,0.2624967708602428,4
OFICINAS ARAGO 182,Gold,4964.0,186150.0,0.1875,3
8620 Spectrum Center,Silver,26275.76,591205.0,0.11250007611578124,2
PCBL Limited - Kochi,Platinum,371.61,19510.0,0.2625063911089583,4
Pyeongtaek Gisul2dong,Platinum,48853.0,2564782.0,0.26249994882607003,4
PCBL Limited - Mundra,Platinum,353.03,18534.0,0.2624989377673286,4
SOFI II,Gold,17708.0,3098900.0,0.875,3
Dartmouth College - Andres Hall,Gold,3075.65,249897.0,0.40625071123177214,3
Carter Creek Meadows 5800,Certified,8692.75,130391.0,0.07499985620200741,1
Carter Creek Meadows 6000,Certified,10350.51,155258.0,0.07500016907379443,1
Eon-Hinjewadi Infrastructure Pvt. Ltd.,Platinum,20183.18,1059617.0,0.2625000123865516,4
Festival Tower,Gold,54784.0,2054400.0,0.1875,3
Atkins Technology Center,Silver,2972.9,66890.0,0.11249957953513405,2
MDRT - 325 W Touhy,Silver,3344.51,75251.0,0.1124992898810289,2
Emerson Innovation Centre,Gold,22293.93,836022.0,0.18749991589638973,3
CONF,Platinum,144649.97,12656872.0,0.43749998703767445,4
Zordan Usa Inc.,Gold,3390.96,423870.0,0.625,3
CONF,Gold,12350.0,771875.0,0.3125,3
CONF,Certified,16683.8,417095.0,0.125,1
CONF,Gold,2693.0,168312.0,0.3124990716672856,3
Kansas City Current Stadium,Gold,28323.9,4956682.0,0.8749999117353189,3
Akcansa Port Office,Silver,760.0,17100.0,0.1125,2
CONF,Certified,22357.29,558932.0,0.12499994408982484,1
Pfizer Moraleja MAD,Gold,16234.0,608775.0,0.1875,3
Wilmington Cold Storage,Gold,26772.23,3346529.0,0.6250000466901712,3
MERLIN PROPERTIES - Balmes 236,Gold,7202.0,1260350.0,0.875,3
MERLIN PROPERTIES - P.E. Via Norte Ed. 5,Gold,7531.0,282412.0,0.18749966803877308,3
Cite du Multimedia - 50 Queen,Gold,3414.56,128046.0,0.1875,3
