ProjectName,CertLevel,GrossFloorAreaSqm,EnergySaving,EnergySaving_Percent,Cert_Level_Num
Cite du Multimedia 80 Queen & 87 Prince,Gold,18417.0,690638.0,0.18750013574414942,3
Cite du Multimedia - 111 Robert-Bourassa,Gold,40424.32,1515912.0,0.1875,3
Maersk Damco Office,Certified,325.81,4887.0,0.07499769804487277,1
CENTRO EMPRESARIAL MARIO GARNERO TS,Gold,16960.25,636009.0,0.18749988944738433,3
CENTRO EMPRESARIAL MARIO GARNERO TN,Gold,17795.12,667317.0,0.1875,3
DB TARIMSAL ENERJI OFFICE BUILDING,Gold,955.0,35812.0,0.18749738219895287,3
Akkom Ofis Park 2. Blok Cessas Plaza,Gold,36949.0,1385588.0,0.1875000676608298,3
CONF,Gold,1371.0,85688.0,0.3125018234865062,3
UAL FTC Expansion Building H,Silver,14231.16,1494272.0,0.5250000702683407,2
CONF,Silver,9290.3,348386.0,0.18749986545106187,2
CONF,Gold,158936.0,9933500.0,0.3125,3
CONF,Gold,1382.56,86410.0,0.3125,3
Greenacres Residential Care,Silver,686.0,72030.0,0.525,2
"5454 Wisconsin Avenue, Barlow Building",Certified,29007.01,2030491.0,0.350000051711638,1
Vigasio Logistic Center,Silver,11931.0,894825.0,0.375,2
AVERY DENNISON MX QUERETARO III,Gold,2536.2,443835.0,0.8750000000000001,3
A01 - Operation & Ventilation Building,Gold,30743.0,5380025.0,0.875,3
A02 - B2B & B2C Receiving and Storage,Gold,12162.0,1520250.0,0.625,3
A03 - Cafeteria,Gold,1510.0,56625.0,0.1875,3
OFICINAS CORPORATIVAS MEDICALMIX,Gold,5393.0,202238.0,0.18750046356387912,3
CONF,Silver,34812.98,1305487.0,0.1875000359061476,2
CONF,Gold,5757.0,359812.0,0.3124995657460483,3
CONF,Gold,43481.02,2717564.0,0.3125000287481756,3
CONF,Gold,15364.02,960251.0,0.31249991864108484,3
CONF,Gold,8413.02,525814.0,0.31250014857922603,3
CONF,Silver,19236.96,721386.0,0.1875,2
KOSTAL,Certified,21539.93,1507795.0,0.3499999767872969,1
Central Park Towers- Commercial & Retail,Gold,184685.0,6925688.0,0.18750001353656226,3
SUBCONDOMINIO EDIFICIO VILLA LOBOS,Gold,24967.65,936287.0,0.1875000250323919,3
Pathway Devens Amenity Building,Certified,668.9,16722.0,0.12499626252055614,1
Westgate Tower,Gold,22386.0,839475.0,0.1875,3
Hotel Samrat,Gold,35142.0,2855288.0,0.4062500711399465,3
Nutrabolt Austin,Gold,7184.93,269435.0,0.1875000869876255,3
1112 Fort St,Gold,5002.83,187606.0,0.18749987507070998,3
Project Legs,Silver,165154.31,12386573.0,0.37499999243132076,2
"ZF CVCS India Ltd, Oragadam",Gold,9185.88,1607529.0,0.8750000000000001,3
Bank of America Wellesley,Certified,681.26,13625.0,0.09999853213163844,1
Merck RedOx Project,Platinum,2278.0,119595.0,0.2625,4
Perimeter Park 1,Gold,18952.21,710708.0,0.1875000329776844,3
Perimeter Park 3,Gold,22793.94,854773.0,0.18750005483913706,3
100 Colonial TownPark,Gold,14847.57,556784.0,0.18750004209443027,3
HCSC Illinois HQ- 300 E Randolph,Silver,181409.64,4081717.0,0.11250000275619311,2
Two Buckhead Plaza,Silver,19974.14,449418.0,0.11249996245144972,2
Jet Propulsion Laboratory Building 111,Gold,3874.15,145281.0,0.18750048397713046,3
Renishaw,Gold,3305.0,123938.0,0.18750075642965205,3
Residencia de estudiantes VIC1 Madrid,Platinum,1850.0,210438.0,0.5687513513513514,4
Residencia de estudiantes VIC2 Madrid,Platinum,2200.0,250250.0,0.56875,4
Hotel-Apartamentos 1 Estrella,Platinum,10050.0,879375.0,0.4375,4
Alton Lennon Federal Courthouse,Silver,6049.84,136121.0,0.1124996694127448,2
Zurbaran 28,Gold,2945.57,110459.0,0.18750021218304097,3
Le Campus Henry Ford : batiment Walmart,Certified,42533.0,2126650.0,0.25,1
Sycamore Plaza I,Gold,11375.23,426571.0,0.18749994505605602,3
SAGS APPARELS,Platinum,4258.12,372586.0,0.4375005871135619,4
Airbus ALSC - No.A01 MRO Hangar,Silver,48089.0,5049345.0,0.525,2
Airbus ALSC - No.B01 Offices,Gold,5248.0,918400.0,0.875,3
WILO INDIA - OFFICE BUILDING - KESURDI,Gold,5425.0,203438.0,0.1875004608294931,3
Kunshan Daiffy Castle-style Factory,Platinum,25193.0,6172285.0,1.225,4
KUNSHAN PROFESSIONAL FOOTBALL STADIUM,Silver,51739.0,5432595.0,0.525,2
EDIFICIO CARLTON TOWER,Gold,8594.0,322275.0,0.1875,3
ERICSSON Telecomunicacoes - Fabrica SJC,Gold,27365.86,4789026.0,0.8750000913547026,3
Corporate Center I,Silver,37012.46,832780.0,0.11249995271862502,2
Corporate Center II,Gold,27869.41,1045103.0,0.18750002242602193,3
Corporate Center III,Gold,27869.41,1045103.0,0.18750002242602193,3
Corporate Center IV,Silver,24184.6,544154.0,0.11250010337156703,2
The Pointe,Silver,25049.44,563612.0,0.11249992015789574,2
SEWC IV R&D,Gold,13903.0,521362.0,0.18749982018269437,3
SEWC IV P&W,Gold,29866.0,5226550.0,0.875,3
Grundfos Dragon Office,Platinum,5856.0,307440.0,0.2625,4
Grundfos Dragon P&W,Platinum,26864.0,6581680.0,1.225,4
Good Earth Business Bay I,Platinum,23770.81,1247968.0,0.26250009991245565,4
BorgWarner TianJin Complex Factory,Platinum,28511.0,6985195.0,1.225,4
GOYA 24,Gold,4286.0,160725.0,0.1875,3
Cheongju SUPEX Center,Silver,44254.0,995715.0,0.1125,2
PCL Factory,Platinum,20287.0,4970315.0,1.225,4
CXMT FAB2-1,Gold,107470.0,18807250.0,0.875,3
Beijing First Capital Plaza 1,Gold,3593.0,134738.0,0.1875006957973838,3
Beijing First Capital Plaza 2,Gold,3280.0,123000.0,0.1875,3
Beijing First Capital Plaza 5,Gold,6556.0,245850.0,0.1875,3
One11 West Illinois,Gold,22485.78,843217.0,0.18750005559068886,3
Corner Brook Aquatic & Daycare Centre,Certified,3737.0,56055.0,0.075,1
Continental Changzhou Phase 3 Expansion,Gold,12567.0,2199225.0,0.875,3
MARS Tianjin - Factory,Silver,30911.0,3245655.0,0.525,2
MARS Tianjin - Office,Platinum,3316.0,174090.0,0.2625,4
Innoventbio Global Research Center,Gold,107000.0,4012500.0,0.1875,3
Gulipek Yalova,Gold,10727.0,1877225.0,0.875,3
Nu Skin New PC Plant 1,Gold,5712.0,999600.0,0.875,3
Nu Skin New PC Plant 2,Gold,27497.0,4811975.0,0.875,3
Factory Building of BRVS Exports LLP,Gold,8750.0,546875.0,0.3125,3
Industrial Building on Plot A 204,Gold,7514.0,469625.0,0.3125,3
GKNMH iOP,Platinum,19742.82,4836991.0,1.2250000253256628,4
China Mobile ZJ ICI Park-E01 Substation,Gold,2360.0,147500.0,0.3125,3
The Joseph Shepard Building,Silver,665058.97,14963827.0,0.11250000131567281,2
ING Bank Turkey Operations Center,Gold,6954.9,260809.0,0.18750017972939942,3
ING Bank Turkey Izmir Regional Dir.,Gold,2647.46,99280.0,0.18750047215066518,3
One Dundas West,Gold,50853.8,1907018.0,0.1875000491605347,3
540 West Madison,Platinum,113553.57,5961562.0,0.26249998128636554,4
Batman Ford-Toyota Bayi ve Servisi,Gold,9896.0,371100.0,0.1875,3
Hudson Commons,Gold,64823.81,2430893.0,0.18750000964151906,3
Beijing Hanwei Plaza,Platinum,105987.0,5564318.0,0.2625000235877985,4
OFICINAS MODULO 7 - ILLA DIAGONAL,Gold,6976.0,261600.0,0.1875,3
6055 Lusk,Gold,8754.25,1531994.0,0.8750001427877888,3
CONF,Gold,1365.0,85312.0,0.31249816849816847,3
Elazig Saka Tekstil Fabrikasi,Gold,44389.0,2774312.0,0.3124999436797405,3
COSD YTC Phase II - Youth Development,Gold,1440.0,54000.0,0.1875,3
COSD YTC Phase II - Education Complex,Gold,927.92,69594.0,0.375,3
COSD YTC Phase II - Housing Units,Gold,3010.06,244567.0,0.4062493770888288,3
CONF,Gold,12871.0,804438.0,0.31250019423510217,3
Central Plaza,Platinum,130134.0,6832035.0,0.2625,4
Smic Lingang Project Phase I,Gold,149253.0,9328312.0,0.3124999832499179,3
31 West 27th Street,Gold,13304.45,498917.0,0.18750004697676342,3
700 Jamieson Parkway,Gold,10334.72,387552.0,0.18750000000000003,3
REICON - Unidade Sorocaba,Gold,4934.0,863450.0,0.875,3
KAKAO AI CAMPUS,Silver,14682.0,330345.0,0.1125,2
COZI Apartment East Bund,Gold,11427.0,928444.0,0.40625010939004114,3
CEVAHIR AVM,Gold,353426.0,28715862.0,0.4062499929263835,3
Penske Channahon,Gold,2153.49,134593.0,0.3124997097734376,3
Penske Madison,Certified,1506.24,37656.0,0.125,1
Penske Pensacola,Certified,2182.94,54574.0,0.1250011452444868,1
"NVIDIA Refurbishment Project, Hyderabad",Gold,4884.38,183164.0,0.18749974408215578,3
Paracelso 22-26,Gold,15745.0,590438.0,0.18750015878056525,3
Sentral West Midtown at Star Metals,Gold,46966.74,1761253.0,0.18750002661457874,3
Sentral Michigan Avenue,Silver,43056.27,968766.0,0.1124999912904671,2
RONG XI NO.1 220kV SUBSTATION,Platinum,3999.0,209948.0,0.2625006251562891,4
48 West 25th Street,Gold,11805.09,442691.0,0.1875000529432643,3
Comcast Center Recertification,Gold,142973.91,5361522.0,0.18750001311428077,3
SIG COMBIBLOC CHILLED CARTON PLANT,Gold,20466.0,3581550.0,0.875,3
2445 M Street,Gold,28781.35,1079301.0,0.18750006514635345,3
CONF,Gold,18591.0,1161938.0,0.31250013447367003,3
Corporate Park,Gold,21985.0,824438.0,0.18750011371389583,3
CONF,Gold,8922.0,557625.0,0.3125,3
CONF,Gold,2792.0,174500.0,0.3125,3
1755 Blake,Gold,11547.47,433030.0,0.18749994587559007,3
Neovia,Gold,20438.66,2554832.0,0.6249998776827835,3
GALENICUM HEADQUARTERS,Silver,2970.0,66825.0,0.1125,2
The Pinnacle Gangnam,Gold,36539.0,1370212.0,0.18749993157995568,3
EQUUS 335 Torre 1,Gold,27116.71,1016877.0,0.18750006914555636,3
EQUUS 335 Torre 2,Gold,28068.97,1052586.0,0.18749993320025637,3
EQUUS 444 Torre Norte,Gold,14405.63,540211.0,0.18749995661418487,3
EQUUS 444 Torre Sur,Gold,14405.63,540211.0,0.18749995661418487,3
Torre Axiss,Gold,23727.52,889782.0,0.1875,3
260 11th Avenue,Gold,19448.5,729319.0,0.18750006427230892,3
606 Broadway,Silver,3366.53,75747.0,0.1125001113906604,2
Heartland Corporate Centre,Gold,43695.63,1638586.0,0.18749998569651016,3
OS BANDEIRANTES,Gold,6428.0,241050.0,0.1875,3
CONF,Platinum,2149.03,188040.0,0.43749970917111436,4
SUJAN JAWAI,Platinum,3808.19,433182.0,0.5687505087718837,4
CONF,Platinum,4605.11,402947.0,0.43749986428120075,4
CityCentral,Platinum,24010.0,1260525.0,0.2625,4
85 10th Avenue,Certified,59479.66,892195.0,0.07500000840623501,1
PEDRO MARIZ B31,Platinum,23742.57,1246485.0,0.26250001579441484,4
ROQUE PETRONI 850 - TORRE BACAETAVA,Gold,9526.55,357246.0,0.18750019681836555,3
ROQUE PETRONI 850 - TORRE JACERU,Gold,9311.02,349163.0,0.1874998657504763,3
CONF,Gold,16979.5,1061219.0,0.31250007361818666,3
Pudong LCM S1 S4 Office Building Project,Platinum,60606.0,3181815.0,0.2625,4
Mapletree Ningbo Hangzhou Bay WH1,Gold,37720.0,4715000.0,0.625,3
Mapletree Ningbo Hangzhou Bay WH2,Gold,37508.0,4688500.0,0.625,3
Mapletree Ningbo Hangzhou Bay WH3,Gold,39051.0,4881375.0,0.625,3
Mapletree Ningbo Hangzhou Bay WH4,Gold,39421.0,4927625.0,0.625,3
Mapletree Feixi Industrial Park W1,Gold,7984.0,998000.0,0.625,3
Mapletree Feixi Industrial Park w3,Gold,15153.0,1894125.0,0.625,3
Mapletree Feixi Industrial Park W4,Gold,10297.0,1287125.0,0.625,3
Mapletree Feixi Industrial Park W2,Gold,16832.0,2104000.0,0.625,3
Mapletree Feixi Industrial Park W5,Gold,7122.0,890250.0,0.625,3
World Trade Tower,Platinum,72939.82,3829341.0,0.2625000308473478,4
388 Market Street,Gold,40405.47,1515205.0,0.1874999845317973,3
ONE CENTINEL,Gold,47863.0,1794862.0,0.18749994776758666,3
South View School,Gold,12420.2,465758.0,0.18750020128500347,3
929 Granville Street,Silver,6911.33,155505.0,0.11250005425873168,2
Torre Esmeralda III,Gold,45069.0,1690088.0,0.18750005547050078,3
Reforma 265,Gold,30673.0,1150238.0,0.1875000815049066,3
ShenwanHongyuan Beijing Headquarters,Gold,22468.0,842550.0,0.1875,3
Chongqing No.2 Financial City T2,Platinum,70478.0,3700095.0,0.2625,4
CONDOMINIO EDIFICIO FUJITSU,Gold,10591.0,397162.0,0.18749976395052403,3
DLF Downtown Block-2,Platinum,77773.65,4083117.0,0.2625000241084224,4
First India Place,Platinum,7649.0,401572.0,0.2624996731598902,4
Vatika Triangle,Platinum,9023.95,473757.0,0.2624997922195934,4
Vatika Atrium,Platinum,14719.0,772748.0,0.26250016984849517,4
Vatika Towers,Platinum,10456.0,548940.0,0.2625,4
Suzhou Daikin Office Building,Platinum,21284.0,1117410.0,0.2625,4
Vatika City Point,Platinum,13151.99,690479.0,0.26249981941896244,4
Vatika Professional Point,Platinum,11380.0,597450.0,0.2625,4
Vatika Mindscapes Tower A,Platinum,19487.0,1023067.0,0.2624998717093447,4
Torre Paseo Antara Polanco,Gold,31457.0,1179638.0,0.1875000794735671,3
1900 Reston Metro Plaza,Gold,34372.07,1288953.0,0.1875000545501042,3
Vatika Business Park - Tower A,Platinum,20575.0,1080188.0,0.2625001215066829,4
Vatika Business Park - Tower B,Platinum,27706.0,1454565.0,0.2625,4
DLF Cyber City Chennai Block 12,Platinum,31123.16,1633966.0,0.26250001606520673,4
CONF,Gold,22273.03,1392064.0,0.3124999158174707,3
Python Construction Project,Silver,29994.29,3149400.0,0.5249999249857222,2
Shanghai Cowell Zelin DTP Pharmacy,Gold,178.0,14462.0,0.40623595505617976,3
Alibaba Xixi Campus Park C Think Tube 1,Gold,65759.0,2465962.0,0.18749996198239025,3
Alibaba Xixi Campus Park C Think Tube 4,Gold,92013.0,3450488.0,0.1875000271700738,3
Ali Xixi Campus Park C Cultural Valley,Gold,85252.0,3196950.0,0.1875,3
28 Stanley,Gold,7109.0,266588.0,0.1875003516669011,3
MERLIN PROPERTIES - Vilanova 12,Gold,38629.0,1448588.0,0.1875000647182169,3
Cheung Kong Center,Platinum,116911.0,6137828.0,0.26250002138378764,4
MERLIN PROPERTIES - Fuente de la Mora 9,Gold,4482.0,168075.0,0.1875,3
CITIC Tower,Platinum,52200.0,2740500.0,0.2625,4
Three Garden Road,Platinum,134383.94,7055157.0,0.26250000558102404,4
20 Toronto Street/33 Victoria Street,Gold,14656.84,549632.0,0.18750017056882656,3
36 Toronto Street,Gold,20121.02,754538.0,0.18749993787591285,3
1166 Avenue of the Americas,Gold,144573.23,5421496.0,0.18749999567693132,3
The Square at BKC,Gold,15692.0,588450.0,0.1875,3
218 W 18th St,Gold,13247.04,496764.0,0.1875,3
Skyline Building Complex,Silver,80812.51,1818281.0,0.11249997061098586,2
OneAmerica Tower,Gold,82187.75,3082041.0,0.18750002281361883,3
14 Penn Plaza,Gold,50913.63,1909261.0,0.1874999877243088,3
Towers at Williams Square,Gold,142360.84,5338532.0,0.18750001756100906,3
Towers at Great America 4655,Silver,28923.96,650789.0,0.11249998271329376,2
Towers at Great America 4555,Silver,30025.23,675568.0,0.11250005412115077,2
CASA,Gold,16828.45,631067.0,0.187500037139487,3
210 Kerrison Drive East,Gold,66569.46,8321183.0,0.6250000375547585,3
Edificio Comercial Maria Santos,Platinum,10834.0,568785.0,0.2625,4
5655 Kennedy Road,Gold,10206.97,1275871.0,0.6249998775346651,3
550 Matheson Boulevard East,Gold,23182.09,2897761.0,0.6249999460790636,3
570 Matheson Boulevard East,Gold,24605.17,3075646.0,0.6249999491976687,3
"Alfonso XI, 12",Platinum,2670.0,140175.0,0.2625,4
Research Building,Certified,2424.0,169680.0,0.35,1
Proto & Test Building,Certified,3035.12,212458.0,0.34999934104747094,1
CONF,Gold,9094.83,568427.0,0.3125000687203609,3
Batiment Mac Metal Architectural,Gold,6202.76,1085483.0,0.875,3
305 Rene Levesque,Gold,36702.91,1376359.0,0.18749998297137746,3
4225 Dorchester,Gold,23103.95,866398.0,0.18749997294834866,3
OFICINA BANCA MARCH TRIANA 79,Gold,1119.0,41962.0,0.18749776586237712,3
The Prescott,Gold,14161.67,531063.0,0.1875001323996393,3
575 Madison Avenue,Gold,37331.86,1399945.0,0.18750003348346425,3
Test Center,Silver,18803.0,1974315.0,0.525,2
Service Building,Silver,4427.0,464835.0,0.525,2
R&D Center,Silver,32218.0,3382890.0,0.525,2
CONF,Platinum,86723.84,7588336.0,0.4375,4
4000 Legato Rd Centerpointe II,Silver,19936.33,448567.0,0.11249989341067286,2
4050 Legato Centerpointe I,Silver,20162.18,453649.0,0.11249998760054716,2
ANSYS Pune,Gold,4952.57,185721.0,0.18749962140868276,3
I-Building,Gold,44356.17,1663356.0,0.18749995772854147,3
J-Building,Gold,45326.82,1699756.0,0.18750002757749165,3
C-Building,Gold,22391.76,839691.0,0.1875,3
Canada Place,Silver,99050.0,2228625.0,0.1125,2
Thomas D'Arcy McGee Building,Gold,49465.92,1854972.0,0.1875,3
CONF,Gold,5198.0,324875.0,0.3125,3
RL NC66,Silver,94515.89,7088692.0,0.3750000132252894,2
CONF,Gold,9350.0,584375.0,0.3125,3
MERLIN PROPERTIES - Puerta Naciones Ed.1,Platinum,11571.0,607478.0,0.2625002160573848,4
MERLIN PROPERTIES - Puerta Naciones Ed.3,Gold,10506.0,393975.0,0.1875,3
RL HPD,Silver,99160.95,7437071.0,0.3749999873942313,2
Glenridge Highlands Two,Gold,40524.29,1519661.0,0.18750001542284886,3
Harry Hays Building,Gold,53526.95,2007261.0,0.18750003502908347,3
3F Tekstil Fabrikasi,Gold,5507.0,963725.0,0.875,3
Rio Metropolitan Center,Gold,41256.34,1547113.0,0.18750003029837356,3
CSWADI Lakeside Design Headquarters,Gold,41397.0,1552388.0,0.18750006039084957,3
Burj Khalifa,Platinum,373703.99,32699099.0,0.4374999983275533,4
Alexandra House,Platinum,47870.0,2513175.0,0.2625,4
Chater House,Platinum,53489.0,2808172.0,0.26249995326141823,4
Jardine House,Platinum,88504.0,4646460.0,0.2625,4
Tanasbourne I,Silver,4595.17,103391.0,0.11249964636781665,2
The Landmark,Platinum,161426.0,8474865.0,0.2625,4
Exchange Square,Platinum,206959.0,10865348.0,0.26250001207968726,4
Prince's Building,Platinum,71770.0,3767925.0,0.2625,4
Himalaya Wellness Company Phase 1,Gold,2583336.0,452083800.0,0.875,3
Tanasbourne II,Gold,5063.21,189870.0,0.18749962968156564,3
160 Gould St,Silver,12407.1,279160.0,0.11250010074876482,2
Innov Tower,Platinum,58625.0,3077812.0,0.2624999573560768,4
CONF,Platinum,3200.0,280000.0,0.4375,4
West Memorial Place Phase I,Gold,31433.54,1178758.0,0.18750003976644056,3
West Memorial Place Phase II,Silver,36517.2,821637.0,0.11250000000000002,2
SMU Dallas Hall,Platinum,5854.47,614719.0,0.524999701083104,4
Shairu Gems Diamonds Pvt Ltd,Platinum,9449.54,496101.0,0.2625000793689428,4
510 Seymour,Gold,6719.12,251967.0,0.1875,3
KP Sanghvi International Pvt Ltd,Platinum,3224.01,789882.0,1.224999302111346,4
KP Sanghvi & Sons LLP - Factory 1,Platinum,10400.67,2548164.0,1.224999927889261,4
KP Sanghvi & Sons LLP - Umiya,Platinum,8270.88,2026366.0,1.2250002418122379,4
CONF,Gold,24522.68,1532668.0,0.31250010194644307,3
Laguna Clothing Pvt Ltd - DBR Unit,Platinum,12709.16,3113744.0,1.2249999213165936,4
Tropic Knits India Private Limited,Platinum,11126.6,2726017.0,1.225,4
American Homes 4 Rent Office,Gold,9184.76,344428.0,0.1874997278099809,3
Satelite 12,Gold,9419.0,353212.0,0.18749973457904237,3
JAT TECHNO SPINTEX MILLS,Platinum,23609.9,5784426.0,1.2250001058877844,4
Rexford - 19431 Santa Fe Ave,Silver,171.68,3863.0,0.11250582479030755,2
WBSETCL - Newtown AA - 132 kV Substation,Platinum,650.32,56903.0,0.43749999999999994,4
Via Lamaro - U2,Gold,14550.0,545625.0,0.1875,3
Via Lamaro - U3,Gold,14360.0,538500.0,0.1875,3
Edificio New Century,Gold,34272.0,1285200.0,0.1875,3
COND. ED. SANTA CATARINA,Gold,21077.41,790403.0,0.18750002965259963,3
The Centers - Gordon Square Office,Gold,5961.49,1043261.0,0.8750002096791238,3
CONF,Gold,47154.59,2947162.0,0.31250001325427706,3
CONF,Platinum,57978.53,5073121.0,0.4374999676604426,4
CONF,Certified,16805.13,420128.0,0.12499992561795119,1
Shui On Centre,Gold,50993.0,1912238.0,0.18750004902633693,3
"Dubai Int City Inn Hub  Bld 7A,B,C,D,E,F",Platinum,34828.22,1828482.0,0.26250006460278474,4
Dubai Media City - Building 07-08,Platinum,24193.15,1270140.0,0.26249992249872384,4
Dubai Media City - Building - 09-10,Gold,23613.62,885511.0,0.1875000529355516,3
One East Wacker,Gold,60524.17,2269656.0,0.18749996902064084,3
Sede Sicredi - Ed Adolfo Rudolfo Freitag,Gold,3631.0,136162.0,0.18749931148443955,3
HYUNDAI-Bona Villa Program,Gold,2266.0,141625.0,0.3125,3
CONF,Silver,9814.55,368046.0,0.18750019104289042,2
1001 Robert-Bourassa,Gold,96194.46,3607292.0,0.18749998700548867,3
GEMINI TOWERS,Gold,30724.0,1152150.0,0.1875,3
Escritorio Area Brasil,Gold,5530.37,207389.0,0.1875001130123301,3
61 Queen and 56 Sparks,Silver,123638.0,2781855.0,0.1125,2
Bren Hall,Platinum,7708.35,1888546.0,1.2250001621618116,4
CONF,Certified,3042.57,76064.0,0.12499958916310881,1
Sandhill Plaza,Platinum,51501.0,2703802.0,0.26249995145725324,4
CONF,Silver,7719.87,289495.0,0.18749991904008748,2
Mariano Escobedo 595 Torre B,Gold,14360.0,538500.0,0.1875,3
CONF,Silver,17222.0,645825.0,0.1875,2
HACI OMER SABANCI HOLDING,Gold,31141.83,1167819.0,0.1875000602084078,3
"Indian Designs Exports Pvt Ltd, Hosur",Platinum,15988.2,3917109.0,1.225,4
437 Madison Ave,Certified,77509.25,1162639.0,0.07500001612710741,1
767 Third Avenue,Certified,26188.61,392829.0,0.07499997136159575,1
77 Water Street,Silver,50809.3,1143209.0,0.11249997539820467,2
747 Third Avenue,Gold,38773.62,1454011.0,0.18750003223841363,3
777 Third Ave,Gold,52598.52,1972444.0,0.18749995247014556,3
2 Gansevoort St,Silver,16876.57,379723.0,0.11250005184702816,2
Pacific Tower,Gold,44350.0,1663125.0,0.1875,3
110 East 59th Street,Gold,45942.48,1722843.0,0.1875,3
Estidama Mosque,Platinum,482.0,42175.0,0.4375,4
Fulvio Testi 250,Gold,13426.0,503475.0,0.1875,3
"TCI Express Limited, Pune",Gold,12325.53,1540691.0,0.6249998985844828,3
DragonCor Foshan Lubao Logistics Park W1,Gold,19770.0,2471250.0,0.625,3
DragonCor Foshan Lubao Logistics Park W2,Gold,19770.0,2471250.0,0.625,3
DragonCor Foshan Lubao Logistics Park W3,Gold,19770.0,2471250.0,0.625,3
DragonCor Foshan Lubao Logistics Park W4,Gold,40136.0,5017000.0,0.625,3
DragonCor Foshan Lubao Logistics Park W5,Gold,40287.0,5035875.0,0.625,3
Zero Latency,Certified,287.0,7175.0,0.125,1
AIRBUS CHINA OFFICE BUILDING,Gold,18558.0,695925.0,0.1875,3
FERRER INTERQUIM,Gold,4188.0,157050.0,0.1875,3
MERLIN PROPERTIES CRISTALIA 1,Gold,13084.0,490650.0,0.1875,3
Recertification - Encinar,Gold,3785.0,141938.0,0.1875006605019815,3
Beijing Oriental Plaza,Platinum,403045.0,21159862.0,0.26249999379721867,4
CONF,Platinum,2999.0,262412.0,0.43749916638879627,4
333 Ellington,Gold,23325.53,874707.0,0.18749991961597443,3
Via del Lauro 7,Gold,7951.5,298181.0,0.18749984279695656,3
SOTATECH,Gold,639.54,79942.0,0.6249960909403633,3
CNOOC Plaza,Platinum,113500.0,5958750.0,0.2625,4
Bundang First Tower,Gold,40295.0,1511062.0,0.18749993795756298,3
CONF,Platinum,16443.83,1438835.0,0.437499961991823,4
Elixrr Industries Pvt. Ltd.,Certified,13470.94,942966.0,0.35000007423386936,1
MERCK NANTONG ADMIN BUILDING,Gold,2477.0,92888.0,0.18750100928542593,3
CONF,Platinum,38120.05,3335504.0,0.43749995081328585,4
CONF,Platinum,5628.16,492464.0,0.4375,4
DCEC Testing Center Building,Gold,13700.0,513750.0,0.1875,3
CONF,Gold,20907.0,1306688.0,0.3125001195771751,3
PRESTIGE CYBER TOWER,Platinum,38656.94,2029489.0,0.26249995472999155,4
LAGAR H,Gold,982.0,171850.0,0.875,3
Condominio Torre Almirante,Gold,50949.05,1910589.0,0.1874999631985287,3
DMart Bhayli Vadodara,Gold,5717.06,285853.0,0.25,3
Dmart Belapur,Gold,8859.0,719794.0,0.4062501410994469,3
Dmart Badlapur 2,Gold,5673.0,460931.0,0.4062497796580293,3
Galeria Laguna,Platinum,937.0,81988.0,0.43750266808964783,4
Recertification - Diagonal 199,Gold,6102.0,228825.0,0.1875,3
Dmart Tirupur,Gold,5368.0,436150.0,0.40625,3
Dmart Hosur,Gold,8251.0,670394.0,0.4062501514967883,3
Dmart Sulur,Gold,5022.0,408038.0,0.40625049780963757,3
Dmart Avaniyapuram Madhurai,Gold,7014.0,569888.0,0.40625035642999713,3
Dmart Trichy Airport Road,Gold,2172.0,176475.0,0.40625,3
Dmart Kiwale,Gold,4973.0,404056.0,0.40624974864267044,3
Dmart Kanadia,Gold,6872.0,558350.0,0.40625,3
Dmart Rajnandgaon,Gold,3366.0,273488.0,0.40625074272133094,3
Dmart Charoda bhilai,Gold,6417.0,521381.0,0.40624980520492443,3
Dmart Yavatmal,Gold,3540.0,287625.0,0.40625,3
MRK Healthcare Existing Factory Building,Gold,4645.0,812875.0,0.875,3
MEHMETCIK VAKFI ETIMESGUT,Gold,268.0,16750.0,0.3125,3
GUZEL ENERJI MACUNKOY,Gold,114.0,7125.0,0.3125,3
GUZEL ENERJI MURATPASA,Gold,170.3,10644.0,0.312507339988256,3
GUZEL ENERJI ALTUNIZADE,Gold,104.0,6500.0,0.3125,3
GUZEL ENERJI BAKIRKOY,Platinum,219.0,19162.0,0.43748858447488587,4
GUZEL ENERJI ATAKENT,Gold,862.0,53875.0,0.3125,3
GUZEL ENERJI BOSTANCI,Gold,100.0,6250.0,0.3125,3
GUZEL ENERJI TUYAP,Gold,100.0,6250.0,0.3125,3
MEHMETCIK VAKFI YENISEHIR,Gold,600.0,37500.0,0.3125,3
GUZEL ENERJI ORTAKENT,Gold,153.0,9562.0,0.31248366013071893,3
GUZEL ENERJI ORDU,Gold,148.0,9250.0,0.3125,3
DMart Doddaballapur,Gold,6568.06,328403.0,0.25,3
DMart Palanpur,Gold,5235.08,261754.0,0.25,3
DMart Attavar Mangalore,Gold,7937.07,396854.0,0.25000031497769326,3
DMart Nava Naroda,Gold,13290.15,664508.0,0.2500001881092388,3
DMart Bharuch,Gold,6460.75,323038.0,0.25000038695197924,3
DMart Surendra Nagar Gujarat,Gold,4261.74,213087.0,0.25,3
BODIO H,Gold,2059.92,77247.0,0.1875,3
Universal American School-Cafeteria Bldg,Certified,3185.92,63718.0,0.09999937223784652,1
Kerry Centre,Platinum,47482.0,2492805.0,0.2625,4
9720 Wilshire Blvd,Gold,5236.76,196378.0,0.18749952260558056,3
Palazzo Biandra',Gold,13314.0,499275.0,0.1875,3
