Location_Id,City,State,Zipcode,Country
997,OTT,ON,0,CA
998,CON,CON,0,IT
999,KER,NC,27284,US
1000,CON,CON,0,IT
1001,MAD,MAD,28042,ES
1002,MAD,MAD,28042,ES
1003,HP,NC,27260,US
1004,SS,GA,30342,US
1005,CAL,AB,0,CA
1006,COR,COR,19040,TR
1007,RDJ,RJ,0,BR
1008,CHE,SIC,610000,CN
1009,DUB,AE,888888,AE
1010,HK,HK,0,HK
1011,HK,HK,0,HK
1012,HK,HK,0,HK
1013,HIL,OR,97124,US
1014,HK,HK,0,HK
1015,HK,HK,0,HK
1016,HK,HK,0,HK
1017,"V,TK",KAR,572138,IN
1018,HIL,OR,97124,US
1019,NEE,MA,2494,US
1020,BEI,BEI,100025,CN
1021,CON,CON,0,IN
1022,HOU,TX,77079,US
1023,HOU,TX,77079,US
1024,DAL,TX,75205,US
1025,SUR,GUJ,395004,IN
1026,VAN,BC,0,CA
1027,MUM,MAH,400096,IN
1028,SUR,GUJ,394510,IN
1029,SUR,GUJ,395006,IN
1030,CON,CON,0,US
1031,BEN,KAR,561205,IN
1032,COI,TN,641017,IN
1033,LV,NV,89119,US
1034,MUM,MAH,400093,IN
1035,KAR,TN,639207,IN
1036,COM,CA,90221,US
1037,KOK,WB,700091,IN
1038,ROM,RM,173,IT
1039,ROM,RM,173,IT
1040,SP,SP,0,BR
1041,SP,SP,0,BR
1042,CLE,OH,44102,US
1043,CON,CON,0,IN
1044,CON,CON,0,IN
1045,CON,CON,0,IN
1046,HKI,HK,999077,HK
1047,DUB,AE,0,AE
1048,DUB,AE,0,AE
1049,DUB,AE,0,AE
1050,CHI,IL,60601,US
1051,MCR,PR,0,BR
1052,UC,UC,12000,CN
1053,CON,CON,0,US
1054,MON,QC,0,CA
1055,MIL,MI,20152,IT
1056,SP,SP,0,BR
1057,OTT,ON,0,CA
1058,SB,CA,93106,US
1059,CON,CON,0,US
1060,SHA,SHA,201210,CN
1061,CON,CON,0,US
1062,MC,DF,11580,MX
1063,CON,CON,0,CA
1064,IST,IST,34330,TR
1065,KD,TN,635107,IN
1066,NY,NY,10022,US
1067,NY,NY,10017,US
1068,NY,NY,10005,US
1069,NY,NY,10019,US
1070,NY,NY,10019,US
1071,NY,NY,10014,US
1072,SEO,SOU,4513,KR
1073,NY,NY,10022,US
1074,AD,AE,0,AE
1075,MIL,MI,20126,IT
1076,PUN,MAH,410501,IN
1077,FC,GUA,528139,CN
1078,FC,GUA,528139,CN
1079,FC,GUA,528139,CN
1080,FC,GUA,528139,CN
1081,FC,GUA,528139,CN
1082,TAR,TAR,43840,ES
1083,BEI,BEI,101312,CN
1084,SCDV,BCN,8173,ES
1085,MAD,MAD,28033,ES
1086,MAD,MAD,28050,ES
1087,BEI,BEI,100738,CN
1088,CON,CON,0,IN
1089,GAI,MD,20878,US
1090,MIL,MI,20121,IT
1091,APO,NL,66603,MX
1092,BEI,BEI,100029,CN
1093,SEO,KYO,13591,KR
1094,CON,CON,0,IN
1095,BHA,GUJ,392220,IN
1096,NAN,JIA,226010,CN
1097,CON,CON,0,IN
1098,CON,CON,0,IN
1099,XIA,HUB,441058,CN
1100,CON,CON,0,ES
1101,CHE,TN,600100,IN
1102,CDS,RS,0,BR
1103,RDJ,RJ,0,BR
1104,VAD,GUJ,391410,IN
1105,MUM,MAH,400814,IN
1106,MUM,MAH,421503,IN
1107,CUR,PR,0,BR
1108,BAR,BCN,8018,ES
1109,TIR,TN,641606,IN
1110,HOS,TN,635126,IN
1111,SUL,TN,641402,IN
1112,MAD,TN,625012,IN
1113,TRI,TN,620004,IN
1114,PUN,MAH,412101,IN
1115,KAN,MAH,452016,IN
1116,RAJ,CHH,491441,IN
1117,BHI,CHH,490025,IN
1118,YAV,MAH,445002,IN
1119,PAT,GUJ,384290,IN
1120,ANK,ANK,6790,TR
1121,ANK,ANK,6200,TR
1122,ANT,ANT,7010,TR
1123,IST,IST,34662,TR
1124,IST,IST,34145,TR
1125,IST,IST,34307,TR
1126,IST,IST,34752,TR
1127,IST,IST,34500,TR
1128,IST,IST,34912,TR
1129,MUG,MUG,48400,TR
1130,ORD,ORD,52200,TR
1131,BAN,KAR,561203,IN
1132,PAL,GUJ,385001,IN
1133,MAN,KAR,575001,IN
1134,AHM,GUJ,382330,IN
1135,BHA,GUJ,392001,IN
1136,SN,GUJ,363030,IN
1137,MIL,MI,20121,IT
1138,DUB,AE,49776,AE
1139,QB,HK,0,HK
1140,BH,CA,90212,US
1141,MIL,MI,20121,IT
1142,WAS,DC,20005,US
1143,JAJ,ORI,755026,IN
1144,PB,SC,0,BR
1145,CON,CON,0,IN
1146,CON,CON,0,IN
1147,CON,CON,0,IN
1148,CON,CON,0,IN
1149,CON,CON,0,IN
1150,CON,CON,0,IN
1151,CON,CON,0,US
1152,CON,CON,0,IT
1153,KOL,MAH,416216,IN
1154,SHA,SHA,200023,CN
1155,CON,CON,0,IN
1156,CON,CON,0,IN
1157,PAT,PUN,147001,IN
1158,CON,CON,0,IN
1159,CON,CON,0,IN
1160,FOS,GUA,528500,CN
1161,BRA,FL,34209,US
1162,SCDV,BCN,8174,ES
1163,BAR,BCN,8014,ES
1164,APO,NL,66600,MX
1165,MIN,MN,55401,US
1166,JIA,ZHE,314011,CN
1167,CHI,IL,60642,US
1168,CAR,CA,92008,US
1169,SD,CA,92121,US
1170,SD,CA,92121,US
1171,SD,CA,92121,US
1172,SSSD,AP,515261,IN
1173,ORL,FL,32801,US
1174,ORL,FL,32801,US
1175,SEO,SOU,4520,KR
1176,BEN,KAR,560066,IN
1177,DON,GUA,523000,CN
1178,DON,GUA,523000,CN
1179,DON,GUA,523000,CN
1180,DON,GUA,523000,CN
1181,DUB,AE,0,AE
1182,CON,CON,0,ES
1183,COL,MD,21044,US
1184,BAN,KAR,560099,IN
1185,SP,SP,0,BR
1186,HK,HK,0,HK
1187,SHA,SHA,200120,CN
1188,SUZ,JIA,215028,CN
1189,SUZ,JIA,215028,CN
1190,SHA,SHA,200000,CN
1191,MUM,MAH,400705,IN
1192,CHE,SIC,610101,CN
1193,CHE,SIC,610100,CN
1194,CHE,SIC,610100,CN
1195,CDL,BCN,8940,ES
1196,KOL,WB,700028,IN
1197,KOL,WB,700054,IN
1198,KOL,WB,700033,IN
1199,KOL,WB,700053,IN
1200,KOL,WB,743127,IN
1201,KOL,WB,700002,IN
1202,RIS,WB,712248,IN
1203,CHE,SIC,610000,CN
1204,SP,SP,0,BR
1205,ROM,RM,185,IT
1206,AD,AE,0,AE
1207,NV,SC,0,BR
1208,CHA,JIA,213001,CN
1209,GUA,GUA,511400,CN
1210,KOL,WB,700017,IN
1211,BEN,KAR,560037,IN
1212,SP,SP,0,BR
1213,SP,SP,0,BR
1214,RDJ,RJ,0,BR
1215,RDJ,RJ,0,BR
1216,SHA,SHA,200120,CN
1217,JIA,ZHE,314011,CN
1218,RDJ,RJ,0,BR
1219,BAR,BCN,8034,ES
1220,MED,MA,2155,US
1221,SP,SP,0,BR
1222,DUB,AE,17000,AE
1223,SHA,SHA,200120,CN
1224,MC,DF,6600,MX
1225,SHA,SHA,201604,CN
1226,CON,CON,0,IN
1227,CON,CON,0,IN
1228,JAN,SP,0,BR
1229,SP,SP,0,BR
1230,HOW,WB,711202,IN
1231,FC,VA,22042,US
1232,BAN,KAR,560001,IN
1233,LV,NV,89115,US
1234,KOL,WB,700088,IN
1235,HK,HK,0,HK
1236,HK,NT,0,HK
1237,BEI,BEI,101300,CN
1238,SUZ,JIA,215133,CN
1239,SEO,SOU,4637,KR
1240,BEI,BEI,100027,CN
1241,SHA,SHA,200030,CN
1242,QUE,RJ,0,BR
1243,CAJ,SP,0,BR
1244,ARU,SP,0,BR
1245,CON,CON,0,KR
1246,SEO,KYO,13487,KR
1247,SEO,KYO,13487,KR
1248,SEO,SOU,3173,KR
1249,RAL,NC,27607,US
1250,RAL,NC,27607,US
1251,CHA,MAH,442406,IN
1252,JAI,RAJ,322242,IN
1253,BEN,KAR,560017,IN
1254,BEN,KAR,560071,IN
1255,MIA,FL,33126,US
1256,MIA,FL,33126,US
1257,MIA,FL,33126,US
1258,SHA,SHA,201100,CN
1259,PAR,PR,43122,IT
1260,TUR,TO,10153,IT
1261,TUR,TO,10154,IT
1262,IST,IST,34430,TR
1263,VIM,MI,20090,IT
1264,VIM,MI,20055,IT
1265,WAS,DC,20037,US
1266,BEI,BEI,100004,CN
1267,BEI,BEI,102629,CN
1268,BEI,BEI,102629,CN
1269,BEI,BEI,102629,CN
1270,BEI,BEI,102629,CN
1271,BEI,BEI,102629,CN
1272,BEI,BEI,102629,CN
1273,BEI,BEI,102629,CN
1274,BEI,BEI,102629,CN
1275,BEI,BEI,102629,CN
1276,BEI,BEI,102629,CN
1277,BEI,BEI,102629,CN
1278,BEI,BEI,102629,CN
1279,BEI,BEI,102629,CN
1280,BEI,BEI,102629,CN
1281,BEI,BEI,102629,CN
1282,BEI,BEI,102629,CN
1283,BEI,BEI,102629,CN
1284,SEO,SOU,6620,KR
1285,ETX,VIZ,48450,ES
1286,CON,CON,0,AE
1287,HK,HK,0,HK
1288,SC,AP,517646,IN
1289,GUR,HAR,122002,IN
1290,SEO,SOU,6253,KR
1291,IST,IST,34734,TR
1292,GD,ORI,761020,IN
1293,CON,CON,0,IN
1294,BEN,KAR,560093,IN
1295,CON,CON,0,IN
1296,BEN,KAR,560093,IN
1297,BEN,KAR,560093,IN
1298,BEN,KAR,560093,IN
1299,BEN,KAR,560093,IN
1300,TOK,TOK,60100,TR
1301,BOS,MA,2110,US
1302,NY,NY,10017,US
1303,BEI,BEI,100000,CN
1304,CON,CON,0,US
1305,SJDR,QRO,76820,MX
1306,HK,HK,0,HK
1307,HK,HK,0,HK
1308,CON,CON,0,ES
1309,FAR,HAR,121003,IN
1310,GUR,HAR,122101,IN
1311,DUB,AE,17000,AE
1312,SUZ,JIA,215006,CN
1313,IST,IST,34303,TR
1314,WAS,DC,20006,US
1315,CON,CON,0,IN
1316,MG,FL,33056,US
1317,AD,AE,0,AE
1318,AD,AE,0,AE
1319,AD,AE,0,AE
1320,NY,NY,10010,US
1321,CHI,IL,60605,US
1322,AD,AE,0,AE
1323,MUM,MAH,400615,IN
1324,AD,AE,0,AE
1325,AD,AE,0,AE
1326,AD,AE,0,AE
1327,MAD,MAD,28004,ES
1328,MAD,MAD,28004,ES
1329,MAD,MAD,28004,ES
1330,MAD,MAD,28004,ES
1331,AD,AE,0,AE
1332,HUI,GUA,516003,CN
1333,SEO,SOU,4323,KR
1334,DUB,AE,0,AE
1335,DUB,AE,0,AE
1336,DUB,AE,0,AE
1337,DUB,AE,0,AE
1338,DUB,AE,0,AE
1339,DUB,AE,0,AE
1340,DUB,AE,0,AE
1341,BEI,BEI,100006,CN
1342,AD,AE,0,AE
1343,AD,AE,0,AE
1344,AD,AE,0,AE
1345,CON,CON,0,US
1346,AA,AE,0,AE
1347,COI,TN,641035,IN
1348,SP,SP,0,BR
1349,HK,NT,0,HK
1350,NY,NY,10014,US
1351,SHE,GUA,518000,CN
1352,NY,NY,10022,US
1353,GUR,HAR,122002,IN
1354,MAD,MAD,28050,ES
1355,SP,SP,0,BR
1356,SF,CA,94103,US
1357,MAD,MAD,28034,ES
1358,DEN,CO,80202,US
1359,MAD,MAD,28001,ES
1360,MUM,MAH,400063,IN
1361,MIL,MI,20121,IT
1362,SHA,SHA,200000,CN
1363,GRA,GRA,18004,ES
1364,LDL,BCN,8904,ES
1365,LDL,BCN,8903,ES
1366,MAD,MAD,28032,ES
1367,MAD,MAD,28032,ES
1368,NEW,MA,2458,US
1369,FAI,VA,22033,US
1370,PIT,PA,15206,US
1371,CHA,NC,28217,US
1372,CHA,NC,28217,US
1373,SD,CA,92123,US
1374,CHE,MA,1824,US
1375,WAS,DC,20004,US
1376,NOR,VA,23502,US
1377,SJ,CA,95134,US
1378,BEN,KAR,560029,IN
1379,BEN,KAR,560029,IN
1380,BEN,KAR,560029,IN
1381,BEN,KAR,560042,IN
1382,HAR,HAR,150000,CN
1383,HOH,HOH,10000,CN
1384,IBI,BAL,0,ES
1385,CON,CON,0,ES
1386,HAN,ZHE,310018,CN
1387,HAN,ZHE,310018,CN
1388,HAN,ZHE,310018,CN
1389,HAN,ZHE,310018,CN
1390,HAN,ZHE,310018,CN
1391,HAN,ZHE,310018,CN
1392,HAN,ZHE,310018,CN
1393,HAN,ZHE,310018,CN
1394,HAN,ZHE,310018,CN
1395,HAN,ZHE,310018,CN
1396,ALB,NM,87109,US
1397,IST,IST,34830,TR
1398,KOC,KOC,41420,TR
1399,NAN,JIA,210000,CN
1400,NAN,JIA,210000,CN
1401,CON,CON,0,IN
1402,CON,CON,0,IN
1403,IST,IST,34353,TR
1404,BEN,KAR,560103,IN
1405,BEN,KAR,560025,IN
1406,BEN,KAR,560103,IN
1407,AD,AE,0,AE
1408,HYD,TG,500081,IN
1409,MAD,MAD,28050,ES
1410,NY,NY,10172,US
1411,BEN,KAR,560103,IN
1412,CON,CON,0,IN
1413,CON,CON,0,IN
1414,CON,CON,0,IN
1415,ERO,TN,638313,IN
1416,ATL,GA,30327,US
1417,BEN,KAR,560032,IN
1418,DUB,AE,0,AE
1419,SHA,AE,0,AE
1420,DUB,AE,0,AE
1421,DUB,AE,0,AE
1422,SHA,SHA,200052,CN
1423,SHA,SHA,200001,CN
1424,AD,AE,0,AE
1425,SJ,CA,95128,US
1426,CON,CON,0,IN
1427,NOI,UP,201309,IN
1428,WD,DC,20006,US
1429,WD,DC,20006,US
1430,TOR,ON,0,CA
1431,AD,AE,0,AE
1432,CON,CON,0,CA
1433,AD,AE,0,AE
1434,PUN,MAH,411062,IN
1435,PUN,MAH,411062,IN
1436,TAM,FL,33618,US
1437,IG,KYO,17314,KR
1438,COR,MI,20032,IT
1439,HK,HK,999077,HK
1440,ALC,MAD,28108,ES
1441,CON,CON,0,IN
1442,PAR,PR,43122,IT
1443,BLO,CT,6002,US
1444,SHA,SHA,200120,CN
1445,SUZ,JIA,215021,CN
1446,SUZ,JIA,215021,CN
1447,SUZ,JIA,215021,CN
1448,SUZ,JIA,215021,CN
1449,SUZ,JIA,215021,CN
1450,SUZ,JIA,215021,CN
1451,COL,PR,0,BR
1452,CON,CON,0,IN
1453,CON,CON,0,IN
1454,PDA,MAD,28224,ES
1455,PDA,MAD,28224,ES
1456,PDA,MAD,28224,ES
1457,MIL,MI,20158,IT
1458,MIL,MI,20158,IT
1459,POR,OR,97214,US
1460,CON,CON,0,IT
1461,CLE,OH,44106,US
1462,SHA,SHA,200124,CN
1463,PDL,BCN,8820,ES
1464,PDL,BCN,8820,ES
1465,BAR,BCN,8018,ES
1466,MOO,CA,93021,US
1467,NY,NY,10017,US
1468,CON,CON,0,IN
1469,CON,CON,0,IN
1470,SAR,FL,34234,US
1471,SHA,SHA,201100,CN
1472,GUR,HAR,122018,IN
1473,DUB,AE,0,AE
1474,SHA,AE,0,AE
1475,BAR,BCN,8019,ES
1476,MAD,MAD,28035,ES
1477,KRI,TN,635110,IN
1478,GUR,HAR,122051,IN
1479,GUR,HAR,122012,IN
1480,GUR,HAR,122018,IN
1481,GUR,HAR,122018,IN
1482,GUR,HAR,122012,IN
1483,CON,CON,0,IN
1484,ATI,SP,0,BR
1485,SHA,SHA,200021,CN
1486,HK,HK,0,HK
1487,AUS,TX,78705,US
1488,GUA,GUA,510335,CN
1489,CON,CON,0,IT
1490,SD,CA,92121,US
1491,SDP,SP,0,BR
1492,SHA,SHA,200086,CN
1493,CON,CON,0,CN
1494,BEI,BEI,100020,CN
1495,SEO,SOU,4539,KR
1496,AD,AE,0,AE
1497,GUR,HAR,122413,IN
1498,SHA,SHA,200120,CN
1499,SHA,SHA,200030,CN
1500,SHA,SHA,200232,CN
1501,GUR,HAR,122413,IN
1502,PHI,PA,19103,US
1503,MIA,FL,33136,US
1504,NAN,JIA,210000,CN
1505,NAN,JIA,210000,CN
1506,SHI,SHI,50599,CN
1507,SHI,SHI,50599,CN
1508,SHI,SHI,50599,CN
1509,SHI,SHI,50599,CN
1510,CHA,CHA,130114,CN
1511,CHA,CHA,130114,CN
1512,CHA,CHA,130114,CN
1513,CHA,CHA,130114,CN
1514,CHA,CHA,130114,CN
1515,CHA,CHA,130114,CN
1516,CHA,CHA,130114,CN
1517,CHA,CHA,130114,CN
1518,JIA,ZHE,314399,CN
1519,CON,CON,0,CN
1520,JIA,ZHE,314399,CN
1521,JIA,ZHE,314399,CN
1522,QIN,SHA,266200,CN
1523,QIN,SHA,314399,CN
1524,QIN,SHA,314399,CN
1525,JIA,ZHE,314399,CN
1526,JIA,ZHE,314399,CN
1527,JIA,ZHE,314399,CN
1528,NAN,SIC,637000,CN
1529,NAN,SIC,637000,CN
1530,NAN,SIC,637000,CN
1531,JIA,ZHE,637000,CN
1532,JIA,ZHE,314399,CN
1533,JIA,ZHE,314399,CN
1534,JIA,ZHE,314399,CN
1535,CHA,HUN,410221,CN
1536,CHA,HUN,410221,CN
1537,CHA,HUN,410221,CN
1538,CHA,HUN,410221,CN
1539,CHE,SIC,610207,CN
1540,XIA,SHA,710086,CN
1541,XIA,SHA,710086,CN
1542,XIA,SHA,710086,CN
1543,HAE,HAE,150821,CN
1544,HAE,HAE,150821,CN
1545,HAR,HAR,150821,CN
1546,HAR,HAR,150821,CN
1547,ZHO,GUA,528455,CN
1548,CON,CON,0,CN
1549,CHO,CHO,402246,CN
1550,CHO,CHO,402246,CN
1551,GUI,GUI,551206,CN
1552,GUI,GUI,551206,CN
1553,GUI,GUI,551206,CN
1554,JIN,SHA,250107,CN
1555,JIN,SHA,250107,CN
1556,JIN,SHA,250107,CN
1557,JIN,SHA,250107,CN
1558,NAN,JIA,330114,CN
1559,NAN,JIA,330114,CN
1560,NAN,JIA,330114,CN
1561,QIN,SHA,266499,CN
1562,QIN,SHA,266499,CN
1563,QIN,SHA,266499,CN
1564,TIA,TIA,301799,CN
1565,TIA,TIA,301799,CN
1566,SHE,SHE,110027,CN
1567,SHE,SHE,110027,CN
1568,TIA,TIA,300385,CN
1569,TIA,TIA,300385,CN
1570,WUH,HUB,430413,CN
1571,WUH,HUB,430413,CN
1572,WUH,HUB,430413,CN
1573,WUH,HUB,430413,CN
1574,XIA,SHA,712033,CN
1575,XIA,SHA,712033,CN
1576,XIA,SHA,712033,CN
1577,XIA,SHA,712033,CN
1578,XIA,SHA,712033,CN
1579,XIA,SHA,712033,CN
1580,YAN,SHA,265509,CN
1581,YAN,SHA,265509,CN
1582,YAN,SHA,265509,CN
1583,YAN,SHA,265509,CN
1584,ZHE,HEN,451472,CN
1585,CON,CON,0,CN
1586,ZHE,HEN,451472,CN
1587,CHK,HK,0,HK
1588,SHA,SHA,200002,CN
1589,HK,HK,0,HK
1590,DUR,CHH,491001,IN
1591,VIJ,AP,520010,IN
1592,BHA,GUJ,393001,IN
1593,SUR,GUJ,394210,IN
1594,SUR,GUJ,394107,IN
1595,NAV,GUJ,396445,IN
1596,FAR,HAR,121004,IN
1597,CON,CON,0,IN
1598,MAN,MP,458001,IN
1599,IND,MP,452020,IN
1600,PIT,MP,454775,IN
1601,JAL,PUN,144012,IN
1602,JAI,RAJ,302017,IN
1603,GHA,UP,201005,IN
1604,SHA,AE,0,AE
1605,GOD,GUJ,389001,IN
1606,NAV,GUJ,396325,IN
1607,AD,AE,0,AE
1608,AHM,GUJ,382110,IN
1609,NAS,MAH,422006,IN
1610,JAI,RAJ,302012,IN
1611,GN,UP,201310,IN
1612,KAI,HEN,475000,CN
1613,KAI,HEN,475000,CN
1614,KAI,HEN,475000,CN
1615,KAI,HEN,475000,CN
1616,KAI,HEN,475000,CN
1617,KAI,HEN,475000,CN
1618,KAI,HEN,475000,CN
1619,SUR,GUJ,395010,IN
1620,IND,MP,453331,IN
1621,MG,PUN,147301,IN
1622,GUL,KAR,585104,IN
1623,NAN,MAH,425412,IN
1624,MAN,KAR,575006,IN
1625,NAS,MAH,422010,IN
1626,DHU,MAH,424006,IN
1627,PAN,MAH,410221,IN
1628,UDU,KAR,576102,IN
1629,THA,MAH,421103,IN
1630,WAR,MAH,442001,IN
1631,SEO,SOU,4637,KR
1632,CHE,TN,600035,IN
1633,PAS,CA,91109,US
1634,SHA,SHA,200001,CN
1635,CON,CON,0,IN
1636,CON,CON,0,IN
1637,HAN,ZHE,310006,CN
1638,CON,CON,0,IN
1639,MAN,TG,504209,IN
1640,CON,CON,0,IN
1641,CON,CON,0,IN
1642,CON,CON,0,IN
1643,SHA,SHA,200030,CN
1644,CON,CON,0,IN
1645,CON,CON,0,IN
1646,NAG,MAH,440037,IN
1647,AD,AE,0,AE
1648,MAL,BAL,7120,ES
1649,RDJ,RJ,0,BR
1650,FOS,GUA,528143,CN
1651,FOS,GUA,528143,CN
1652,FOS,GUA,528143,CN
1653,FOS,GUA,528143,CN
1654,FOS,GUA,528143,CN
1655,FOS,GUA,528143,CN
1656,FOS,GUA,528143,CN
1657,TIA,TIA,301508,CN
1658,TIA,TIA,301508,CN
1659,TIA,TIA,301508,CN
1660,TIA,TIA,301508,CN
1661,TIA,TIA,301508,CN
1662,TIA,TIA,301508,CN
1663,TIA,TIA,301508,CN
1664,TIA,TIA,301508,CN
1665,TIA,TIA,301508,CN
1666,TIA,TIA,301508,CN
1667,TIA,TIA,301508,CN
1668,GUA,GUA,510890,CN
1669,GUA,GUA,510890,CN
1670,GUA,GUA,510890,CN
1671,GUA,GUA,510890,CN
1672,GUA,GUA,510890,CN
1673,GUA,GUA,510890,CN
1674,GUA,GUA,510890,CN
1675,GUA,GUA,510890,CN
1676,GUA,GUA,510890,CN
1677,GUA,GUA,510890,CN
1678,GUA,GUA,510890,CN
1679,GUA,GUA,510890,CN
1680,GUA,GUA,510890,CN
1681,GUA,GUA,510890,CN
1682,GUA,GUA,510890,CN
1683,GUA,GUA,510890,CN
1684,GUA,GUA,510890,CN
1685,GUA,GUA,510890,CN
1686,GUA,GUA,510890,CN
1687,GUA,GUA,510890,CN
1688,GUA,GUA,510890,CN
1689,WEN,ZHE,325025,CN
1690,WEN,ZHE,325025,CN
1691,WEN,ZHE,325025,CN
1692,WEN,ZHE,325025,CN
1693,WEN,ZHE,325025,CN
1694,WEN,ZHE,325025,CN
1695,LR,MAD,28232,ES
1696,TIA,TIA,300000,CN
1697,TIA,TIA,300000,CN
1698,TIA,TIA,300000,CN
1699,CON,CON,0,CN
1700,CON,CON,0,CN
1701,CON,CON,0,CN
1702,CON,CON,0,CN
1703,ZHE,HEN,153000,CN
1704,ZHE,HEN,153000,CN
1705,ZHE,HEN,153000,CN
1706,ZHE,HEN,153000,CN
1707,ZHE,HEN,153000,CN
1708,ZHE,HEN,153000,CN
1709,KS,YUN,650212,CN
1710,KS,YUN,650212,CN
1711,KS,YUN,650212,CN
1712,KS,YUN,650212,CN
1713,KS,YUN,650212,CN
1714,WUX,JIA,214201,CN
1715,WUX,JIA,214201,CN
1716,WUX,JIA,214201,CN
1717,WUX,YUN,214201,CN
1718,WUX,JIA,214201,CN
1719,WUX,JIA,214201,CN
1720,CHE,TN,603209,IN
1721,SEO,SOU,4518,KR
1722,BES,IST,34342,TR
1723,CON,CON,0,IN
1724,CHO,CHO,400000,CN
1725,CHE,TN,600130,IN
1726,CHE,TN,600130,IN
1727,CHE,TN,600130,IN
1728,SHA,SHA,200126,CN
1729,SHA,SHA,200126,CN
1730,SHA,SHA,200126,CN
1731,SHA,SHA,200126,CN
1732,SHA,SHA,200126,CN
1733,SHA,SHA,200126,CN
1734,SHA,SHA,200126,CN
1735,SHA,SHA,200126,CN
1736,SHA,SHA,200126,CN
1737,SHA,SHA,200126,CN
1738,SHA,SHA,200126,CN
1739,SHA,SHA,200126,CN
1740,CON,CON,0,IT
1741,CON,CON,0,IN
1742,CHE,TN,600119,IN
1743,CHE,TN,600119,IN
1744,CHE,TN,600119,IN
1745,PUN,MAH,411057,IN
1746,PUN,MAH,411057,IN
1747,SHA,SHA,201206,CN
1748,NY,NY,10019,US
1749,CHE,SIC,610305,CN
1750,CHE,SIC,610305,CN
1751,CHE,SIC,610305,CN
1752,CHE,SIC,610305,CN
1753,CHE,SIC,610305,CN
1754,CHE,SIC,610305,CN
1755,CHE,SIC,610305,CN
1756,CHE,SIC,610305,CN
1757,PAV,PV,27100,IT
1758,HAN,ZHE,310000,CN
1759,MAD,MAD,28050,ES
1760,TOR,ON,0,CA
1761,NY,NY,10022,US
1762,SEO,SOU,6619,KR
1763,WAS,DC,20036,US
1764,SHA,SHA,200120,CN
1765,ROM,RM,185,IT
1766,AND,ALM,4160,ES
1767,ZHE,HEN,451472,CN
1768,ZHE,HEN,451472,CN
1769,BEI,BEI,100032,CN
1770,GUR,HAR,122001,IN
1771,CON,CON,0,IN
1772,NOI,UP,201301,IN
1773,DUB,AE,0,AE
1774,HAN,ZHE,310000,CN
1775,HAN,ZHE,200021,CN
1776,BEI,BEI,100193,CN
1777,CON,CON,0,AE
1778,DUB,AE,0,AE
1779,NAN,JIA,210000,CN
1780,FUJ,AE,0,AE
1781,CHE,SIC,610095,CN
1782,SHA,SHA,200030,CN
1783,GUR,HAR,122002,IN
1784,SD,CA,0,US
1785,CON,CON,0,IT
1786,SHA,SHA,200438,CN
1787,CON,CON,0,IN
1788,GBN,UP,201301,IN
1789,BEY,IST,34435,TR
1790,ND,DEL,110025,IN
1791,AVC,IST,34320,TR
1792,USK,IST,34692,TR
1793,KAR,KON,42030,TR
1794,KT,KLN,0,HK
1795,HK,HK,0,HK
1796,GUA,GUA,511356,CN
1797,GUA,GUA,511356,CN
1798,ARC,TN,38062,IT
1799,PRI,CN,12040,IT
1800,SAV,CN,12038,IT
1801,CON,CON,0,CN
1802,CHE,SIC,610000,CN
1803,CHE,SIC,610000,CN
1804,CHE,SIC,610105,CN
1805,CHE,SIC,610105,CN
1806,CHE,SIC,610105,CN
1807,CHE,SIC,610105,CN
1808,CHE,SIC,610105,CN
1809,XIA,FUJ,361016,CN
1810,DUB,AE,0,AE
1811,HK,HK,0,HK
1812,DUB,AE,0,AE
1813,DUB,AE,0,AE
1814,DUB,AE,0,AE
1815,DUB,AE,0,AE
1816,DUB,AE,0,AE
1817,TOR,ON,0,CA
1818,BEI,BEI,100073,CN
1819,BEI,BEI,100073,CN
1820,SHA,SHA,200136,CN
1821,KUN,JIA,215311,CN
1822,KUN,JIA,215311,CN
1823,KUN,JIA,215311,CN
1824,KUN,JIA,215311,CN
1825,KUN,JIA,215311,CN
1826,CD,CD,100020,CN
1827,SHA,SHA,200062,CN
1828,KOL,KAR,563114,IN
1829,GUA,GUA,511455,CN
1830,SHE,GUA,518066,CN
1831,NAS,TN,37203,US
1832,FUZ,FUJ,350003,CN
1833,SL,MO,63103,US
1834,ND,DEL,110011,IN
1835,CON,CON,0,CN
1836,SEO,SOU,6141,KR
1837,CON,CON,0,IN
1838,BEI,BEI,101318,CN
1839,BEI,BEI,101318,CN
1840,BEI,BEI,101318,CN
1841,BEI,BEI,101318,CN
1842,BEI,BEI,101318,CN
1843,BEI,BEI,101318,CN
1844,BEI,BEI,101318,CN
1845,CON,CON,0,IN
1846,CON,CON,0,IN
1847,CON,CON,0,IN
1848,CON,CON,0,IN
1849,CON,CON,0,IN
1850,NY,NY,10010,US
1851,MAD,MAD,28046,ES
1852,SHA,SHA,200126,CN
1853,BEI,BEI,100085,CN
1854,SHA,SHA,201206,CN
1855,CHA,HUN,410000,CN
1856,NAN,JIA,226017,CN
1857,DUB,AE,5919630,AE
1858,CON,CON,0,IT
1859,SUZ,JIA,215217,CN
1860,SUZ,JIA,215217,CN
1861,SUZ,JIA,215217,CN
1862,KOL,WB,700001,IN
1863,SJDC,SP,0,BR
1864,SOR,SP,0,BR
1865,SP,SP,0,BR
1866,MAD,MAD,28020,ES
