Cert_Level_Num,EnergySaving_Smooth
1.0,15.582789281003658
1.0303030303030303,15.685046795658382
1.0606060606060606,15.787304310313106
1.0909090909090908,15.88956182496783
1.121212121212121,15.991819339622554
1.1515151515151516,16.094076854277276
1.1818181818181819,16.196334368932
1.2121212121212122,16.298591883586724
1.2424242424242424,16.400849398241448
1.2727272727272727,16.503106912896172
1.303030303030303,16.605364427550896
1.3333333333333335,16.70762194220562
1.3636363636363638,16.809879456860344
1.393939393939394,16.912136971515068
1.4242424242424243,17.01439448616979
1.4545454545454546,17.116652000824516
1.4848484848484849,17.21890951547924
1.5151515151515151,17.321167030133964
1.5454545454545454,17.423424544788688
1.5757575757575757,17.52568205944341
1.606060606060606,17.627939574098136
1.6363636363636362,17.73019708875286
1.6666666666666667,17.832454603407584
1.696969696969697,17.934712118062308
1.7272727272727273,18.03696963271703
1.7575757575757576,18.139227147371756
1.7878787878787878,18.24148466202648
1.8181818181818183,18.343742176681204
1.8484848484848486,18.445999691335928
1.878787878787879,18.54825720599065
1.9090909090909092,18.650514720645376
1.9393939393939394,18.7527722353001
1.9696969696969697,18.855029749954824
2.0,18.957287264609548
2.0303030303030303,19.367864790948104
2.0606060606060606,19.77844231728666
2.090909090909091,20.18901984362522
2.121212121212121,20.599597369963778
2.1515151515151514,21.010174896302335
2.1818181818181817,21.42075242264089
2.212121212121212,21.831329948979448
2.242424242424242,22.24190747531801
2.2727272727272725,22.652485001656565
2.3030303030303028,23.063062527995122
2.3333333333333335,23.473640054333686
2.3636363636363638,23.884217580672242
2.393939393939394,24.2947951070108
2.4242424242424243,24.705372633349356
2.4545454545454546,25.115950159687916
2.484848484848485,25.526527686026473
2.515151515151515,25.93710521236503
2.5454545454545454,26.347682738703586
2.5757575757575757,26.758260265042146
2.6060606060606064,27.16883779138071
2.6363636363636367,27.579415317719267
2.666666666666667,27.989992844057824
2.6969696969696972,28.40057037039638
2.7272727272727275,28.811147896734937
2.757575757575758,29.221725423073494
2.787878787878788,29.63230294941205
2.8181818181818183,30.04288047575061
2.8484848484848486,30.453458002089167
2.878787878787879,30.864035528427724
2.909090909090909,31.274613054766284
2.9393939393939394,31.68519058110484
2.9696969696969697,32.0957681074434
3.0,32.506345633781955
3.0303030303030303,32.49917047915647
3.0606060606060606,32.49199532453099
3.090909090909091,32.484820169905504
3.121212121212121,32.477645015280025
3.1515151515151514,32.47046986065454
3.1818181818181817,32.46329470602906
3.2121212121212124,32.456119551403575
3.2424242424242427,32.44894439677809
3.272727272727273,32.44176924215261
3.303030303030303,32.434594087527124
3.3333333333333335,32.427418932901645
3.3636363636363638,32.42024377827616
3.393939393939394,32.41306862365068
3.4242424242424243,32.405893469025195
3.4545454545454546,32.39871831439971
3.484848484848485,32.39154315977423
3.515151515151515,32.384368005148744
3.5454545454545454,32.377192850523265
3.5757575757575757,32.37001769589778
3.606060606060606,32.36284254127229
3.6363636363636362,32.355667386646815
3.666666666666667,32.34849223202133
3.6969696969696972,32.34131707739585
3.7272727272727275,32.334141922770364
3.757575757575758,32.326966768144885
3.787878787878788,32.3197916135194
3.8181818181818183,32.31261645889391
3.8484848484848486,32.305441304268435
3.878787878787879,32.29826614964295
3.909090909090909,32.29109099501747
3.9393939393939394,32.283915840391984
3.9696969696969697,32.276740685766505
4.0,32.26956553114102
