Certification_Id,Project_Id,RatingSystem,PointsAchieved,CertLevel,CertDate
414,1000136936,LEED v4 BD+C: NC,63,Gold,2024-10-09
415,1000137014,LEED v4.1 BD+C: NC,43,Certified,2025-03-11
416,1000137042,LEED v4 BD+C: NC,41,Certified,2024-10-29
417,1000137080,LEED v4 BD+C: NC,61,Gold,2024-05-30
418,1000137090,LEED v4 BD+C: NC,63,Gold,2024-12-23
419,1000137173,LEED v4.1 BD+C: NC,68,Gold,2024-04-29
420,1000137231,LEED v4.1 BD+C: NC,64,Gold,2024-02-26
421,1000137271,LEED v4 BD+C: NC,67,Gold,2024-02-05
422,1000137293,LEED v4 BD+C: NC,61,Gold,2024-09-19
423,1000137597,LEED v4 BD+C: NC,67,Gold,2024-08-16
424,1000137664,LEED v4 BD+C: NC,63,Gold,2024-08-02
425,1000137691,LEED v4 BD+C: NC,64,Gold,2024-05-29
426,1000137827,LEED v4 BD+C: NC,61,Gold,2024-01-23
427,1000137891,LEED v4 BD+C: NC,60,Gold,2024-11-26
428,1000137948,LEED v4 BD+C: NC,52,Silver,2024-09-16
429,1000137966,LEED v4 BD+C: NC,53,Silver,2024-11-19
430,1000137971,LEED v4 BD+C: NC,60,Gold,2024-06-25
431,1000138066,LEED v4 BD+C: NC,66,Gold,2025-02-18
432,1000138238,LEED v4 BD+C: NC,92,Platinum,2024-07-12
433,1000138271,LEED v4 BD+C: NC,86,Platinum,2024-01-31
434,1000138362,LEED v4 BD+C: NC,45,Certified,2024-04-23
435,1000138377,LEED v4 O+M: EB,69,Gold,2024-09-06
436,1000138378,LEED v4 BD+C: NC,60,Gold,2024-02-27
437,1000138407,LEED v4 O+M: EB,61,Gold,2024-09-06
438,1000138421,LEED v4 O+M: EB,61,Gold,2024-09-06
439,1000138455,LEED v4 BD+C: NC,52,Silver,2024-02-07
440,1000138714,LEED v4 BD+C: NC,82,Platinum,2024-10-30
441,1000138941,LEED v4 BD+C: NC,45,Certified,2024-08-13
442,1000138955,LEED v4 BD+C: NC,50,Silver,2024-12-05
443,1000138985,LEED v4 BD+C: NC,40,Certified,2024-04-08
444,1000138995,LEED v4 BD+C: NC,41,Certified,2024-05-06
445,1000139011,LEED v4 BD+C: NC,43,Certified,2024-10-04
446,1000139014,LEED v4 BD+C: NC,60,Gold,2024-12-23
447,1000139227,LEED v4 BD+C: NC,52,Silver,2024-02-29
448,1000139250,LEED v4 BD+C: NC,63,Gold,2024-08-02
449,1000139455,LEED v4 BD+C: NC,50,Silver,2024-09-05
450,1000139488,LEED v4 BD+C: NC,50,Silver,2024-12-16
451,1000139639,LEED v4 BD+C: NC,51,Silver,2024-02-15
452,1000139692,LEED v4 BD+C: NC,61,Gold,2024-02-13
453,1000139734,LEED v4 BD+C: NC,72,Gold,2024-04-11
454,1000139763,LEED v4 BD+C: NC,70,Gold,2024-11-15
455,1000139828,LEED v4.1 BD+C: NC,63,Gold,2025-07-02
456,1000139880,LEED v4 BD+C: NC,61,Gold,2024-12-04
457,1000139883,LEED v4 BD+C: NC,64,Gold,2024-11-06
458,1000139971,LEED v4 BD+C: NC,56,Silver,2024-12-16
459,1000140123,LEED v4 BD+C: NC,50,Silver,2024-05-19
460,1000140452,LEED v4 BD+C: NC,63,Gold,2024-12-06
461,1000140846,LEED v4 BD+C: NC,69,Gold,2024-04-11
462,1000140908,LEED v4 BD+C: NC,86,Platinum,2024-08-30
463,1000140934,LEED v4 BD+C: NC,44,Certified,2024-09-04
464,1000140975,LEED v4 BD+C: NC,61,Gold,2024-02-16
465,1000141120,LEED v4 BD+C: NC,60,Gold,2024-07-17
466,1000141174,LEED v4 BD+C: NC,67,Gold,2024-01-22
467,1000141220,LEED v4 BD+C: NC,65,Gold,2024-12-18
468,1000141516,LEED v4.1 O+M: EB,40,Certified,2024-01-22
469,1000141892,LEED v4 BD+C: NC,50,Silver,2024-11-18
470,1000141900,LEED v4 BD+C: NC,85,Platinum,2024-11-07
471,1000141951,LEED v4 BD+C: NC,63,Gold,2024-07-25
472,1000141978,LEED v4 BD+C: NC,62,Gold,2024-11-01
473,1000142002,LEED v4 BD+C: NC,61,Gold,2024-11-27
474,1000142005,LEED v4 BD+C: NC,62,Gold,2024-03-06
475,1000142019,LEED v4 BD+C: NC,60,Gold,2024-08-14
476,1000142252,LEED v4 BD+C: NC,67,Gold,2024-07-22
477,1000142532,LEED v4 BD+C: NC,86,Platinum,2024-11-27
478,1000142605,LEED v4 BD+C: NC,52,Silver,2024-09-09
479,1000142644,LEED v4 BD+C: NC,44,Certified,2024-01-29
480,1000142702,LEED v4.1 O+M: EB,53,Silver,2025-02-21
481,1000142772,LEED v4 BD+C: NC,61,Gold,2024-09-11
482,1000142917,LEED v4 BD+C: NC,52,Silver,2024-04-26
483,1000142962,LEED v4 BD+C: NC,50,Silver,2024-05-25
484,1000143027,LEED v4.1 O+M: EB,54,Silver,2025-07-17
485,1000143029,LEED v4.1 O+M: EB,57,Silver,2025-07-17
486,1000143040,LEED v4 BD+C: NC,63,Gold,2024-06-12
487,1000143110,LEED v4 BD+C: NC,61,Gold,2024-01-08
488,1000143114,LEED v4 BD+C: NC,51,Silver,2024-11-26
489,1000143188,LEED v4.1 O+M: EB,60,Gold,2025-04-04
490,1000143276,LEED v4 O+M: EB,45,Certified,2024-08-02
491,1000143367,LEED v4.1 O+M: EB,70,Gold,2025-04-04
492,1000143369,LEED v4.1 O+M: EB,65,Gold,2024-11-18
493,1000143373,LEED v4.1 O+M: EB,72,Gold,2024-11-18
494,1000143375,LEED v4.1 O+M: EB,66,Gold,2024-04-12
495,1000143390,LEED v4.1 O+M: EB,67,Gold,2025-04-04
496,1000143392,LEED v4.1 O+M: EB,60,Gold,2024-11-18
497,1000143491,LEED v4 BD+C: NC,60,Gold,2024-09-04
498,1000143497,LEED v4.1 BD+C: NC,86,Platinum,2024-05-02
499,1000143561,LEED v4 BD+C: NC,53,Silver,2024-07-22
500,1000143575,LEED v4 BD+C: NC,81,Platinum,2024-12-23
501,1000143656,LEED v4 BD+C: NC,49,Certified,2024-05-21
502,1000143724,LEED v4 BD+C: NC,58,Silver,2024-05-10
503,1000143963,LEED v4 BD+C: NC,64,Gold,2024-05-15
504,1000143974,LEED v4 BD+C: NC,60,Gold,2024-10-09
505,1000144301,LEED v4 BD+C: NC,55,Silver,2024-03-25
506,1000144336,LEED v4 BD+C: NC,50,Silver,2024-06-03
507,1000144452,LEED v4.1 O+M: EB,64,Gold,2024-04-29
508,1000144834,LEED v4 BD+C: NC,61,Gold,2024-07-25
509,1000144850,LEED v4 BD+C: NC,42,Certified,2024-12-19
510,1000144861,LEED v4 BD+C: NC,61,Gold,2024-09-25
511,1000144941,LEED v4.1 O+M: EB,86,Platinum,2024-04-17
512,1000145380,LEED v4 BD+C: NC,84,Platinum,2024-06-04
513,1000145433,LEED v4 BD+C: NC,60,Gold,2024-12-12
514,1000145484,LEED v4 BD+C: NC,51,Silver,2024-03-27
515,1000145703,LEED v4 BD+C: NC,63,Gold,2024-03-11
516,1000145818,LEED v4 BD+C: NC,57,Silver,2024-01-08
517,1000145825,LEED v4 BD+C: NC,60,Gold,2024-01-08
518,1000145826,LEED v4 BD+C: NC,60,Gold,2024-01-08
519,1000145930,LEED v4 BD+C: NC,86,Platinum,2024-07-10
520,1000146094,LEED v4.1 BD+C: NC,42,Certified,2025-05-29
521,1000146237,LEED v4 BD+C: NC,63,Gold,2024-01-05
522,1000146607,LEED v4 BD+C: NC,66,Gold,2024-02-05
523,1000146609,LEED v4 BD+C: NC,65,Gold,2024-01-25
524,1000146947,LEED v4 BD+C: NC,65,Gold,2024-10-15
525,1000146948,LEED v4 BD+C: NC,70,Gold,2024-10-15
526,1000146956,LEED v4 BD+C: NC,67,Gold,2024-02-06
527,1000146998,LEED v4 BD+C: NC,53,Silver,2024-08-14
528,1000147133,LEED v4 BD+C: NC,64,Gold,2024-06-24
529,1000147188,LEED v4 BD+C: NC,54,Silver,2024-08-06
530,1000147195,LEED v4 BD+C: NC,54,Silver,2024-10-15
531,1000147228,LEED v4 BD+C: NC,42,Certified,2024-03-20
532,1000147248,LEED v4 BD+C: NC,54,Silver,2024-12-19
533,1000147424,LEED v4 BD+C: NC,42,Certified,2024-02-20
534,1000147553,LEED v4 BD+C: NC,44,Certified,2024-07-30
535,1000147707,LEED v4 BD+C: NC,88,Platinum,2024-09-16
536,1000147853,LEED v4.1 O+M: EB,81,Platinum,2024-03-13
537,1000147940,LEED v4 BD+C: NC,57,Silver,2024-02-12
538,1000147982,LEED v4 BD+C: NC,52,Silver,2024-11-18
539,1000148043,LEED v4 BD+C: NC,50,Silver,2024-10-11
540,1000148068,LEED v4 BD+C: NC,56,Silver,2024-11-08
541,1000148363,LEED v4 BD+C: NC,50,Silver,2024-02-12
542,1000148491,LEED v4 BD+C: NC,64,Gold,2024-08-13
543,1000148722,LEED v4 BD+C: NC,62,Gold,2024-06-20
544,1000148837,LEED v4 BD+C: NC,50,Silver,2024-09-20
545,1000148852,LEED v4.1 O+M: EB,62,Gold,2025-07-28
546,1000149377,LEED v4 BD+C: NC,89,Platinum,2024-07-12
547,1000149430,LEED v4 BD+C: NC,53,Silver,2024-07-01
548,1000149594,LEED v4 BD+C: NC,40,Certified,2024-12-03
549,1000149987,LEED v4 BD+C: NC,52,Silver,2024-01-25
550,1000149998,LEED v4 BD+C: NC,64,Gold,2024-04-02
551,1000150288,LEED v4 BD+C: NC,67,Gold,2024-05-17
552,1000150483,LEED v4 BD+C: NC,61,Gold,2024-05-28
553,1000150601,LEED v4 BD+C: NC,44,Certified,2024-10-10
554,1000150606,LEED v4 BD+C: NC,50,Silver,2024-12-06
555,1000150656,LEED v4 BD+C: NC,66,Gold,2024-01-05
556,1000150667,LEED v4 BD+C: NC,61,Gold,2024-07-08
557,1000150824,LEED v4 BD+C: NC,53,Silver,2024-02-16
558,1000151038,LEED v4 BD+C: NC,60,Gold,2024-05-06
559,1000151044,LEED v4 BD+C: NC,64,Gold,2024-02-25
560,1000151148,LEED v4 BD+C: NC,64,Gold,2024-08-21
561,1000151187,LEED v4.1 O+M: EB,60,Gold,2024-04-10
562,1000151213,LEED v4 BD+C: NC,53,Silver,2024-07-23
563,1000151480,LEED v4 BD+C: NC,50,Silver,2024-01-31
564,1000151579,LEED v4 BD+C: NC,69,Gold,2024-08-07
565,1000151584,LEED v4.1 O+M: EB,60,Gold,2024-02-20
566,1000151610,LEED v4.1 O+M: EB,48,Certified,2025-04-17
567,1000151686,LEED v4 BD+C: NC,59,Silver,2024-09-30
568,1000151824,LEED v4 BD+C: NC,62,Gold,2024-03-29
569,1000151888,LEED v4.1 O+M: EB,53,Silver,2024-03-06
570,1000151928,LEED v4 BD+C: NC,43,Certified,2024-06-07
571,1000152132,LEED v4 BD+C: NC,62,Gold,2024-05-20
572,1000152133,LEED v4 O+M: EB,40,Certified,2025-04-18
573,1000152208,LEED v4 BD+C: NC,50,Silver,2024-01-09
574,1000152250,LEED v4 BD+C: NC,60,Gold,2024-08-27
575,1000152287,LEED v4.1 O+M: EB,78,Gold,2024-05-28
576,1000152377,LEED v4 BD+C: NC,62,Gold,2024-08-22
577,1000152512,LEED v4 BD+C: NC,53,Silver,2024-06-28
578,1000152653,LEED v4 BD+C: NC,80,Platinum,2024-12-05
579,1000152661,LEED v4.1 O+M: EB,57,Silver,2024-03-18
580,1000152671,LEED v4 BD+C: NC,85,Platinum,2024-07-29
581,1000152813,LEED v4 BD+C: NC,54,Silver,2024-06-17
582,1000152825,LEED v4.1 BD+C: NC,56,Silver,2025-07-23
583,1000152830,LEED v4 BD+C: NC,48,Certified,2024-01-12
584,1000152923,LEED v4 BD+C: NC,86,Platinum,2024-08-27
585,1000153740,LEED v4 BD+C: NC,72,Gold,2024-06-21
586,1000154667,LEED v4 BD+C: NC,51,Silver,2024-08-19
587,1000154737,LEED v4.1 O+M: EB,85,Platinum,2024-10-13
588,1000154761,LEED v4 BD+C: NC,61,Gold,2024-06-06
589,1000154829,LEED v4 BD+C: NC,53,Silver,2024-08-20
590,1000154873,LEED v4 BD+C: NC,60,Gold,2024-10-24
591,1000155363,LEED v4 BD+C: NC,50,Silver,2024-03-27
592,1000155445,LEED v4 BD+C: NC,54,Silver,2024-11-21
593,1000155506,LEED v4 BD+C: NC,40,Certified,2024-05-16
594,1000155567,LEED v4 BD+C: NC,66,Gold,2024-07-09
595,1000155598,LEED v4 BD+C: NC,66,Gold,2024-09-16
596,1000155646,LEED v4 BD+C: NC,60,Gold,2024-09-27
597,1000155647,LEED v4 BD+C: NC,66,Gold,2024-05-18
598,1000155699,LEED v4 BD+C: NC,54,Silver,2024-09-24
599,1000155948,LEED v4 BD+C: NC,60,Gold,2024-05-17
600,1000156023,LEED v4.1 O+M: EB,49,Certified,2024-05-06
601,1000156071,LEED v4 BD+C: NC,51,Silver,2024-08-07
602,1000156231,LEED v4 BD+C: NC,50,Silver,2024-05-29
603,1000156321,LEED v4 BD+C: NC,65,Gold,2024-10-22
604,1000156502,LEED v4 BD+C: NC,64,Gold,2024-01-23
605,1000156601,LEED v4 BD+C: NC,40,Certified,2024-03-20
606,1000156816,LEED v4.1 BD+C: NC,40,Certified,2025-02-05
607,1000156844,LEED v4.1 O+M: EB,78,Gold,2024-08-30
608,1000156983,LEED v4 BD+C: NC,91,Platinum,2024-11-22
609,1000157031,LEED v4 BD+C: NC,70,Gold,2024-05-07
610,1000157039,LEED v4 BD+C: NC,55,Silver,2024-05-05
611,1000157046,LEED v4 BD+C: NC,84,Platinum,2024-02-24
612,1000157076,LEED v4 BD+C: NC,61,Gold,2024-09-24
613,1000157082,LEED v4 BD+C: NC,51,Silver,2024-02-08
614,1000157222,LEED v4 BD+C: NC,56,Silver,2024-01-20
615,1000157242,LEED v4 BD+C: NC,69,Gold,2024-01-12
616,1000157280,LEED v4.1 O+M: EB,79,Gold,2024-02-16
617,1000157282,LEED v4.1 O+M: EB,78,Gold,2024-02-16
618,1000157306,LEED v4 BD+C: NC,62,Gold,2024-08-19
619,1000157393,LEED v4 BD+C: NC,66,Gold,2024-08-20
620,1000157397,LEED v4 BD+C: NC,69,Gold,2024-10-28
621,1000157402,LEED v4 BD+C: NC,62,Gold,2024-11-04
622,1000157508,LEED v4.1 O+M: EB,78,Gold,2024-09-09
623,1000157572,LEED v4 BD+C: NC,64,Gold,2024-07-21
624,1000157579,LEED v4 BD+C: NC,42,Certified,2024-10-25
625,1000157587,LEED v4 BD+C: NC,50,Silver,2024-02-08
626,1000157594,LEED v4.1 O+M: EB,60,Gold,2024-05-23
627,1000157916,LEED v4 BD+C: NC,66,Gold,2024-06-24
628,1000158019,LEED v4 BD+C: NC,80,Platinum,2024-11-18
629,1000158162,LEED v4 BD+C: NC,54,Silver,2024-11-14
630,1000158866,LEED v4 BD+C: NC,52,Silver,2024-07-22
631,1000158921,LEED v4 BD+C: NC,63,Gold,2024-01-18
632,1000158986,LEED v4 BD+C: NC,41,Certified,2024-03-01
633,1000159056,LEED v4 BD+C: NC,50,Silver,2024-06-05
634,1000159189,LEED v4.1 O+M: EB,61,Gold,2024-09-25
635,1000159216,LEED v4 O+M: EB,47,Certified,2025-05-06
636,1000159306,LEED v4 BD+C: NC,62,Gold,2024-09-26
637,1000159391,LEED v4 BD+C: NC,47,Certified,2024-12-20
638,1000159468,LEED v4 BD+C: NC,51,Silver,2024-02-02
639,1000159510,LEED v4 BD+C: NC,64,Gold,2024-01-11
640,1000159574,LEED v4 BD+C: NC,57,Silver,2024-11-11
641,1000159597,LEED v4 BD+C: NC,44,Certified,2024-02-28
642,1000159598,LEED v4 BD+C: NC,44,Certified,2024-02-28
643,1000159890,LEED v4 BD+C: NC,51,Silver,2024-01-26
644,1000160212,LEED v4.1 BD+C: NC,84,Platinum,2025-02-18
645,1000160298,LEED v4 BD+C: NC,47,Certified,2024-08-19
646,1000160351,LEED v4.1 O+M: EB,64,Gold,2024-10-28
647,1000160359,LEED v4.1 BD+C: NC,56,Silver,2024-08-29
648,1000160489,LEED v4 BD+C: NC,53,Silver,2024-11-07
649,1000160496,LEED v4.1 O+M: EB,55,Silver,2025-01-14
650,1000160510,LEED v4 BD+C: NC,62,Gold,2024-03-27
651,1000160516,LEED v4 BD+C: NC,43,Certified,2024-11-22
652,1000160581,LEED v4 BD+C: NC,61,Gold,2024-06-17
653,1000160592,LEED v4 BD+C: NC,42,Certified,2024-05-29
654,1000160869,LEED v4 BD+C: NC,51,Silver,2024-07-23
655,1000161040,LEED v4 BD+C: NC,53,Silver,2024-12-16
656,1000161051,LEED v4.1 O+M: EB,67,Gold,2024-06-03
657,1000161166,LEED v4 BD+C: NC,64,Gold,2024-01-24
658,1000161168,LEED v4.1 BD+C: NC,60,Gold,2025-04-25
659,1000161221,LEED v4 BD+C: NC,48,Certified,2024-11-27
660,1000161243,LEED v4.1 O+M: EB,60,Gold,2024-01-29
661,1000161330,LEED v4.1 O+M: EB,57,Silver,2025-02-24
662,1000161340,LEED v4.1 O+M: EB,72,Gold,2024-03-27
663,1000161661,LEED v4 BD+C: NC,54,Silver,2024-07-01
664,1000161750,LEED v4 BD+C: NC,41,Certified,2024-06-24
665,1000161755,LEED v4 BD+C: NC,40,Certified,2024-12-16
666,1000161766,LEED v4 BD+C: NC,64,Gold,2024-12-18
667,1000161781,LEED v4.1 O+M: EB,61,Gold,2024-02-15
668,1000161816,LEED v4.1 O+M: EB,82,Platinum,2025-03-17
669,1000161819,LEED v4.1 O+M: EB,91,Platinum,2025-07-28
670,1000162183,LEED v4 BD+C: NC,61,Gold,2024-07-19
671,1000162206,LEED v4 BD+C: NC,73,Gold,2024-01-09
672,1000162213,LEED v4 BD+C: NC,83,Platinum,2024-07-01
673,1000162261,LEED v4 BD+C: NC,41,Certified,2024-01-17
674,1000162281,LEED v4.1 O+M: EB,74,Gold,2024-02-23
675,1000162357,LEED v4 BD+C: NC,65,Gold,2024-02-25
676,1000162363,LEED v4.1 BD+C: NC,42,Certified,2025-05-02
677,1000162430,LEED v4.1 O+M: EB,65,Gold,2024-01-26
678,1000162745,LEED v4 BD+C: NC,45,Certified,2024-11-08
679,1000162751,LEED v4.1 O+M: EB,77,Gold,2024-03-05
680,1000162913,LEED v4 BD+C: NC,69,Gold,2024-05-06
681,1000162917,LEED v4 BD+C: NC,60,Gold,2024-08-01
682,1000162940,LEED v4.1 BD+C: NC,84,Platinum,2024-06-13
683,1000162951,LEED v4 BD+C: NC,42,Certified,2024-01-18
684,1000162969,LEED v4.1 O+M: EB,60,Gold,2024-07-19
685,1000163113,LEED v4 BD+C: NC,51,Silver,2024-07-23
686,1000163207,LEED v4.1 O+M: EB,57,Silver,2025-02-21
687,1000163209,LEED v4.1 O+M: EB,53,Silver,2025-02-18
688,1000163211,LEED v4.1 O+M: EB,53,Silver,2025-04-15
689,1000163213,LEED v4.1 O+M: EB,68,Gold,2025-05-05
690,1000163215,LEED v4.1 O+M: EB,67,Gold,2025-04-29
691,1000163433,LEED v4.1 O+M: EB,72,Gold,2024-09-10
692,1000163435,LEED v4.1 O+M: EB,50,Silver,2024-09-20
693,1000163502,LEED v4.1 O+M: EB,62,Gold,2024-09-23
694,1000163506,LEED v4 BD+C: NC,63,Gold,2024-11-20
695,1000163696,LEED v4 BD+C: NC,52,Silver,2024-09-04
696,1000163841,LEED v4 BD+C: NC,62,Gold,2024-05-07
697,1000164013,LEED v4.1 O+M: EB,64,Gold,2024-08-09
698,1000164018,LEED v4.1 O+M: EB,62,Gold,2024-08-09
699,1000164090,LEED v4 BD+C: NC,65,Gold,2024-02-08
700,1000164180,LEED v4.1 O+M: EB,67,Gold,2025-02-21
701,1000164327,LEED v4.1 O+M: EB,64,Gold,2024-08-09
702,1000164329,LEED v4.1 O+M: EB,63,Gold,2024-08-09
703,1000164331,LEED v4.1 O+M: EB,64,Gold,2024-08-09
704,1000164333,LEED v4.1 O+M: EB,66,Gold,2024-08-09
705,1000164340,LEED v4 BD+C: NC,68,Gold,2024-09-18
706,1000164472,LEED v4 BD+C: NC,51,Silver,2024-02-29
707,1000164496,LEED v4.1 O+M: EB,60,Gold,2024-04-02
708,1000164500,LEED v4.1 O+M: EB,66,Gold,2024-06-03
709,1000164650,LEED v4.1 O+M: EB,76,Gold,2024-11-26
710,1000164653,LEED v4.1 O+M: EB,51,Silver,2024-04-25
711,1000164708,LEED v4.1 O+M: EB,66,Gold,2024-07-16
712,1000164817,LEED v4.1 BD+C: NC,83,Platinum,2025-03-20
713,1000164960,LEED v4 BD+C: NC,62,Gold,2024-08-29
714,1000165189,LEED v4 O+M: EB,63,Gold,2025-06-07
715,1000165201,LEED v4 BD+C: NC,61,Gold,2024-11-19
716,1000165326,LEED v4.1 O+M: EB,80,Platinum,2025-03-27
717,1000165555,LEED v4 BD+C: NC,62,Gold,2024-10-07
718,1000165587,LEED v4 BD+C: NC,45,Certified,2024-02-05
719,1000165714,LEED India 2011 NC,63,Gold,2024-02-27
720,1000165859,LEED v4 BD+C: NC,41,Certified,2024-02-29
721,1000166022,LEED v4.1 O+M: EB,83,Platinum,2025-02-19
722,1000166023,LEED v4 BD+C: NC,62,Gold,2024-04-17
723,1000166171,LEED v4 BD+C: NC,64,Gold,2024-12-13
724,1000166293,LEED v4 BD+C: NC,65,Gold,2024-08-20
725,1000166295,LEED v4.1 O+M: EB,61,Gold,2024-01-08
726,1000166482,LEED v4 BD+C: NC,64,Gold,2024-09-13
727,1000166483,LEED v4 BD+C: NC,65,Gold,2024-10-01
728,1000166545,LEED v4 BD+C: NC,64,Gold,2024-06-20
729,1000166641,LEED v4 BD+C: NC,65,Gold,2024-05-18
730,1000166735,LEED v4 BD+C: NC,50,Silver,2024-12-11
731,1000166850,LEED v4 BD+C: NC,68,Gold,2024-11-18
732,1000166941,LEED v4.1 O+M: EB,82,Platinum,2025-04-09
733,1000166977,LEED v4 O+M: EB,74,Gold,2025-01-13
734,1000167019,LEED v4.1 O+M: EB,53,Silver,2025-06-02
735,1000167135,LEED v4.1 O+M: EB,81,Platinum,2025-04-09
736,1000167136,LEED v4 BD+C: NC,83,Platinum,2024-04-25
737,1000167140,LEED v4.1 O+M: EB,82,Platinum,2025-04-09
738,1000167192,LEED v4 BD+C: NC,67,Gold,2024-10-04
739,1000167408,LEED v4 BD+C: NC,61,Gold,2024-02-15
740,1000167455,LEED v4.1 O+M: EB,47,Certified,2024-02-02
741,1000167457,LEED v4.1 O+M: EB,49,Certified,2024-02-02
742,1000167487,LEED v4.1 O+M: EB,81,Platinum,2025-07-28
743,1000167527,LEED v4.1 O+M: EB,71,Gold,2025-06-26
744,1000167553,LEED v4 BD+C: NC,55,Silver,2024-06-21
745,1000167796,LEED v4.1 O+M: EB,53,Silver,2024-03-27
746,1000167887,LEED v4.1 O+M: EB,74,Gold,2025-04-23
747,1000167889,LEED v4.1 O+M: EB,86,Platinum,2025-03-27
748,1000167909,LEED v4 BD+C: NC,62,Gold,2024-10-22
749,1000167943,LEED v4.1 O+M: EB,61,Gold,2025-05-07
750,1000167957,LEED v4 BD+C: NC,40,Certified,2024-10-16
751,1000168316,LEED v4 BD+C: NC,64,Gold,2024-10-12
752,1000168356,LEED v4 BD+C: NC,64,Gold,2024-10-31
753,1000168488,LEED v4 BD+C: NC,53,Silver,2024-03-20
754,1000168494,LEED v4 O+M: EB,42,Certified,2024-02-13
755,1000168599,LEED v4.1 O+M: EB,68,Gold,2024-01-18
756,1000168653,LEED v4 BD+C: NC,63,Gold,2024-06-18
757,1000168715,LEED v4 O+M: EB,65,Gold,2024-01-11
758,1000168735,LEED v4 O+M: EB,65,Gold,2025-06-03
759,1000168772,LEED v4.1 O+M: EB,72,Gold,2025-01-31
760,1000168796,LEED v4.1 O+M: EB,65,Gold,2025-01-31
761,1000168799,LEED v4.1 O+M: EB,67,Gold,2025-01-31
762,1000168825,LEED v4 BD+C: NC,40,Certified,2024-03-21
763,1000168851,LEED v4.1 O+M: EB,78,Gold,2024-02-16
764,1000168855,LEED v4.1 O+M: EB,79,Gold,2024-02-16
765,1000169018,LEED v4 BD+C: NC,68,Gold,2024-09-12
766,1000169049,LEED v4.1 O+M: EB,66,Gold,2024-02-06
767,1000169070,LEED v4 BD+C: NC,60,Gold,2024-02-08
768,1000169095,LEED v4 BD+C: NC,56,Silver,2024-08-16
769,1000169170,LEED v4 BD+C: NC,53,Silver,2024-05-24
770,1000169183,LEED v4 BD+C: NC,61,Gold,2024-08-05
771,1000169261,LEED v4.1 O+M: EB,65,Gold,2024-03-28
772,1000169319,LEED v4 BD+C: NC,52,Silver,2024-10-29
773,1000169385,LEED v4.1 O+M: EB,47,Certified,2024-03-19
774,1000169516,LEED v4.1 O+M: EB,53,Silver,2024-07-02
775,1000169526,LEED v4 BD+C: NC,62,Gold,2024-11-27
776,1000169547,LEED v4 BD+C: NC,67,Gold,2024-05-19
777,1000169548,LEED v4 BD+C: NC,65,Gold,2024-05-19
778,1000169549,LEED v4 BD+C: NC,66,Gold,2024-05-30
779,1000169556,LEED v4 BD+C: NC,69,Gold,2025-07-28
780,1000169643,LEED v4.1 O+M: EB,58,Silver,2025-07-10
781,1000169646,LEED v4.1 O+M: EB,61,Gold,2025-01-22
782,1000169648,LEED v4.1 O+M: EB,63,Gold,2025-07-09
783,1000169650,LEED v4.1 O+M: EB,64,Gold,2025-01-27
784,1000169654,LEED v4.1 O+M: EB,60,Gold,2025-01-22
785,1000169662,LEED v4.1 O+M: EB,55,Silver,2025-07-09
786,1000169910,LEED v4 BD+C: NC,46,Certified,2024-10-29
787,1000169917,LEED v4.1 O+M: EB,75,Gold,2024-01-09
788,1000169963,LEED v4.1 O+M: EB,74,Gold,2024-04-29
789,1000170040,LEED v4 BD+C: NC,42,Certified,2024-08-19
790,1000170043,LEED v4 O+M: EB,71,Gold,2024-03-03
791,1000170118,LEED v4.1 O+M: EB,62,Gold,2024-02-20
792,1000170221,LEED v4 BD+C: NC,60,Gold,2024-06-18
793,1000170239,LEED v4.1 O+M: EB,71,Gold,2024-09-19
794,1000170268,LEED v4 BD+C: NC,51,Silver,2024-10-23
795,1000170372,LEED v4 BD+C: NC,60,Gold,2024-10-16
796,1000170697,LEED v4 BD+C: NC,43,Certified,2024-08-21
797,1000170770,LEED v4 BD+C: NC,83,Platinum,2024-08-11
798,1000170833,LEED v4.1 O+M: EB,62,Gold,2024-09-04
799,1000170838,LEED v4.1 O+M: EB,60,Gold,2024-09-04
800,1000170892,LEED v4.1 O+M: EB,71,Gold,2024-01-26
801,1000170930,LEED v4.1 O+M: EB,59,Silver,2025-05-23
802,1000170981,LEED v4.1 O+M: EB,54,Silver,2024-01-18
803,1000171066,LEED v4.1 O+M: EB,61,Gold,2024-01-23
804,1000171079,LEED v4 BD+C: NC,63,Gold,2024-08-27
805,1000171113,LEED v4 BD+C: NC,86,Platinum,2024-02-29
806,1000171114,LEED v4 BD+C: NC,88,Platinum,2024-03-20
807,1000171120,LEED v4 BD+C: NC,87,Platinum,2024-07-23
808,1000171123,LEED v4 BD+C: NC,50,Silver,2024-03-12
809,1000171190,LEED v4.1 O+M: EB,77,Gold,2024-01-08
810,1000171401,LEED v4 BD+C: NC,47,Certified,2024-12-09
811,1000171607,LEED v4.1 O+M: EB,60,Gold,2024-01-23
812,1000171617,LEED v4 BD+C: NC,83,Platinum,2024-04-20
813,1000171827,LEED v4 BD+C: NC,56,Silver,2024-01-03
814,1000171828,LEED v4 BD+C: NC,62,Gold,2024-01-03
815,1000171865,LEED v4 BD+C: NC,60,Gold,2024-05-30
816,1000171869,LEED v4 BD+C: NC,86,Platinum,2024-12-23
817,1000171875,LEED v4 BD+C: NC,53,Silver,2024-09-01
818,1000172416,LEED v4.1 O+M: EB,74,Gold,2024-12-13
