Certification_Id,Project_Id,RatingSystem,PointsAchieved,CertLevel,CertDate
819,1000172455,LEED v4.1 O+M: EB,68,Gold,2024-09-24
820,1000172584,LEED v4.1 O+M: EB,50,Silver,2024-03-25
821,1000172586,LEED v4.1 O+M: EB,61,Gold,2024-03-11
822,1000172589,LEED v4.1 O+M: EB,61,Gold,2024-03-11
823,1000172591,LEED v4.1 O+M: EB,54,Silver,2024-03-08
824,1000172594,LEED v4.1 O+M: EB,54,Silver,2024-03-15
825,1000172650,LEED v4.1 BD+C: NC,74,Gold,2025-02-06
826,1000172652,LEED v4.1 BD+C: NC,71,Gold,2025-02-06
827,1000172653,LEED v4 BD+C: NC,84,Platinum,2024-07-04
828,1000172654,LEED v4 BD+C: NC,82,Platinum,2024-07-04
829,1000172663,LEED v4.1 O+M: EB,81,Platinum,2024-03-15
830,1000172777,LEED v4 BD+C: NC,82,Platinum,2024-04-02
831,1000172804,LEED v4 O+M: EB,70,Gold,2024-01-08
832,1000172840,LEED v4 BD+C: NC,54,Silver,2024-05-03
833,1000172849,LEED v4 BD+C: NC,84,Platinum,2024-12-07
834,1000172874,LEED v4 BD+C: NC,62,Gold,2024-10-20
835,1000172944,LEED v4.1 O+M: EB,60,Gold,2024-07-09
836,1000172946,LEED v4.1 O+M: EB,71,Gold,2024-07-09
837,1000172950,LEED v4.1 O+M: EB,69,Gold,2024-07-16
838,1000173024,LEED v4.1 O+M: EB,60,Gold,2024-09-05
839,1000173029,LEED v4 BD+C: NC,48,Certified,2024-12-06
840,1000173039,LEED v4 BD+C: NC,65,Gold,2024-07-10
841,1000173073,LEED v4 BD+C: NC,52,Silver,2024-12-06
842,1000173074,LEED v4 BD+C: NC,80,Platinum,2024-12-06
843,1000173114,LEED v4 BD+C: NC,69,Gold,2024-12-19
844,1000173127,LEED v4 BD+C: NC,60,Gold,2024-06-07
845,1000173181,LEED v4 BD+C: NC,72,Gold,2024-09-04
846,1000173182,LEED v4 BD+C: NC,66,Gold,2024-09-04
847,1000173187,LEED v4.1 O+M: EB,72,Gold,2024-02-25
848,1000173194,LEED v4.1 O+M: EB,67,Gold,2025-04-17
849,1000173304,LEED v4 BD+C: NC,82,Platinum,2024-12-26
850,1000173358,LEED v4 BD+C: NC,66,Gold,2024-05-17
851,1000173408,LEED v4.1 O+M: EB,57,Silver,2024-01-08
852,1000173471,LEED v4.1 O+M: EB,66,Gold,2024-03-22
853,1000173474,LEED v4.1 O+M: EB,67,Gold,2024-03-22
854,1000173490,LEED v4.1 O+M: EB,64,Gold,2024-05-28
855,1000173686,LEED v4 O+M: EB,86,Platinum,2024-01-05
856,1000173714,LEED v4 BD+C: NC,63,Gold,2024-12-19
857,1000173756,LEED v4.1 O+M: EB,72,Gold,2024-03-22
858,1000173927,LEED v4.1 O+M: EB,84,Platinum,2024-02-05
859,1000173986,LEED v4 O+M: EB,64,Gold,2025-02-26
860,1000174024,LEED v4 BD+C: NC,62,Gold,2024-12-20
861,1000174049,LEED v4 BD+C: NC,62,Gold,2024-12-21
862,1000174111,LEED v4.1 O+M: EB,73,Gold,2024-01-04
863,1000174216,LEED v4 BD+C: NC,65,Gold,2024-11-13
864,1000174219,LEED v4 BD+C: NC,62,Gold,2024-11-13
865,1000174220,LEED v4 BD+C: NC,64,Gold,2024-11-29
866,1000174355,LEED v4.1 O+M: EB,73,Gold,2024-01-12
867,1000174546,LEED v4.1 O+M: EB,81,Platinum,2024-06-12
868,1000174654,LEED v4 BD+C: NC,63,Gold,2024-12-15
869,1000174888,LEED v4.1 O+M: EB,60,Gold,2024-02-06
870,1000174895,LEED v4.1 O+M: EB,61,Gold,2024-02-20
871,1000174988,LEED v4 BD+C: NC,67,Gold,2024-09-04
872,1000175017,LEED v4 BD+C: NC,51,Silver,2024-09-22
873,1000175024,LEED v4 BD+C: NC,70,Gold,2024-06-11
874,1000175037,LEED v4.1 O+M: EB,67,Gold,2024-01-26
875,1000175165,LEED v4 BD+C: NC,60,Gold,2024-07-26
876,1000175169,LEED v4 BD+C: NC,40,Certified,2024-06-24
877,1000175173,LEED v4 BD+C: NC,43,Certified,2024-08-16
878,1000175232,LEED v4 BD+C: NC,69,Gold,2024-02-09
879,1000175266,LEED v4.1 O+M: EB,71,Gold,2024-01-04
880,1000175296,LEED v4.1 O+M: EB,61,Gold,2024-05-16
881,1000175300,LEED v4.1 O+M: EB,52,Silver,2024-01-30
882,1000175322,LEED v4 BD+C: NC,80,Platinum,2024-04-22
883,1000175351,LEED v4.1 O+M: EB,65,Gold,2024-02-05
884,1000175381,LEED v4 O+M: EB,61,Gold,2024-05-24
885,1000175413,LEED v4 BD+C: NC,71,Gold,2024-11-26
886,1000175587,LEED v4 O+M: EB,62,Gold,2024-02-05
887,1000175683,LEED v4 BD+C: NC,67,Gold,2024-04-25
888,1000175764,LEED v4.1 O+M: EB,64,Gold,2024-01-30
889,1000176177,LEED v4.1 O+M: EB,61,Gold,2024-01-22
890,1000176319,LEED v4.1 O+M: EB,69,Gold,2024-01-22
891,1000176440,LEED v4.1 O+M: EB,62,Gold,2024-08-20
892,1000176456,LEED v4.1 O+M: EB,75,Gold,2024-10-28
893,1000176561,LEED v4 BD+C: NC,54,Silver,2024-03-13
894,1000176581,LEED v4 O+M: EB,64,Gold,2024-01-03
895,1000176647,LEED v4.1 O+M: EB,71,Gold,2024-05-14
896,1000176651,LEED v4.1 O+M: EB,72,Gold,2024-05-14
897,1000176653,LEED v4.1 O+M: EB,71,Gold,2024-05-14
898,1000176655,LEED v4.1 O+M: EB,69,Gold,2024-05-14
899,1000176657,LEED v4.1 O+M: EB,66,Gold,2024-05-14
900,1000176669,LEED v4.1 O+M: EB,60,Gold,2024-09-10
901,1000176745,LEED v4.1 O+M: EB,55,Silver,2024-06-25
902,1000176832,LEED v4.1 O+M: EB,65,Gold,2024-11-19
903,1000176894,LEED v4.1 O+M: EB,75,Gold,2024-01-08
904,1000176922,LEED v4.1 O+M: EB,81,Platinum,2024-02-13
905,1000176925,LEED v4.1 O+M: EB,85,Platinum,2024-02-08
906,1000177057,LEED v4.1 O+M: EB,82,Platinum,2024-03-20
907,1000177120,LEED v4.1 O+M: EB,85,Platinum,2024-03-07
908,1000177146,LEED v4.1 O+M: EB,48,Certified,2024-11-21
909,1000177165,LEED v4.1 O+M: EB,80,Platinum,2024-03-11
910,1000177168,LEED v4.1 O+M: EB,70,Gold,2024-05-27
911,1000177170,LEED v4.1 O+M: EB,71,Gold,2024-05-27
912,1000177252,LEED v4.1 O+M: EB,70,Gold,2024-06-13
913,1000177288,LEED v4 O+M: EB,88,Platinum,2024-03-03
914,1000177410,LEED v4.1 O+M: EB,67,Gold,2024-01-02
915,1000177412,LEED v4.1 O+M: EB,67,Gold,2024-01-02
916,1000177414,LEED v4.1 O+M: EB,66,Gold,2024-01-02
917,1000177416,LEED v4.1 O+M: EB,65,Gold,2024-01-02
918,1000177494,LEED v4.1 O+M: EB,66,Gold,2024-01-08
919,1000177496,LEED v4.1 O+M: EB,71,Gold,2024-01-08
920,1000177498,LEED v4.1 O+M: EB,71,Gold,2024-01-08
921,1000177521,LEED v4.1 O+M: EB,71,Gold,2024-01-08
922,1000177523,LEED v4.1 O+M: EB,64,Gold,2024-01-08
923,1000177593,LEED v4 O+M: EB,81,Platinum,2024-01-11
924,1000177617,LEED v4.1 O+M: EB,66,Gold,2024-03-29
925,1000177763,LEED v4 O+M: EB,70,Gold,2024-03-19
926,1000177796,LEED v4.1 O+M: EB,63,Gold,2024-07-17
927,1000177873,LEED v4.1 O+M: EB,56,Silver,2024-08-15
928,1000177899,LEED v4.1 O+M: EB,65,Gold,2024-01-19
929,1000177920,LEED v4.1 O+M: EB,76,Gold,2024-12-20
930,1000177982,LEED v4.1 O+M: EB,61,Gold,2024-09-18
931,1000178009,LEED v4.1 O+M: EB,84,Platinum,2024-06-04
932,1000178049,LEED v4.1 O+M: EB,70,Gold,2024-09-17
933,1000178068,LEED v4.1 O+M: EB,88,Platinum,2024-08-30
934,1000178126,LEED v4.1 O+M: EB,80,Platinum,2024-04-19
935,1000178130,LEED v4.1 O+M: EB,84,Platinum,2024-04-22
936,1000178133,LEED v4.1 O+M: EB,84,Platinum,2024-03-13
937,1000178135,LEED v4.1 O+M: EB,84,Platinum,2024-03-07
938,1000178197,LEED v4 BD+C: NC,83,Platinum,2024-08-27
939,1000178262,LEED v4.1 O+M: EB,83,Platinum,2024-03-29
940,1000178268,LEED v4.1 O+M: EB,86,Platinum,2024-03-29
941,1000178283,LEED v4.1 O+M: EB,92,Platinum,2024-04-18
942,1000178361,LEED v4.1 O+M: EB,72,Gold,2024-05-09
943,1000178384,LEED v4.1 O+M: EB,60,Gold,2025-04-03
944,1000178403,LEED v4.1 O+M: EB,90,Platinum,2024-07-03
945,1000178408,LEED v4.1 O+M: EB,92,Platinum,2024-04-18
946,1000178439,LEED v4.1 O+M: EB,89,Platinum,2025-03-13
947,1000178441,LEED v4.1 O+M: EB,60,Gold,2024-02-13
948,1000178456,LEED v4 BD+C: NC,56,Silver,2024-12-19
949,1000178484,LEED v4.1 O+M: EB,68,Gold,2024-02-26
950,1000178494,LEED v4 BD+C: NC,64,Gold,2024-09-10
951,1000178495,LEED v4 BD+C: NC,65,Gold,2024-09-10
952,1000178496,LEED v4 BD+C: NC,63,Gold,2024-09-10
953,1000178539,LEED v4.1 O+M: EB,77,Gold,2024-09-11
954,1000178554,LEED v4 O+M: EB,69,Gold,2024-01-29
955,1000178557,LEED v4.1 O+M: EB,81,Platinum,2024-02-27
956,1000178558,LEED v4 O+M: EB,67,Gold,2024-04-23
957,1000178565,LEED v4.1 O+M: EB,87,Platinum,2024-07-03
958,1000178571,LEED v4.1 O+M: EB,88,Platinum,2024-02-21
959,1000178696,LEED v4.1 O+M: EB,68,Gold,2025-03-05
960,1000178706,LEED v4.1 O+M: EB,70,Gold,2025-07-10
961,1000179206,LEED v4.1 O+M: EB,62,Gold,2024-08-20
962,1000179223,LEED v4.1 O+M: EB,71,Gold,2024-06-03
963,1000179363,LEED v4.1 O+M: EB,62,Gold,2024-02-23
964,1000179419,LEED v4.1 O+M: EB,56,Silver,2024-03-20
965,1000179556,LEED v4.1 O+M: EB,60,Gold,2024-01-11
966,1000179565,LEED v4.1 O+M: EB,68,Gold,2024-02-22
967,1000179761,LEED v4.1 O+M: EB,63,Gold,2024-01-23
968,1000179794,LEED v4.1 O+M: EB,55,Silver,2024-11-20
969,1000179796,LEED v4.1 O+M: EB,51,Silver,2024-11-20
970,1000179798,LEED v4.1 O+M: EB,60,Gold,2024-06-28
971,1000179825,LEED v4.1 O+M: EB,64,Gold,2024-12-20
972,1000179894,LEED v4.1 O+M: EB,81,Platinum,2024-01-31
973,1000179906,LEED v4.1 O+M: EB,60,Gold,2025-03-05
974,1000179909,LEED v4.1 O+M: EB,64,Gold,2025-03-05
975,1000179911,LEED v4.1 O+M: EB,60,Gold,2025-03-04
976,1000179934,LEED v4.1 O+M: EB,82,Platinum,2025-02-17
977,1000179977,LEED v4 BD+C: NC,43,Certified,2024-08-27
978,1000179978,LEED v4 BD+C: NC,43,Certified,2024-08-27
979,1000180062,LEED v4 BD+C: NC,63,Gold,2024-08-28
980,1000180066,LEED v4.1 O+M: EB,68,Gold,2024-02-27
981,1000180072,LEED v4.1 O+M: EB,67,Gold,2025-03-24
982,1000180074,LEED v4.1 O+M: EB,64,Gold,2025-05-27
983,1000180121,LEED v4 BD+C: NC,61,Gold,2025-02-25
984,1000180215,LEED v4.1 O+M: EB,69,Gold,2024-08-29
985,1000180298,LEED v4.1 O+M: EB,66,Gold,2024-03-12
986,1000180314,LEED v4 BD+C: NC,54,Silver,2024-09-26
987,1000180315,LEED v4 BD+C: NC,51,Silver,2024-09-26
988,1000180316,LEED v4 BD+C: NC,52,Silver,2024-10-08
989,1000180325,LEED v4.1 O+M: EB,88,Platinum,2024-01-19
990,1000180336,LEED v4.1 O+M: EB,54,Silver,2024-12-16
991,1000180340,LEED v4.1 O+M: EB,56,Silver,2024-12-16
992,1000180396,LEED v4.1 O+M: EB,64,Gold,2024-04-11
993,1000180408,LEED v4.1 O+M: EB,68,Gold,2024-05-03
994,1000180412,LEED v4.1 O+M: EB,73,Gold,2024-05-03
995,1000180414,LEED v4.1 O+M: EB,66,Gold,2024-04-15
996,1000180426,LEED v4.1 O+M: EB,59,Silver,2024-03-20
997,1000180430,LEED v4.1 O+M: EB,64,Gold,2024-03-20
998,1000180483,LEED v4 BD+C: NC,71,Gold,2024-12-05
999,1000180493,LEED v4.1 O+M: EB,55,Silver,2024-05-28
1000,1000180505,LEED v4 BD+C: NC,62,Gold,2024-09-05
1001,1000180545,LEED v4 O+M: EB,84,Platinum,2024-09-30
1002,1000180547,LEED v4 O+M: EB,67,Gold,2024-09-30
1003,1000180556,LEED v4.1 O+M: EB,54,Silver,2024-05-13
1004,1000180592,LEED v4.1 O+M: EB,60,Gold,2024-01-16
1005,1000180714,LEED v4.1 O+M: EB,62,Gold,2024-03-20
1006,1000180802,LEED v4.1 O+M: EB,65,Gold,2024-08-23
1007,1000180911,LEED v4.1 O+M: EB,66,Gold,2024-01-12
1008,1000180921,LEED v4.1 O+M: EB,66,Gold,2024-07-03
1009,1000181021,LEED v4.1 O+M: EB,83,Platinum,2024-02-27
1010,1000181026,LEED v4.1 O+M: EB,82,Platinum,2024-04-03
1011,1000181029,LEED v4.1 O+M: EB,81,Platinum,2024-04-03
1012,1000181032,LEED v4.1 O+M: EB,89,Platinum,2024-06-18
1013,1000181040,LEED v4.1 O+M: EB,56,Silver,2024-06-11
1014,1000181049,LEED v4.1 O+M: EB,82,Platinum,2024-04-04
1015,1000181051,LEED v4.1 O+M: EB,83,Platinum,2024-04-04
1016,1000181053,LEED v4.1 O+M: EB,82,Platinum,2024-04-03
1017,1000181061,LEED v4 BD+C: NC,63,Gold,2024-02-17
1018,1000181081,LEED v4.1 O+M: EB,69,Gold,2024-06-11
1019,1000181167,LEED v4 O+M: EB,53,Silver,2024-07-08
1020,1000181611,LEED v4 O+M: EB,84,Platinum,2024-01-02
1021,1000181664,LEED v4 BD+C: NC,86,Platinum,2024-09-13
1022,1000181743,LEED v4.1 O+M: EB,61,Gold,2024-08-02
1023,1000181745,LEED v4.1 O+M: EB,57,Silver,2024-07-23
1024,1000182032,LEED v4.1 O+M: EB,82,Platinum,2025-03-14
1025,1000182106,LEED v4.1 O+M: EB,83,Platinum,2024-08-14
1026,1000182132,LEED v4.1 O+M: EB,73,Gold,2025-01-23
1027,1000182169,LEED v4.1 O+M: EB,80,Platinum,2025-03-06
1028,1000182179,LEED v4.1 O+M: EB,82,Platinum,2025-02-11
1029,1000182186,LEED v4.1 O+M: EB,81,Platinum,2024-10-03
1030,1000182325,LEED v4.1 O+M: EB,65,Gold,2024-04-11
1031,1000182430,LEED v4.1 O+M: EB,81,Platinum,2024-01-18
1032,1000182432,LEED v4.1 O+M: EB,81,Platinum,2024-04-24
1033,1000182560,LEED v4.1 O+M: EB,63,Gold,2024-04-09
1034,1000182563,LEED v4.1 O+M: EB,77,Gold,2025-06-20
1035,1000182570,LEED v4 BD+C: NC,90,Platinum,2024-01-24
1036,1000182657,LEED v4 BD+C: NC,51,Silver,2024-09-23
1037,1000182683,LEED v4.1 O+M: EB,81,Platinum,2024-05-04
1038,1000182690,LEED v4.1 O+M: EB,74,Gold,2024-08-06
1039,1000182734,LEED v4.1 O+M: EB,71,Gold,2024-08-06
1040,1000182777,LEED v4.1 O+M: EB,73,Gold,2024-03-15
1041,1000182781,LEED v4.1 O+M: EB,73,Gold,2024-03-14
1042,1000182789,LEED v4.1 O+M: EB,65,Gold,2025-07-01
1043,1000182806,LEED v4 O+M: EB,61,Gold,2024-05-09
1044,1000182807,LEED v4 O+M: EB,82,Platinum,2024-02-24
1045,1000182808,LEED v4 O+M: EB,44,Certified,2024-06-25
1046,1000182811,LEED v4.1 O+M: EB,73,Gold,2024-04-07
1047,1000182813,LEED v4.1 O+M: EB,83,Platinum,2024-02-02
1048,1000182824,LEED v4.1 O+M: EB,81,Platinum,2024-01-23
1049,1000182826,LEED v4.1 O+M: EB,79,Gold,2024-01-17
1050,1000182844,LEED v4.1 O+M: EB,64,Gold,2025-02-19
1051,1000182857,LEED v4 BD+C: NC,67,Gold,2024-10-11
1052,1000182999,LEED v4 BD+C: NC,73,Gold,2024-06-14
1053,1000183023,LEED v4.1 O+M: EB,58,Silver,2024-03-12
1054,1000183322,LEED v4.1 O+M: EB,73,Gold,2024-04-30
1055,1000183801,LEED v4.1 O+M: EB,62,Gold,2024-04-20
1056,1000183808,LEED v4.1 O+M: EB,73,Gold,2025-06-27
1057,1000183912,LEED v4.1 O+M: EB,55,Silver,2024-08-13
1058,1000183913,LEED v4 O+M: EB,94,Platinum,2024-07-31
1059,1000183988,LEED v4 BD+C: NC,42,Certified,2024-06-14
1060,1000184004,LEED v4.1 O+M: EB,82,Platinum,2024-03-21
1061,1000184154,LEED v4.1 O+M: EB,57,Silver,2024-06-24
1062,1000184166,LEED v4.1 O+M: EB,77,Gold,2025-07-01
1063,1000184185,LEED v4 BD+C: NC,54,Silver,2024-12-24
1064,1000184203,LEED v4.1 O+M: EB,67,Gold,2025-01-17
1065,1000184226,LEED v4.1 O+M: EB,83,Platinum,2024-05-15
1066,1000184247,LEED v4.1 O+M: EB,46,Certified,2024-04-11
1067,1000184249,LEED v4.1 O+M: EB,45,Certified,2024-04-11
1068,1000184251,LEED v4.1 O+M: EB,56,Silver,2024-03-07
1069,1000184253,LEED v4.1 O+M: EB,61,Gold,2024-04-23
1070,1000184255,LEED v4.1 O+M: EB,61,Gold,2024-02-28
1071,1000184257,LEED v4.1 O+M: EB,54,Silver,2024-05-09
1072,1000184275,LEED v4 O+M: EB,66,Gold,2024-01-30
1073,1000184297,LEED v4.1 O+M: EB,60,Gold,2024-04-01
1074,1000184318,LEED v4 BD+C: NC,90,Platinum,2024-10-24
1075,1000184351,LEED v4.1 O+M: EB,63,Gold,2024-08-21
1076,1000184430,LEED v4.1 O+M: EB,71,Gold,2024-02-16
1077,1000184434,LEED v4.1 O+M: EB,77,Gold,2024-03-01
1078,1000184436,LEED v4.1 O+M: EB,76,Gold,2024-03-01
1079,1000184438,LEED v4.1 O+M: EB,76,Gold,2024-03-01
1080,1000184440,LEED v4.1 O+M: EB,74,Gold,2024-03-23
1081,1000184442,LEED v4.1 O+M: EB,75,Gold,2024-03-23
1082,1000184465,LEED v4 BD+C: NC,45,Certified,2024-05-29
1083,1000184482,LEED v4.1 O+M: EB,61,Gold,2024-03-15
1084,1000184500,LEED v4.1 O+M: EB,68,Gold,2024-01-26
1085,1000184578,LEED v4 O+M: EB,65,Gold,2025-04-01
1086,1000184579,LEED v4 O+M: EB,66,Gold,2024-09-30
1087,1000184716,LEED v4 O+M: EB,89,Platinum,2024-04-11
1088,1000184797,LEED v4.1 O+M: EB,90,Platinum,2024-06-24
1089,1000184810,LEED v4 BD+C: NC,60,Gold,2024-10-14
1090,1000184927,LEED v4.1 O+M: EB,70,Gold,2025-03-10
1091,1000184964,LEED v4.1 O+M: EB,72,Gold,2024-05-16
1092,1000184985,LEED v4.1 O+M: EB,83,Platinum,2024-01-25
1093,1000185075,LEED v4 O+M: EB,64,Gold,2024-03-26
1094,1000185152,LEED v4 O+M: EB,88,Platinum,2024-10-23
1095,1000185177,LEED v4 BD+C: NC,47,Certified,2024-09-21
1096,1000185359,LEED v4.1 O+M: EB,68,Gold,2024-01-25
1097,1000185366,LEED v4.1 O+M: EB,83,Platinum,2024-10-22
1098,1000185368,LEED v4.1 O+M: EB,81,Platinum,2024-01-22
1099,1000185375,LEED v4 BD+C: NC,60,Gold,2024-01-26
1100,1000185377,LEED v4.1 O+M: EB,67,Gold,2024-07-22
1101,1000185379,LEED v4.1 O+M: EB,81,Platinum,2024-04-10
1102,1000185382,LEED v4 BD+C: NC,64,Gold,2024-10-04
1103,1000185400,LEED v4.1 O+M: EB,67,Gold,2025-03-31
1104,1000185402,LEED v4.1 O+M: EB,74,Gold,2024-02-21
1105,1000185422,LEED v4.1 O+M: EB,72,Gold,2024-03-12
1106,1000185439,LEED v4.1 O+M: EB,78,Gold,2024-03-05
1107,1000185458,LEED v4.1 O+M: EB,83,Platinum,2024-06-10
1108,1000185476,LEED v4 O+M: EB,66,Gold,2024-09-24
1109,1000185480,LEED v4.1 O+M: EB,78,Gold,2024-03-04
1110,1000185482,LEED v4.1 O+M: EB,75,Gold,2024-02-22
1111,1000185484,LEED v4.1 O+M: EB,77,Gold,2024-02-13
1112,1000185486,LEED v4.1 O+M: EB,75,Gold,2024-03-12
1113,1000185488,LEED v4.1 O+M: EB,71,Gold,2024-02-21
1114,1000185490,LEED v4.1 O+M: EB,77,Gold,2024-02-28
1115,1000185494,LEED v4.1 O+M: EB,71,Gold,2024-02-21
1116,1000185497,LEED v4.1 O+M: EB,77,Gold,2024-02-21
1117,1000185499,LEED v4.1 O+M: EB,77,Gold,2024-02-21
1118,1000185501,LEED v4.1 O+M: EB,79,Gold,2024-02-21
1119,1000185507,LEED v4.1 O+M: EB,69,Gold,2025-03-22
1120,1000185537,LEED v4.1 O+M: EB,70,Gold,2024-02-27
1121,1000185539,LEED v4.1 O+M: EB,70,Gold,2024-02-27
1122,1000185542,LEED v4.1 O+M: EB,73,Gold,2024-04-17
1123,1000185544,LEED v4.1 O+M: EB,70,Gold,2024-02-27
1124,1000185546,LEED v4.1 O+M: EB,81,Platinum,2024-04-01
1125,1000185548,LEED v4.1 O+M: EB,74,Gold,2024-02-27
1126,1000185550,LEED v4.1 O+M: EB,71,Gold,2024-08-14
1127,1000185552,LEED v4.1 O+M: EB,63,Gold,2024-02-22
1128,1000185555,LEED v4.1 O+M: EB,78,Gold,2024-04-02
1129,1000185557,LEED v4.1 O+M: EB,69,Gold,2024-02-22
1130,1000185559,LEED v4.1 O+M: EB,71,Gold,2024-04-03
1131,1000185579,LEED v4.1 O+M: EB,75,Gold,2024-01-06
1132,1000185581,LEED v4.1 O+M: EB,75,Gold,2024-01-06
1133,1000185587,LEED v4.1 O+M: EB,73,Gold,2024-01-06
1134,1000185596,LEED v4.1 O+M: EB,73,Gold,2024-01-06
1135,1000185620,LEED v4.1 O+M: EB,71,Gold,2024-01-06
1136,1000185624,LEED v4.1 O+M: EB,72,Gold,2024-02-08
1137,1000185628,LEED v4.1 O+M: EB,73,Gold,2024-06-14
1138,1000185634,LEED v4 BD+C: NC,42,Certified,2024-09-30
1139,1000185681,LEED v4.1 O+M: EB,83,Platinum,2024-03-11
1140,1000185900,LEED v4.1 O+M: EB,61,Gold,2024-12-20
1141,1000185976,LEED v4.1 O+M: EB,67,Gold,2024-10-07
1142,1000185977,LEED v4 O+M: EB,60,Gold,2024-01-17
1143,1000186024,LEED v4.1 O+M: EB,72,Gold,2024-09-11
1144,1000186043,LEED v4 BD+C: NC,84,Platinum,2024-09-23
1145,1000186055,LEED v4.1 O+M: EB,70,Gold,2024-03-19
1146,1000186057,LEED v4.1 O+M: EB,69,Gold,2024-03-19
1147,1000186060,LEED v4.1 O+M: EB,74,Gold,2024-03-19
1148,1000186064,LEED v4.1 O+M: EB,69,Gold,2024-03-19
1149,1000186069,LEED v4.1 O+M: EB,73,Gold,2024-03-19
1150,1000186071,LEED v4.1 O+M: EB,72,Gold,2024-03-19
1151,1000186093,LEED v4.1 O+M: EB,60,Gold,2024-09-20
1152,1000186117,LEED v4.1 O+M: EB,74,Gold,2024-05-08
1153,1000186119,LEED v4 BD+C: NC,54,Silver,2024-03-22
1154,1000186149,LEED v4.1 O+M: EB,83,Platinum,2024-03-18
1155,1000186159,LEED v4.1 O+M: EB,76,Gold,2024-02-27
1156,1000186161,LEED v4.1 O+M: EB,77,Gold,2024-02-27
1157,1000186170,LEED v4.1 O+M: EB,77,Gold,2024-03-19
1158,1000186176,LEED v4.1 O+M: EB,77,Gold,2024-03-19
1159,1000186180,LEED v4.1 O+M: EB,79,Gold,2024-03-19
1160,1000186183,LEED v4 BD+C: NC,81,Platinum,2024-09-05
1161,1000186204,LEED v4.1 O+M: EB,67,Gold,2024-03-21
1162,1000186297,LEED v4 O+M: EB,85,Platinum,2024-07-19
1163,1000186316,LEED v4 O+M: EB,68,Gold,2025-04-22
1164,1000186322,LEED v4.1 O+M: EB,54,Silver,2024-12-11
1165,1000186335,LEED v4.1 O+M: EB,61,Gold,2024-06-04
1166,1000186344,LEED v4.1 O+M: EB,62,Gold,2024-05-03
1167,1000186360,LEED v4.1 O+M: EB,62,Gold,2024-03-05
1168,1000186397,LEED v4.1 O+M: EB,72,Gold,2024-03-04
1169,1000186401,LEED v4.1 O+M: EB,63,Gold,2025-03-10
1170,1000186403,LEED v4.1 O+M: EB,62,Gold,2024-11-19
1171,1000186406,LEED v4.1 O+M: EB,64,Gold,2024-10-29
1172,1000186473,LEED v4.1 O+M: EB,81,Platinum,2024-07-18
1173,1000186477,LEED v4.1 O+M: EB,62,Gold,2024-03-29
1174,1000186483,LEED v4.1 O+M: EB,63,Gold,2024-03-29
1175,1000186508,LEED v4 O+M: EB,81,Platinum,2024-04-04
1176,1000186510,LEED v4.1 O+M: EB,84,Platinum,2024-03-27
1177,1000186513,LEED v4.1 O+M: EB,69,Gold,2024-03-18
1178,1000186517,LEED v4.1 O+M: EB,67,Gold,2024-03-18
1179,1000186519,LEED v4.1 O+M: EB,86,Platinum,2024-03-18
1180,1000186524,LEED v4.1 O+M: EB,73,Gold,2024-03-18
1181,1000186527,LEED v4 O+M: EB,72,Gold,2024-12-18
1182,1000186536,LEED v4 BD+C: NC,65,Gold,2025-02-19
1183,1000186561,LEED v4.1 O+M: EB,50,Silver,2025-06-12
1184,1000186603,LEED v4 BD+C: NC,55,Silver,2024-04-30
1185,1000186704,LEED v4.1 O+M: EB,69,Gold,2024-10-01
1186,1000186845,LEED v4.1 O+M: EB,70,Gold,2025-07-16
1187,1000186852,LEED v4.1 O+M: EB,85,Platinum,2024-04-17
1188,1000186926,LEED v4.1 O+M: EB,73,Gold,2024-03-25
1189,1000186928,LEED v4.1 O+M: EB,82,Platinum,2024-03-21
1190,1000186986,LEED v4.1 O+M: EB,82,Platinum,2024-03-21
1191,1000187091,LEED v4.1 O+M: EB,82,Platinum,2024-03-22
1192,1000187136,LEED v4.1 O+M: EB,65,Gold,2024-02-29
1193,1000187138,LEED v4.1 O+M: EB,65,Gold,2024-02-28
1194,1000187140,LEED v4.1 O+M: EB,65,Gold,2024-03-04
1195,1000187144,LEED v4.1 O+M: EB,67,Gold,2024-07-01
1196,1000187214,LEED v4.1 O+M: EB,84,Platinum,2024-03-10
1197,1000187216,LEED v4.1 O+M: EB,80,Platinum,2024-03-10
1198,1000187218,LEED v4.1 O+M: EB,80,Platinum,2024-03-10
1199,1000187220,LEED v4.1 O+M: EB,83,Platinum,2024-03-10
1200,1000187222,LEED v4.1 O+M: EB,83,Platinum,2024-03-10
1201,1000187224,LEED v4.1 O+M: EB,82,Platinum,2024-03-10
1202,1000187231,LEED v4.1 O+M: EB,82,Platinum,2024-03-28
1203,1000187233,LEED v4.1 O+M: EB,67,Gold,2024-04-15
1204,1000187240,LEED v4.1 O+M: EB,64,Gold,2024-08-12
1205,1000187379,LEED v4.1 O+M: EB,69,Gold,2025-02-27
1206,1000187381,LEED v4.1 O+M: EB,84,Platinum,2024-06-12
1207,1000187383,LEED v4.1 O+M: EB,4,Denied,2024-07-04
1208,1000187389,LEED v4 BD+C: NC,82,Platinum,2024-05-02
1209,1000187450,LEED v4 BD+C: NC,71,Gold,2024-01-18
1210,1000187456,LEED v4.1 O+M: EB,82,Platinum,2024-02-20
1211,1000187483,LEED v4.1 O+M: EB,82,Platinum,2024-05-02
